Give,give,0.26,0.44
kinds,kinds,42.95,43.330000000000005
of,of,43.33,43.5
restrictions,restrictions,43.5,44.44
After,after,44.44,44.75
a,a,44.75,44.84
certain,certain,44.84,45.2
point,point,45.2,45.46
in,in,45.46,45.59
time,time,45.599999,46.089999
I,i,46.79,46.96
think,think,46.96,47.4
the,the,47.61,47.74
life,life,47.74,48.22
the,the,48.84,49.040000000000006
health,health,49.049999,49.609999
of,of,50.099999,50.309999
the,the,50.309999,50.389998999999996
mother,mother,50.389999,50.779999000000004
are,are,50.79,51.01
clear,clear,51.04,51.62
And,and,52.469999,52.819999
those,those,52.82,53.06
should,should,53.059999000000005,53.249999
be,be,53.260000000000005,53.480000000000004
included,included,53.480000000000004,54.18000000000001
even,even,54.529999000000004,54.97999900000001
as,as,54.980000000000004,55.21
one,one,55.21,55.44
moves,moves,55.44,55.91
on,on,56.61,56.99
in,in,57.0,57.39
that,,,
pregnancy,pregnancy,57.55,58.169999999999995
When,when,58.18,58.38
or,or,58.38,58.510000000000005
if,if,58.53,58.67
So,so,58.96,59.12
I've,i've,60.3,60.51
had,had,60.51,60.629999999999995
the,the,61.66,61.739999999999995
same,same,61.74,62.03
position,position,62.09,62.82
for,for,63.309999,63.599999
many,many,63.599999,63.909999
years,years,63.91,64.27
When,when,64.28,64.49
or,or,64.49,64.58999999999999
if,if,64.599999,65.039999
does,does,65.2,65.59
an,an,65.59,65.72
unborn,unborn,65.74,66.27
child,child,66.27,66.64999999999999
have,have,66.65,66.80000000000001
constitutional,constitutional,66.799999,67.479999
rights,rights,67.48,67.89
Well,well,70.369999,70.67999900000001
under,under,70.690001,70.950001
our,our,70.94999899999999,71.07999899999999
laws,laws,71.08,71.55
currently,currently,71.559999,72.31999900000001
that,that,72.96,73.5
is,is,73.58,73.8
not,not,73.83,74.11
something,something,74.11,74.71
that,that,74.72,75.12
exists,exists,75.34,76.0
The,the,78.89,79.16
unborn,unborn,79.17,80.01
person,person,80.809999,81.369999
doesn't,doesn't,82.0,82.46
have,have,82.469999,82.839999
constitutional,constitutional,82.849999,83.829999
rights,rights,83.84,84.28
Now,now,84.28999999999999,84.46
that,that,84.46000000000001,84.64000000000001
doesn't,doesn't,84.639999,84.949999
mean,mean,84.95,85.41
that,that,85.73,85.95
we,we,85.95,86.08
don't,don't,86.08,86.31
do,do,86.309999,86.479999
everything,everything,86.509999,87.019999
we,we,87.02,87.13
possibly,possibly,87.13,87.67999999999999
can,can,87.679999,88.209999
in,in,88.93,89.13000000000001
the,the,89.129999,89.22999899999999
vast,vast,89.23,89.61
majority,majority,89.609999,90.499999
of,of,90.589999,90.939999
instances,instances,91.77,92.61999999999999
to,to,92.62,93.02000000000001
you,you,93.27,93.41
know,know,93.41,93.64999999999999
help,help,93.65,93.94000000000001
a,,,
mother,mother,94.04,94.43
who,who,94.43,94.83000000000001
is,is,94.86,95.15
carrying,carrying,95.15,95.63000000000001
a,a,95.63,95.67999999999999
child,child,95.68,96.27000000000001
and,and,97.06,97.51
wants,wants,97.51,97.92
to,to,97.92,98.08
make,make,98.08,98.28
sure,sure,98.28,98.53
that,that,98.53,98.73
child,child,98.73,99.06
will,will,99.07,99.22999999999999
be,be,99.23,99.39
healthy,healthy,99.389999,99.869999
to,to,99.91,100.00999999999999
have,have,100.01,100.27000000000001
appropriate,appropriate,100.27,100.88
medical,medical,100.88,101.33999999999999
support,support,101.34,101.91
It,it,102.27,102.45
doesn't,doesn't,102.45,102.8
mean,mean,102.799999,103.159999
that,that,103.16,103.50999999999999
you,you,104.099999,104.389999
don't,don't,104.41,104.82
do,do,105.03,105.44
everything,everything,105.48,106.03
possible,possible,106.029999,106.67999900000001
to,to,106.69999899999999,107.009999
try,try,107.039999,107.319999
to,to,107.32,107.55
fulfill,fulfill,108.289999,108.899999
your,your,108.9,109.12
obligations,obligations,109.12,110.0
But,but,110.0,110.2
it,it,110.2,110.36
does,does,111.34,111.69
not,not,111.69,111.94
include,include,111.95,112.81
sacrificing,sacrificing,113.64,114.69
the,the,114.7,114.92
woman's,woman's,114.92,115.52
right,right,115.57,115.99
to,to,116.0,116.15
make,make,116.15,116.42
decisions,decisions,116.42,117.13
And,and,117.15,117.52000000000001
I,i,117.52,117.61
think,think,117.62,117.83
that's,that's,117.84,118.12
an,an,118.63,118.78999999999999
important,important,118.78999999999999,119.47
distinction,distinction,119.48,120.19
that,that,120.19,120.39999999999999
under,under,120.42,120.73
Roe,roe,120.73,120.91000000000001
v,v,120.92,121.14
Wade,wade,121.139999,121.549999
we've,we've,121.91,122.17
had,had,122.17,122.52
enshrined,enshrined,122.549999,123.229999
under,under,123.24,123.47
our,our,123.469999,123.569999
Constitution,constitution,123.57,124.27999999999999
You,you,124.279999,124.42999900000001
had,had,124.43,124.54
said,said,124.539999,124.789999
you,you,124.789999,124.86999899999999
think,think,126.059999,126.25999900000001
there,,,
is,,,
room,room,126.99,127.22999999999999
for,for,127.23,127.38000000000001
some,some,127.38,127.61
restrictions,restrictions,127.61,128.26
So,so,128.27,128.37
is,is,128.37,128.47
it,it,128.47,128.58
fair,fair,128.58,128.77
to,to,128.77,128.88000000000002
say,say,128.88,129.09
that,that,129.09,129.25
women,women,129.25,129.56
don't,don't,129.56,129.86
always,always,129.9,130.28
have,have,130.28,130.53
a,a,130.53,130.72
full,full,130.74,131.05
right,right,131.07,131.29
to,to,131.3,131.44
choose,choose,131.44,131.91
Well,well,133.88,134.09
under,under,134.099999,134.409999
Roe,roe,134.41,134.57999999999998
v,v,134.59,134.8
Wade,wade,134.8,135.29000000000002
that,that,136.0,136.34
is,is,136.349999,136.629999
the,the,136.63,136.73
law,law,136.73,137.17999999999998
And,and,137.34,137.96
as,as,138.32,138.53
I,i,138.53,138.63
said,said,138.639999,138.909999
I,i,138.91,139.01
support,support,139.009999,139.689999
the,the,140.139999,140.289999
reasoning,reasoning,140.29,140.92999999999998
and,and,140.94,141.19
the,the,141.19,141.3
outcome,outcome,141.299999,141.87999900000003
in,in,142.039999,142.349999
Roe,roe,142.35,142.5
v,v,142.5,142.69
Wade,wade,142.690001,143.060001
So,so,143.789999,144.259999
in,in,144.29,144.57
the,the,144.57999999999998,144.92
third,third,145.2,145.48999999999998
trimester,trimester,145.49,146.3
of,of,146.32,146.57
pregnancy,pregnancy,146.58,147.27
there,there,147.9,148.18
is,is,148.19,148.49
room,room,148.49,148.89000000000001
for,for,148.97,149.52
looking,looking,150.34,150.81
at,at,150.81,151.05
the,the,151.05,151.18
life,life,151.18,151.64000000000001
and,and,151.68,151.9
the,the,151.9,151.99
health,health,151.99,152.39000000000001
of,of,152.42,152.57999999999998
the,the,152.58,152.64000000000001
mother,mother,152.639999,153.02999899999998
Now,now,153.05,153.4
most,most,154.139999,154.48999899999998
people,people,154.49,154.78
not,not,154.78,154.99
all,all,154.99,155.13
Republicans,republicans,155.139999,155.949999
not,not,156.42,156.7
all,all,156.7,157.06
conservatives,conservatives,157.09,157.85
even,even,157.889999,158.189999
agree,agree,158.19,158.57
with,with,158.57,158.81
the,the,158.82,159.16
life,life,159.95,160.45999999999998
of,of,160.809999,161.019999
the,the,161.02,161.09
mother,mother,161.09,161.51
But,but,161.539999,161.859999
most,most,162.12,162.56
do,do,162.56,162.91
Where,where,163.19,163.53
the,the,163.53,163.91
distinction,distinction,164.1,164.88
comes,comes,164.88,165.21
in,in,165.21,165.46
is,is,165.49,165.74
the,the,165.74,165.99
health,health,166.0,166.33
of,of,166.33,166.44000000000003
the,the,166.44,166.51
mother,mother,166.51,166.92
And,and,166.95,167.35999999999999
when,when,167.76,167.95999999999998
you,you,167.96,168.11
have,have,168.12,168.31
candidates,candidates,168.31,168.9
running,running,168.9,169.23000000000002
for,for,169.23,169.36999999999998
president,president,169.37,170.0
who,who,170.01,170.51
say,say,170.88,171.17
that,that,171.17,171.35
there,there,171.349999,171.48999899999998
should,should,171.49,171.67000000000002
be,be,171.679999,171.839999
no,no,171.84,172.06
exceptions,exceptions,172.059999,172.839999
not,not,172.86,173.12
for,for,173.12,173.33
rape,rape,173.33,173.76000000000002
not,not,173.82,174.10999999999999
for,for,174.11,174.3
incest,incest,174.33,175.01000000000002
not,not,175.7,175.97
for,for,175.969999,176.159999
health,health,176.16,176.65
then,then,177.63,178.07
I,i,178.07999999999998,178.27999999999997
think,think,178.279999,178.749999
you've,you've,178.940001,179.200001
gotten,gotten,179.199999,179.479999
pretty,pretty,179.48,179.73999999999998
extreme,extreme,179.74,180.4
And,and,180.43,180.8
my,my,180.87,181.21
view,view,181.21,181.44
has,has,181.45,181.64
always,always,181.64,182.02999999999997
been,been,182.03,182.39000000000001
this,this,183.01,183.22
is,is,183.22,183.35999999999999
a,a,183.36,183.51000000000002
choice,choice,183.52,184.04000000000002
It,it,184.06,184.22
is,is,184.22,184.34
not,not,184.35,184.54
a,a,184.54,184.59
mandate,mandate,184.59,185.15
You,you,185.16,185.28
know,know,185.28,185.45
I,i,185.45,185.6
have,have,185.61,185.75
traveled,traveled,185.76,186.20999999999998
all,all,186.21,186.33
over,over,186.33,186.5
the,the,186.5,186.59
world,world,186.59,187.04
I,i,187.05,187.21
have,have,187.21,187.4
seen,seen,187.4,187.73000000000002
what,what,187.73,187.88
happens,happens,187.88,188.39
when,when,188.71,188.99
governments,governments,189.0,189.56
make,make,189.559999,189.819999
these,these,189.82,190.03
decisions,decisions,190.03,190.7
whether,whether,190.7,191.04
it,it,191.04,191.13
was,was,191.13,191.46
forced,forced,191.74,192.43
sterilization,sterilization,192.46,193.61
forced,forced,193.87,194.4
abortion,abortion,194.4,195.13
in,in,195.179999,195.44999900000002
China,china,195.45,196.01
or,or,196.35,196.60999999999999
force,force,196.609999,197.199999
childbearing,childbearing,197.279999,198.279999
in,in,198.29,198.59
communist,communist,198.98,199.53
Romania,romania,199.53,200.12
So,so,200.46,200.84
I,i,200.86,201.10000000000002
don't,don't,201.11,201.39000000000001
think,think,201.4,201.77
that,that,201.78,202.11
we,we,202.95,203.14999999999998
should,should,203.15,203.4
be,be,203.41,203.85
allowing,allowing,204.12,204.72
the,the,204.72,204.89
government,government,204.9,205.57
to,to,205.98,206.34
make,make,206.349999,206.639999
decisions,decisions,206.639999,207.389999
that,that,207.389999,207.669999
really,really,207.67,207.98
properly,properly,207.98,208.57
belong,belong,208.57,209.16
to,to,209.77,209.89000000000001
the,the,209.889999,209.999999
individual,individual,210.0,210.38
