Let,let,0.14,0.23
the,the,139.139999,139.289999
outcome,outcome,139.29,139.67999999999998
of,of,139.679999,139.899999
caucuses,<unk>,140.21,140.81
and,and,140.809999,140.929999
primaries,primaries,140.929999,141.41999900000002
and,and,141.42,141.54999999999998
conventions,conventions,141.549999,142.25999900000002
make,make,142.82999999999998,143.04999999999998
the,the,143.049999,143.12999900000003
decisions,decisions,143.129999,143.939999
at,at,144.16,144.35
the,the,144.35,144.44
conventions,conventions,144.440001,145.000001
Think,think,145.02,145.23000000000002
about,about,145.23,145.48
this,this,145.48,145.86999999999998
I,i,146.82,146.87
think,think,146.87,147.01
we,we,147.01,147.1
lose,lose,147.1,147.31
sight,sight,147.31,147.54
of,,,
what,what,147.6,147.76999999999998
the,the,147.77,147.88000000000002
word,word,147.88,148.2
convention,convention,148.2,148.82
means,means,148.82,149.4
It's,it's,149.77,149.97
not,not,150.44,150.52
a,a,150.52,150.59
four,four,150.59,150.81
day,day,150.81,150.96
party,party,150.96,151.37
A,a,151.38,151.46
convention,convention,151.46,152.19
in,in,152.47,152.62
its,its,152.62,152.76
legal,legal,152.78,153.22
sense,sense,153.22,153.93
is,is,154.0,154.2
the,the,154.2,154.31
members,members,154.309999,154.759999
of,of,154.76,154.91
the,the,154.91,154.99
party,party,154.99,155.38
coming,coming,155.38,155.7
together,together,155.7,156.19
every,every,156.2,156.44
four,four,156.44,156.7
years,years,156.7,157.08999999999997
to,to,157.09,157.23
write,write,157.23,157.45
the,the,157.45,157.57999999999998
rules,rules,157.58,157.89000000000001
of,,,
the,the,157.95,158.04
party,party,158.04,158.5
to,to,158.719999,158.869999
elect,elect,158.87,159.22
officers,officers,159.23,160.19
of,of,160.459999,160.709999
our,our,160.709999,160.849999
party,party,160.85,161.39
and,and,161.690001,162.090001
a,a,162.09,162.13
nominee,nominee,162.13,162.76
It,it,162.89,163.01999999999998
has,has,163.02,163.23000000000002
a,a,163.23,163.32
legal,legal,163.33,163.82000000000002
value,value,163.83,164.3
It's,it's,164.3,164.46
no,no,164.46,164.59
different,different,164.59,164.99
than,than,164.99,165.13
when,when,165.13,165.26999999999998
like,like,165.28,165.57
you,you,165.81,165.93
know,know,165.93,166.05
the,the,166.08,166.23000000000002
boy,boy,166.23,166.53
scouts,scouts,166.53,166.91
have,have,166.91,167.07999999999998
a,a,167.08,167.16000000000003
national,national,167.17,167.69
convention,convention,167.69,168.32999999999998
They,they,168.34,168.5
do,do,168.5,168.68
similar,similar,168.7,169.22
things,things,169.22,169.85999999999999
And,and,170.08,170.22
that's,that's,170.22,170.37
what's,what's,170.37,170.51
happening,happening,170.51,170.79
But,but,170.79,170.89
the,the,170.889999,170.95999899999998
media,media,170.96,171.20000000000002
never,never,171.2,171.48
covers,covers,171.48,171.92999999999998
the,the,171.929999,172.029999
fact,fact,172.03,172.3
that,that,172.3,172.44
we,we,172.44,172.57
actually,actually,172.57,172.98
do,do,172.98,173.36999999999998
a,a,173.61,173.71
lot,lot,173.71,173.88
of,of,173.88,174.01999999999998
business,business,174.02,174.52
at,at,174.52,174.64000000000001
the,the,174.639999,174.719999
convention,convention,174.719999,175.229999
But,but,175.23,175.39
now,now,175.389999,175.54999899999999
everyone's,everyone's,175.549999,175.90999900000003
interested,interested,175.91,176.45
in,,,
this,,,
business,,,
of,,,
a,,,
national,,,
convention,,,
Yes,,,
they,they,176.839999,177.069999
are,are,177.07,177.25
That's,that's,179.82,179.95999999999998
for,for,179.959999,180.07999900000002
sure,sure,180.07999999999998,180.39
Look,look,180.57999999999998,180.82
we,we,180.85,180.97
just,just,180.97,181.15
have,have,181.15,181.28
a,a,181.28,181.33
brand,brand,181.35,181.57
new,new,181.57,181.67
NBC,<unk>,181.67,181.67999999999998
Wall,wall,182.0,182.13
Street,,,
Journal,journal,182.26,182.54
poll,poll,182.54,182.78
out,out,182.78,183.04
Among,among,183.43,184.04000000000002
Republican,republican,184.04,184.72
voters,voters,184.72,185.09
we,we,185.09,185.26
asked,asked,185.26,185.51999999999998
this,this,185.52,185.69
simple,simple,185.69,185.99
question,question,185.99,186.60000000000002
who,who,186.61,186.8
should,should,186.8,187.06
be,be,187.68,187.84
the,the,187.84,187.96
winner,winner,187.96,188.37
Should,should,188.55,188.74
it,it,188.74,188.76000000000002
be,be,188.78,188.9
the,the,188.9,189.01000000000002
candidate,candidate,189.02,189.5
with,with,189.55,189.75
the,the,189.75,189.85
most,most,189.849999,190.109999
primary,primary,190.12,190.63
votes,votes,190.63,191.18
regardless,regardless,191.29,191.75
of,of,191.75,191.83
whether,whether,191.83,192.06
it's,it's,192.059999,192.16999900000002
a,a,192.17,192.22
majority,majority,192.219999,192.639999
or,or,192.639999,192.70999899999998
the,the,192.71,192.79000000000002
candidate,candidate,192.79,193.23999999999998
who,who,193.66,193.81
is,is,193.809999,193.939999
the,the,193.94,194.03
choice,choice,194.03,194.34
of,of,194.34,194.47
the,,,
delegates,,,
By,by,194.98,195.17
two,two,195.21,195.43
to,to,195.429999,195.50999900000002
one,one,195.509999,195.89999899999998
Chairman,chairman,195.99,196.35000000000002
Priebus,<unk>,196.35,196.75
Republican,republican,197.209999,197.719999
voters,voters,197.719999,197.969999
say,say,197.98,198.31
it's,it's,198.32,198.53
got,got,198.53,198.71
to,to,198.71,198.76000000000002
be,be,198.76,198.88
the,the,198.88,198.99
one,one,198.99,199.24
who,who,199.24,199.4
has,has,199.4,199.59
the,the,199.59,199.68
most,most,199.68,199.89000000000001
primary,primary,199.9,200.24
votes,votes,200.24,200.47
And,and,200.49,200.69
that's,that's,200.69,200.85999999999999
going,going,200.86,201.12
to,to,201.12,201.20000000000002
be,be,201.21,201.33
Donald,donald,201.33,201.63000000000002
Trump,trump,201.64,201.95999999999998
by,by,202.32,202.84
a,a,202.91,203.04999999999998
lot,lot,203.05,203.78
What,what,203.97,204.17
do,do,204.17,204.20999999999998
you,you,204.21,204.35
tell,tell,204.35,204.6
those,those,204.6,204.84
voters,voters,204.85,205.35
if,if,205.48,205.67
it's,it's,205.67,205.82999999999998
not,not,205.84,206.08
Trump,trump,206.09,206.55
Well,well,208.38,208.71
look,look,208.71,209.03
if,if,210.48,211.11999999999998
Donald,donald,211.139999,211.51999899999998
Trump,trump,211.559999,211.979999
if,if,212.12,212.42000000000002
he,he,212.67,212.80999999999997
was,was,212.809999,212.989999
winning,winning,212.99,213.5
the,the,213.52,213.69
majority,majority,213.69,214.35
of,of,214.35,214.43
votes,votes,214.440001,214.89000099999998
he'd,he'd,214.889999,215.129999
likely,likely,215.129999,215.479999
have,have,215.48,215.67
the,the,215.67000000000002,215.74
majority,majority,215.74,216.25
of,,,
delegates,,,
But,but,216.86,216.98000000000002
that's,that's,216.98,217.19
not,not,217.19,217.35999999999999
actually,actually,217.39,217.80999999999997
what's,what's,217.81,217.97
happening,happening,217.97,218.54
He's,he's,219.63,219.95
winning,winning,219.95,220.51
a,a,220.58,220.59
plurality,<unk>,220.59,220.82
of,of,221.57,221.67
votes,votes,221.67,222.23999999999998
and,and,222.3,222.48000000000002
he,he,222.48,222.61999999999998
has,has,222.62,222.85
a,a,222.85,223.0
plurality,<unk>,223.04,223.67
of,of,223.67,223.79999999999998
delegates,<unk>,223.8,223.82000000000002
And,and,224.77,225.0
under,under,225.01,225.28
the,the,225.28,225.4
rules,rules,225.4,225.8
and,and,225.8,225.93
under,under,225.929999,226.16999900000002
the,the,226.17,226.38
concept,concept,226.44,226.97
of,of,226.969999,227.119999
this,this,227.12,227.27
country,country,227.27,227.66
a,a,227.66,227.71
majority,majority,227.71,228.23000000000002
rules,rules,228.23,228.63
on,on,228.63,228.78
everything,everything,228.78,229.3
Majority,majority,229.469999,229.889999
rules,rules,229.889999,230.14999899999998
on,on,230.15,230.24
the,the,230.24,230.28
electoral,electoral,230.28,230.8
college,college,230.799999,231.25999900000002
Majority,majority,231.259999,231.73999899999998
rules,rules,231.74,232.18
at,at,232.76,233.0
the,the,233.0,233.1
D,d,233.1,233.31
N,n,233.309999,233.469999
C,c,233.469999,233.839999
at,,,
the,the,233.889999,234.02999899999998
R,r,234.029999,234.229999
N,n,234.23,234.38
C,c,234.38,234.69
And,and,234.7,234.83999999999997
I,i,234.84,234.91
don't,don't,235.0,235.1
know,know,235.11,235.36
too,too,235.36,235.59
many,many,235.59,236.05
places,places,236.39,236.79999999999998
where,where,236.8,236.95000000000002
majority,majority,236.95,237.41
doesn't,doesn't,237.43,237.77
rule,rule,237.77,238.05
And,and,238.05,238.17000000000002
I,i,238.17,238.22
would,would,238.22,238.44
suppose,suppose,238.44,238.54
that,that,239.06,239.2
if,if,239.2,239.61999999999998
people,people,239.67,239.92999999999998
were,were,239.93,240.09
asked,asked,240.09,240.33
a,a,240.33,240.38000000000002
question,question,240.38,240.85
like,like,240.85,241.03
that,that,241.03,241.31
it,it,241.47,241.69
makes,makes,241.69,241.95
sense,sense,241.95,242.29
but,but,242.309999,242.469999
it,it,242.47,242.55
only,only,243.84,244.08
tells,tells,244.11,244.35000000000002
you,you,244.349999,244.449999
half,half,244.54,244.72
the,the,244.74,244.85000000000002
story,story,244.849999,245.149999
Very,very,245.15,245.3
quick,quick,245.3,245.52
chariman,<unk>,245.53,245.54000000000002
very,very,246.599999,246.829999
quick,quick,246.83,247.19000000000003
I've,i've,247.259999,247.45999899999998
got,got,247.46,247.58
a,a,247.58,247.62
couple,couple,247.62,247.86
of,of,247.86,247.95000000000002
campaigns,campaigns,247.95,248.39999999999998
that,that,248.4,248.51000000000002
are,are,248.509999,248.559999
worried,worried,248.559999,248.839999
you're,you're,248.839999,249.16999900000002
going,going,249.17,249.35
to,to,249.349999,249.399999
allow,allow,249.4,249.78
Trump,trump,249.799999,250.13999900000002
to,to,250.139999,250.27999899999998
bully,bully,250.279999,250.619999
you,you,250.619999,250.85999900000002
What,what,252.57,252.72
do,do,252.72,252.77
you,you,252.77,252.89000000000001
say,say,252.89,253.1
to,to,253.1,253.18
that,that,253.18,253.34
Bully,bully,253.68,253.97
you,you,253.97,254.21
and,and,254.21,254.52
cave,cave,254.53,254.84
to,to,254.99,255.01
his,his,255.01,255.18
demands,demands,255.19,255.51
No,no,257.24,257.61
listen,listen,258.22,258.6
the,the,258.61,259.02000000000004
rules,rules,259.02,259.33
are,are,259.33,259.46
set,set,259.46,259.84
I've,i've,259.87,260.04
been,been,260.04,260.20000000000005
pretty,pretty,260.2,260.45
clear,clear,260.45,260.92
I,i,261.25,261.31
think,think,261.309999,261.479999
I've,i've,261.48,261.59000000000003
done,done,261.59,261.81
more,more,261.809999,262.059999
TV,tv,262.07,262.53
in,in,262.53,262.63
the,the,262.63,262.74
last,last,262.74,263.05
two,two,263.08,263.47999999999996
weeks,weeks,263.53,263.96
than,than,263.96,264.14
I,i,264.139999,264.209999
have,have,264.21,264.5
in,in,264.5,264.67
two,two,264.67,264.88
years,years,264.88,265.3
and,and,265.299999,265.39999900000004
it's,it's,265.4,265.53
because,because,265.53,265.91999999999996
I'm,i'm,265.929999,266.14999900000004
not,not,266.15,266.37
going,going,266.37,266.66
to,to,266.66,266.82000000000005
allow,allow,266.82,267.49
anyone,anyone,267.75,268.2
to,to,268.199999,268.319999
rewrite,rewrite,268.32,268.73
the,the,268.73,268.84000000000003
rules,rules,268.84,269.09
of,of,269.1,269.21000000000004
our,our,269.209999,269.309999
party,party,269.309999,269.749999
All,,,
right,,,
