Live,live,1.39,1.8399999999999999
independent,independent,41.92,42.620000000000005
of,of,42.63,42.79
Vermont,vermont,42.8,43.37
APPLAUSE,applause,47.589999999999996,47.64
and,and,55.589999,55.829999
Senator,senator,55.839999,56.349999
Ted,ted,56.349999,56.509999
Cruz,cruz,56.68,57.17
Republican,republican,57.17,57.82
of,of,58.44,58.46
Texas,texas,58.46,58.7
APPLAUSE,,,
Senators,senators,71.73,72.15
welcome,welcome,72.190001,72.57000099999999
Please,please,72.59,72.85000000000001
take,take,72.87,73.09
your,your,73.09,73.19
positions,positions,73.19999899999999,73.69999899999999
behind,behind,73.7,74.01
the,,,
podiums,<unk>,74.09,74.62
Now,now,76.5,76.68
before,before,76.68,77.10000000000001
your,your,77.1,77.33
opening,opening,77.33,77.75
statements,statements,77.75,78.4
I,,,
want,,,
to,,,
talk,talk,79.06,79.27
about,about,79.28,79.5
the,the,79.5,79.59
ground,ground,79.59,79.92
rules,rules,79.92,80.15
that,that,80.15,80.27000000000001
you,you,80.27,80.36999999999999
both,both,80.37,80.62
agreed,agreed,80.62,80.99000000000001
to,to,80.99,81.25
You,you,81.25,81.44
will,will,81.44,81.61
get,get,81.61,81.82
90,<unk>,81.82,82.25999999999999
seconds,seconds,82.28,82.67
to,to,82.67,82.79
answer,answer,82.78999999999999,83.07
questions,questions,83.07,83.52999999999999
posed,posed,83.53,83.84
to,to,83.84,83.86
you,,,
45,<unk>,84.36,84.72
seconds,seconds,84.74,85.11
for,for,85.11,85.28
responses,responses,85.28,85.88
and,and,85.88,86.05
rebuttals,<unk>,86.16,86.53
Timing,timing,86.88,87.33999999999999
lights,lights,87.339999,87.62999900000001
will,will,87.679999,87.879999
guide,guide,87.88,88.17999999999999
you,you,88.18,88.42
As,as,88.69999899999999,88.88999899999999
we,we,88.889999,89.019999
mentioned,mentioned,89.02,89.38
a,a,89.379999,89.429999
handful,handful,89.43,89.86000000000001
of,of,89.859999,89.939999
members,members,89.940001,90.550001
of,of,90.67,90.86
our,our,90.86,90.97
audience,audience,90.97,91.48
which,which,91.52,91.71
include,include,91.71,92.03999999999999
both,both,92.04,92.23
critics,critics,92.23,92.59
and,,,
defenders,defenders,92.86,93.34
of,of,93.34,93.49000000000001
the,the,93.63,93.83
Affordable,affordable,93.83,94.24
Care,care,94.24,94.49
Act,act,94.49,94.72
will,will,94.72,94.85
question,question,94.86,95.31
you,you,95.31,95.52
in,in,95.55,95.7
addition,addition,95.7,96.15
to,to,96.15,96.29
questions,questions,96.29,96.84
from,from,97.04,97.27000000000001
Jake,jake,97.27,97.52
and,and,97.52,97.64
myself,myself,97.64,98.12
As,as,98.37,98.56
moderators,<unk>,98.58,99.01
we,we,99.19,99.34
will,will,99.34,99.51
guide,guide,99.51,99.95
the,the,100.02,100.17999999999999
debate,debate,100.179999,100.509999
And,and,100.53,100.67
we,we,100.67,100.74
will,will,100.74,100.89
begin,begin,100.889999,101.31999900000001
with,with,101.48,101.75
two,two,101.8,102.03
minute,minute,102.03,102.3
opening,opening,102.3,102.69
statements,statements,102.69,103.21
on,on,103.21000000000001,103.35000000000001
what,what,103.349999,103.549999
should,should,103.549999,103.709999
happen,happen,103.71000000000001,104.19000000000001
to,to,104.53999999999999,104.69999999999999
health,health,104.7,104.92
care,care,104.92,105.21000000000001
in,in,105.219999,105.349999
America,america,105.349999,105.86999899999999
Senator,senator,105.929999,106.219999
Sanders,sanders,106.219999,106.789999
Let,let,107.709999,107.819999
me,me,107.82,107.97
begin,begin,107.969999,108.369999
by,by,108.39,108.66
thanking,thanking,108.709999,109.33999899999999
CNN,cnn,109.34,109.82000000000001
for,for,109.83,110.11
sponsoring,sponsoring,110.11,110.65
this,this,110.65,110.87
debate,debate,110.87,111.22
and,and,111.22,111.37
let,let,111.37,111.47
me,me,111.47,111.56
thank,thank,111.56,111.84
all,all,111.84,112.06
of,of,112.06,112.15
those,those,112.15,112.41000000000001
who,who,112.41,112.56
are,,,
watching,watching,112.65,113.17
Let,let,114.11,114.25
me,me,114.25,114.32
get,get,114.32,114.47999999999999
right,right,114.48,114.67
to,to,114.68,114.77000000000001
the,the,114.77,114.86999999999999
point,point,114.87,115.19
Senator,senator,116.23,116.63000000000001
Cruz,cruz,116.63,117.11
like,like,117.11,117.37
most,most,117.37,117.74000000000001
Republicans,republicans,117.74,118.50999999999999
has,has,118.52,118.71
said,said,118.71000000000001,119.00000000000001
that,that,119.0,119.14
he,he,119.139999,119.199999
wants,wants,119.2,119.59
to,to,119.59,119.73
repeal,repeal,119.73,120.38000000000001
the,the,120.38,120.53
Affordable,affordable,120.53,121.05
Care,care,121.07,121.36999999999999
Act,act,121.37,121.73
or,or,122.07,122.25999999999999
so,so,122.259999,122.52999899999999
called,called,122.53,122.99
Obamacare,<unk>,123.17999999999999,123.80999999999999
Let,let,124.5,124.68
me,me,124.68,124.85000000000001
tell,tell,124.85,125.08
you,you,125.08,125.42999999999999
what,what,125.529999,125.809999
that,that,125.83,126.13
will,will,126.129999,126.33999899999999
mean,mean,126.34,126.78
to,to,126.85,126.99
the,the,126.99,127.08999999999999
American,american,127.09,127.57000000000001
people,people,127.57,127.94999999999999
It,it,128.71,128.92000000000002
means,means,128.92,129.35
that,that,129.35,129.48999999999998
if,,,
you,,,
are,are,129.49,129.53
one,one,130.02,130.46
of,of,130.48,130.69
20,,,
million,million,131.36,131.82000000000002
Americans,americans,131.82,132.68
who,who,132.95,133.17999999999998
finally,finally,133.18,133.78
has,has,133.78,134.11
received,received,134.12,134.85
health,health,135.01,135.35999999999999
insurance,insurance,135.36,136.16000000000003
forget,forget,136.66,136.99
about,about,136.99,137.28
it,it,137.28,137.45
you're,you're,137.509999,137.759999
gone,gone,137.759999,138.14999899999998
You're,you're,138.219999,138.449999
off,off,138.45,138.73
health,health,138.73,139.0
insurance,insurance,139.0,139.63
And,and,140.059999,140.199999
that,that,140.2,140.41
means,means,140.41,140.79
when,when,140.79,141.04999999999998
you,you,141.049999,141.269999
get,get,141.29,141.54999999999998
sick,sick,141.559999,142.059999
you,,,
ain't,,,
going,,,
to,,,
be,be,142.73,142.82999999999998
able,able,142.82999999999998,142.99999999999997
to,to,143.0,143.1
go,go,143.1,143.22
to,to,143.219999,143.319999
the,the,143.32,143.43
doctor,doctor,143.43,143.8
And,and,144.299999,144.519999
when,when,144.52,144.74
you,you,144.74,145.01000000000002
end,end,145.01,145.26
up,up,145.27,145.45000000000002
in,in,145.47,145.73
the,the,145.73,145.89
hospital,hospital,145.9,146.62
you'll,you'll,146.76,146.92
be,be,146.92,147.04999999999998
paying,paying,147.05,147.39000000000001
those,those,147.39,147.64
bills,bills,147.68,148.01000000000002
for,for,148.02,148.14000000000001
the,the,148.14,148.26
rest,rest,148.26,148.59
of,of,148.6,148.79
your,your,148.79,148.92
life,life,148.92,149.36999999999998
or,or,149.71,149.89000000000001
maybe,maybe,149.89,150.39
you'll,you'll,150.43,150.63
go,go,150.63,150.87
bankrupt,bankrupt,150.88,151.47
What,what,152.19,152.41
the,the,152.41,152.49
repeal,repeal,152.49,153.03
of,of,153.099999,153.279999
the,the,153.279999,153.509999
ACA,<unk>,154.13,154.14
means,means,154.139999,154.73999899999998
that,that,154.96,155.11
if,if,155.11,155.24
you,you,155.24,155.47
are,,,
one,one,155.679999,156.059999
of,,,
10,<unk>,156.219999,156.319999
million,million,157.04,157.69
senior,senior,157.82,158.29
citizens,citizens,158.29,158.92999999999998
who,who,159.099999,159.319999
today,today,159.32,159.9
is,is,160.049999,160.219999
struggling,struggling,160.219999,160.789999
with,with,161.02,161.16
the,the,161.16,161.26
outrageous,outrageous,161.26,161.94
cost,cost,161.969999,162.359999
of,of,162.359999,162.45999899999998
prescription,prescription,162.46,163.06
drugs,drugs,163.06,163.61
your,your,164.32,164.7
prescription,prescription,164.73,165.38
drug,drug,165.38,165.68
costs,costs,165.71,166.04000000000002
are,,,
going,,,
to,,,
go,go,166.44,166.60999999999999
up,up,166.61,166.77
on,on,166.78,167.05
average,average,167.07,167.63
about,about,167.81,168.2
2,<unk>,168.20999999999998,168.48999999999998
000,<unk>,168.54,169.17
What,what,170.74,170.94
the,the,170.94,171.02
repeal,repeal,171.02,171.54000000000002
of,,,
the,,,
ACA,<unk>,172.29,172.29999999999998
means,means,172.3,172.89000000000001
is,is,173.15,173.37
that,that,173.45000000000002,173.52
if,if,173.52,173.64000000000001
you,you,173.64000000000001,173.98000000000002
are,,,
suffering,suffering,174.23,174.82999999999998
with,with,175.41,175.67
cancer,cancer,175.69,176.3
with,with,176.61,176.8
diabetes,diabetes,176.809999,177.869999
with,with,178.440001,178.650001
serious,serious,178.65,179.18
mental,mental,179.18,179.61
illness,illness,179.639999,180.26999899999998
you,you,181.39999899999998,181.629999
will,will,181.8,182.39000000000001
be,be,183.09,183.32
put,put,183.34,183.63
into,into,183.65,184.15
a,a,184.15,184.26000000000002
position,position,184.28,184.94
where,where,185.28,185.5
you,you,185.5,185.83
may,may,185.86,186.19000000000003
be,be,186.2,186.57999999999998
rejected,rejected,186.59,187.64000000000001
from,from,188.02,188.42000000000002
any,any,188.429999,188.849999
insurance,insurance,188.86,189.56
at,at,189.59,189.85
all,all,189.86,190.54000000000002
because,because,190.91,191.26
you,you,191.259999,191.42999899999998
have,have,191.44,191.77
a,a,191.79,192.12
pre,pre,192.28,192.72
existing,existing,192.74,193.76000000000002
condition,condition,193.969999,194.549999
And,,,
by,by,194.58,194.8
the,the,194.799999,194.939999
way,way,194.94,195.39
women,women,195.75,196.3
are,are,196.32,196.5
considered,considered,196.5,197.07
a,a,197.139999,197.329999
pre,pre,197.329999,197.599999
existing,existing,197.599999,198.29999899999999
condition,condition,198.690001,199.290001
by,by,199.29,199.5
the,the,199.52,199.66
insurance,insurance,199.66,200.2
companies,companies,200.2,200.91
because,because,201.13,201.42
they,they,201.55,201.63000000000002
might,might,201.63,201.88
have,have,201.88,202.23
a,a,202.27,202.46
baby,baby,202.46,202.95000000000002
Is,is,204.84,205.15
the,the,205.15,205.33
ACA,<unk>,206.15,206.16
perfect,perfect,206.27,206.76000000000002
No,no,206.78,207.16
Nobody,nobody,207.309999,207.909999
believes,believes,207.91,208.37
that,that,208.37,208.51
it,it,208.51,208.63
is,is,208.63,208.98
And,and,209.15,209.4
nobody,nobody,209.4,209.94
believes,believes,209.96,210.69
that,that,211.0,211.2
we,we,211.2,211.33999999999997
do,do,211.34,211.5
not,not,211.5,211.72
need,,,
to,to,212.33,212.60000000000002
improve,improve,212.639999,213.08999899999998
it,it,213.089999,213.219999
But,but,213.679999,213.849999
the,the,213.849999,213.969999
debate,debate,213.98,214.38
is,is,214.379999,214.579999
whether,whether,214.57999999999998,214.85
we,we,214.85,215.07
kill,kill,215.07,215.38
it,it,215.379999,215.529999
entirely,entirely,215.539999,216.479999
or,or,216.76,217.0
we,we,217.0,217.18
make,make,217.18,217.49
improvements,improvements,217.5,218.25
in,in,218.25,218.38
it,it,218.38,218.46
And,,,
I,i,218.55,218.67000000000002
will,will,218.67,218.82
tell,tell,218.82,219.03
you,you,219.03,219.24
Overwhelming,overwhelming,219.7,220.58999999999997
majority,majority,220.59,221.25
of,of,221.25,221.38
the,the,221.38,221.48
American,american,221.48,222.01
people,people,222.01,222.42
say,say,222.42,222.85
do,do,223.12,223.35
not,not,223.35,223.76999999999998
simply,simply,223.82,224.43
repeal,repeal,224.429999,224.959999
the,the,224.96,224.98000000000002
ACA,<unk>,225.87,225.88
Make,make,226.19,226.54
improvements,improvements,226.54,227.16
Last,last,227.16,227.48
point,point,227.48,227.88
The,the,228.82,228.91
United,united,228.91,229.43
States,states,229.429999,229.88999900000002
is,is,229.9,230.13
the,the,230.13,230.28
only,only,230.29,230.75
major,major,230.75,231.19
country,country,231.19,231.55
on,,,
Earth,earth,231.799999,232.249999
not,not,232.41,232.84
to,to,232.85,232.98999999999998
guarantee,guarantee,232.99,233.67000000000002
health,health,233.67000000000002,233.92000000000002
care,care,233.93,234.29000000000002
to,to,234.46,234.63
all,all,234.64,234.94
people,people,234.97,235.43
as,as,235.44,235.71
a,a,235.75,235.94
right,right,235.94,236.35999999999999
I,i,236.75,236.97
believe,believe,237.01,237.54999999999998
we,we,237.65,237.86
should,should,237.86,238.09
move,move,238.09,238.43
in,in,238.44,238.66
that,that,238.66,238.85
direction,direction,238.85,239.4
The,the,239.9,240.1
ACA,<unk>,240.66,240.67
has,has,240.68,240.88
been,,,
a,,,
step,step,241.17,241.48
forward,forward,241.48,241.95
We,we,242.139999,242.419999
have,have,242.42,242.6
got,got,242.639999,242.829999
to,to,242.84,242.95000000000002
go,go,242.95,243.14
further,further,243.15,243.61
and,and,243.75,243.99
join,join,243.99,244.45000000000002
every,every,244.48,244.92999999999998
other,other,244.95,245.23999999999998
major,major,245.25,245.65
country,country,245.65,246.11
on,on,246.21,246.5
Earth,earth,246.5,246.78
and,and,247.07,247.29999999999998
say,say,247.299999,247.529999
that,that,247.53,247.7
if,if,247.719999,247.969999
you,you,247.969999,248.219999
are,are,248.219999,248.549999
an,an,248.61,248.76000000000002
American,american,248.759999,249.329999
you,you,249.849999,250.059999
are,are,250.059999,250.219999
guaranteed,guaranteed,250.219999,250.989999
health,health,251.0,251.26
care,care,251.27,251.58
as,as,251.74,251.99
a,a,251.99,252.14000000000001
right,right,252.17000000000002,252.57000000000002
not,not,252.86,253.12
a,a,253.109999,253.159999
privilege,privilege,253.16,253.72
Thank,thank,254.32,254.53
you,you,254.53,254.65
Thank,thank,255.05,255.27
you,you,255.27,255.37
Senator,senator,255.37,255.66
Sanders,sanders,255.66,256.05
Senator,senator,256.06,256.4
Cruz,cruz,256.4,256.78
what,what,256.81,257.1
should,should,257.1,257.25
happen,happen,257.26,257.78
with,with,257.81,258.02
health,health,258.02,258.25
care,care,258.25,258.41
in,in,258.41,258.5
America,america,258.5,259.05
Well,well,259.7,259.93
Dana,,,
I,i,260.15,260.21
think,think,260.22,260.38000000000005
I,i,260.38,260.44
get,get,260.44,260.58
an,an,260.58,260.65999999999997
opening,opening,260.66,260.92
statement,statement,260.92,261.23
as,as,261.23,261.33000000000004
well,well,261.33,261.60999999999996
so,,,
I'll,i'll,262.04,262.20000000000005
start,start,262.2,262.53
with,with,262.53,262.72999999999996
that,,,
Please,,,
Which,which,263.21,263.46
is,is,263.46,263.59999999999997
just,just,263.599999,263.749999
simply,simply,263.75,264.07
saying,saying,264.07,264.29
thank,thank,264.29,264.57
you,you,264.57,264.69
Thank,thank,264.69,264.93
you,you,264.929999,265.039999
guys,guys,265.04,265.3
for,for,265.299999,265.429999
hosting,hosting,265.429999,265.829999
this,this,265.83,266.18
Thank,thank,266.799999,267.069999
you,you,267.07,267.21
for,for,267.21,267.33
Bernie,bernie,267.339999,267.689999
for,for,267.69,267.93
joining,joining,268.119999,268.579999
this,this,268.58,268.88
And,and,269.25,269.4
thank,thank,269.4,269.60999999999996
you,you,269.609999,269.679999
to,to,269.68,269.76
CNN,cnn,269.76,270.11
for,for,270.109999,270.229999
hosting,hosting,270.23,270.57
this,this,270.57,270.81
You,you,271.29,271.38
know,know,271.38,271.48
often,often,271.48,271.81
in,in,271.81,271.92
politics,politics,271.92,272.54
we,we,272.54,272.70000000000005
have,have,272.7,272.93
debates,debates,272.93,273.37
that,,,
are,are,273.52,273.59999999999997
sound,sound,273.6,274.03000000000003
bites,bites,274.03,274.34
that,that,274.34,274.44
are,are,274.44,274.52
60,<unk>,274.52,274.88
seconds,seconds,274.89,275.31
or,or,275.31,275.4
90,<unk>,275.41,275.77000000000004
seconds,seconds,275.77,276.31
on,on,276.65,276.84
a,a,276.84,276.89
topic,topic,276.89,277.33
and,and,277.33,277.40999999999997
I,i,277.41,277.52000000000004
appreciate,appreciate,277.53,278.02
CNN,cnn,278.02,278.68
devoting,devoting,278.679999,279.08999900000003
real,real,279.09,279.29999999999995
time,time,279.3,279.65000000000003
to,to,279.65,279.75
this,this,279.75,279.95
issue,issue,279.95,280.31
because,because,280.91,281.21000000000004
it,it,281.21,281.34
matters,matters,281.34,281.91999999999996
Health,health,282.91,283.21000000000004
care,care,283.21,283.41999999999996
is,is,283.42,283.58000000000004
personal,personal,283.599999,284.129999
in,in,284.13,284.23
a,a,284.23,284.29
way,way,284.29,284.66
that,that,284.889999,285.15999899999997
is,is,285.54,285.8
different,different,285.809999,286.289999
from,from,286.299999,286.449999
most,most,286.449999,286.709999
other,other,286.709999,286.929999
political,political,286.93,287.36
issues,issues,287.359999,287.849999
Health,health,288.699999,288.97999899999996
care,care,288.98,289.14000000000004
affects,affects,289.14,289.49
our,our,289.49,289.66
families,families,289.66,290.14000000000004
It's,it's,290.14,290.28
our,our,290.28,290.41999999999996
moms,moms,290.42,291.13
Health,health,291.53,291.78999999999996
care,care,291.79,291.99
is,is,291.99,292.11
our,our,292.11,292.23
kids,kids,292.23,292.64000000000004
It's,it's,292.66,293.04
the,the,293.04,293.17
future,future,293.17,293.73
It,it,293.93,294.19
can,can,295.02,295.22999999999996
quite,quite,295.23,295.48
literally,literally,295.48,295.86
be,be,295.86,296.01
whether,whether,296.01,296.21
we,we,296.21,296.34999999999997
live,live,296.349999,296.51999900000004
or,or,296.52,296.56
die,die,296.559999,296.859999
And,and,298.96,299.16999999999996
this,this,299.17,299.35
is,is,299.349999,299.499999
an,an,299.5,299.63
issue,issue,299.63,300.15
where,where,301.19,301.46
Bernie,bernie,301.469999,301.819999
Sanders,sanders,301.84,302.32
and,and,302.32,302.46
I,i,302.46,302.69
have,have,302.7,302.9
fundamentally,fundamentally,302.9,303.53999999999996
different,different,303.54,303.8
approaches,approaches,303.799999,304.409999
Bernie,bernie,305.389999,305.749999
and,,,
the,the,305.859999,305.929999
Democrats,democrats,305.93,306.75
want,want,307.36,307.7
government,government,307.71,308.4
to,to,308.94,309.07
control,control,309.07,309.45
health,health,309.45,309.69
care,care,309.69,309.94
I,i,311.52,311.71
trust,trust,311.71,312.14
you,you,312.14,312.41999999999996
And,and,313.33,313.46999999999997
I,i,313.47,313.51000000000005
trust,trust,313.51,313.81
your,your,313.81,313.89
doctors,doctors,313.89,314.49
I,i,315.36,315.48
think,think,315.5,315.75
health,health,315.75,316.12
care,care,316.13,316.45
works,works,316.45,316.92
better,better,316.95,317.5
when,when,317.63,317.90999999999997
you're,,,
in,in,318.29,318.45000000000005
charge,charge,318.45,318.87
of,of,318.87,319.01
your,your,319.009999,319.189999
family's,family's,319.19,319.64
health,health,319.639999,319.879999
care,care,319.889999,320.079999
decisions,decisions,320.08,320.53999999999996
when,when,320.54,320.70000000000005
you,you,320.7,320.9
can,can,320.9,321.07
sit,sit,321.07,321.3
down,down,321.299999,321.569999
with,with,321.57,321.75
your,your,321.75,321.99
doctor,doctor,321.99,322.55
and,and,322.71999900000003,322.909999
decide,decide,322.91,323.3
the,the,323.299999,323.389999
care,care,323.389999,323.649999
that's,that's,323.65,323.83
best,best,323.83,324.09999999999997
for,for,324.1,324.22
your,your,324.21999900000003,324.419999
family,family,324.42,324.98
without,without,325.55,325.95
government,government,325.97,326.46000000000004
setting,setting,326.46,326.83
rules,rules,326.83,327.16999999999996
without,without,327.17,327.45
government,government,327.45,327.86
rationing,rationing,327.86,328.42
without,without,328.42,328.75
wait,wait,328.76,329.08
periods,periods,329.11,329.88
And,and,330.87,331.13
that's,that's,331.13,331.4
the,the,331.4,331.51
fundamental,fundamental,331.51,332.01
divide,divide,332.01,332.45
we're,we're,332.45,332.57
having,having,332.57,332.95
You,you,334.0,334.12
know,know,334.12,334.22
six,six,334.23,334.52000000000004
years,years,334.52,334.78999999999996
ago,ago,334.79,335.04
when,when,335.04,335.13
Obamacare,<unk>,335.13,335.53
was,was,335.719999,335.85999899999996
being,being,335.86,336.09000000000003
adopted,adopted,336.09,336.58
it's,it's,336.58,336.74
possible,possible,336.759999,337.34999899999997
that,that,337.349999,337.46999900000003
reasonable,reasonable,337.469999,337.90999899999997
minds,minds,337.91,338.24
could,could,338.24,338.39
have,,,
differed,<unk>,338.49,338.93
on,on,339.469999,339.60999899999996
whether,whether,339.61,339.83000000000004
this,this,339.83,340.05
was,was,340.049999,340.179999
a,a,340.18,340.23
good,good,340.23,340.42
idea,idea,340.42,340.87
But,but,342.029999,342.17999899999995
six,six,342.18,342.44
years,years,342.49,342.84000000000003
into,into,342.84,343.21999999999997
it,it,343.22,343.32000000000005
we've,we've,343.34,343.53
seen,seen,343.53,343.77
the,the,343.77,343.87
results,results,343.87,344.45
We,we,345.78,345.95
remember,remember,345.95,346.33
Obamacare,<unk>,346.44,347.08
a,a,347.69,347.81
series,series,347.81,348.27
of,of,348.27,348.38
promises,promises,348.38,349.0
were,were,349.0,349.13
made,made,349.13,349.42
to,to,349.42,349.55
us,us,349.55,349.7
by,by,349.7,349.83
President,president,349.83,350.16999999999996
Obama,<unk>,350.17,350.54
Number,number,351.74,352.02
one,one,352.02,352.38
most,most,352.38,352.63
infamously,<unk>,352.78,353.44
if,if,354.219999,354.439999
you,,,
like,,,
your,your,354.84,354.91999999999996
plan,plan,354.92,355.38
you,you,355.969999,356.10999899999996
can,can,356.11,356.25
keep,keep,356.25,356.46
your,your,356.46,356.54999999999995
plan,plan,356.549999,356.83999900000003
President,president,357.87,358.15
Obama,,,
said,said,358.59,358.79999999999995
that,that,358.799999,358.95999900000004
37,<unk>,358.959999,359.529999
different,different,359.539999,359.809999
times,times,359.809999,360.299999
As,as,361.27,361.43
6,,,
million,million,361.77,362.10999999999996
people,people,362.11,362.39
across,across,362.39,362.7
this,this,362.7,362.89
country,country,362.89,363.22999999999996
discovered,discovered,363.23,363.82
that,that,364.04,364.31
was,was,364.31,364.53000000000003
not,not,364.53,364.77
true,true,364.78,365.09
when,when,365.09,365.31
they,they,365.31,365.52
had,had,365.52,365.75
their,their,365.75,365.91
plans,plans,365.91,366.42
canceled,canceled,366.42,367.09000000000003
against,against,367.25,367.67
their,their,367.67,367.81
wishes,wishes,367.81,368.39
If,if,369.46,369.65
you,you,369.65,369.76
like,like,369.76,369.99
your,your,369.99,370.12
doctor,doctor,370.12,370.54
you,you,370.54,370.66
can,can,370.66,370.81
keep,keep,370.809999,371.039999
your,your,371.04,371.14000000000004
doctor,doctor,371.139999,371.65999899999997
Again,again,372.719999,373.10999899999996
millions,millions,373.12,373.55
discovered,discovered,373.549999,374.039999
that,that,374.04,374.19
wasn't,wasn't,374.19,374.46
true,true,374.469999,374.72999899999996
And,and,375.809999,375.999999
President,president,376.0,376.33
Obama,<unk>,376.53999999999996,377.27
promised,promised,377.28999999999996,377.55
the,the,377.71999900000003,377.849999
American,american,377.85,378.31
people,people,378.32,378.64
the,the,378.64,378.81
average,average,378.81,379.28000000000003
family's,family's,379.28,379.84
premiums,premiums,379.85,380.47
would,would,380.69,380.96
drop,drop,380.97,381.41
2,<unk>,381.42,381.75
500,<unk>,381.75,381.76
Not,not,383.29,383.5
only,only,383.5,383.74
wasn't,wasn't,383.74,384.05
that,that,384.05,384.26
true,true,384.27,384.59999999999997
but,but,384.6,384.73
the,the,384.73,384.86
average,average,384.86,385.12
family's,family's,385.12,385.51
premiums,premiums,385.52,385.94
have,have,385.94,386.12
risen,risen,386.12,386.75
5,<unk>,387.03,388.04
000,,,
That's,that's,388.21,388.46
why,why,388.46,388.65
people,people,388.65,388.97999999999996
are,are,388.98,389.06
unhappy,unhappy,389.13,389.77
with,with,389.95,390.18
this,this,390.179999,390.369999
disaster,disaster,390.37,391.01
of,of,391.009999,391.129999
a,a,391.13,391.18
law,law,391.179999,391.46999900000003
because,because,391.509999,391.739999
it's,it's,391.74,391.91
driven,driven,391.92,392.28000000000003
up,up,392.28,392.40999999999997
the,the,392.41,392.51000000000005
cost,cost,392.509999,392.839999
of,of,392.839999,392.959999
health,health,392.96,393.21
care,care,393.219999,393.53999899999997
it's,it's,393.67,393.92
reduced,reduced,393.92,394.52000000000004
your,your,394.52,394.68
choice,choice,394.690001,395.070001
it's,it's,395.07,395.21999999999997
reduced,reduced,395.21999900000003,395.71999900000003
your,your,395.71999900000003,395.88999900000005
freedom,freedom,395.889999,396.399999
and,and,397.21999900000003,397.37999900000005
this,this,397.38,397.55
last,last,397.55,397.85
election,election,397.85,398.28000000000003
was,was,398.28,398.40999999999997
a,a,398.41,398.48
