Good,good,1.53,1.74
it's,it's,49.66,49.81999999999999
been,been,49.82,49.97
determined,determined,49.969999,50.529999000000004
that,that,50.53,50.68
Senator,senator,50.679999,51.089999
Kaine,,,
will,will,51.5,51.71
be,be,51.71,51.89
first,first,51.889999,52.389999
to,to,52.65,52.79
answer,answer,52.789999,53.209999
the,the,53.230000000000004,53.43000000000001
opening,opening,53.469999,53.909999
question,question,53.91,54.55
We,we,54.91,55.089999999999996
have,have,55.09,55.39
an,an,55.41,55.589999999999996
enthusiastic,enthusiastic,55.6,56.53
audience,audience,56.53,56.96
tonight,tonight,56.96,57.4
They've,they've,57.66,57.879999999999995
agreed,agreed,57.88,58.25
to,to,58.25,58.5
only,only,58.54,59.01
express,express,59.01,59.53
that,that,59.53,59.74
enthusiasm,enthusiasm,59.74,60.61
once,once,60.62,61.07
at,at,61.09,61.300000000000004
the,the,61.3,61.489999999999995
end,end,61.519999999999996,61.769999999999996
of,of,61.769999999999996,61.88999999999999
the,the,61.89,61.97
debate,debate,61.97,62.42
and,and,62.730000000000004,63.09
right,right,63.09,63.38
now,now,63.38,63.86
as,as,63.96,64.17
we,we,64.17,64.36
welcome,welcome,64.36,64.8
Governor,governor,64.809999,65.159999
Mike,mike,65.16,65.41
Pence,,,
and,and,65.84,66.15
Senator,senator,66.16,66.56
Tim,tim,74.57000000000001,74.8
Kaine,<unk>,75.0,75.16
APPLAUSE,applause,75.159999,75.20999900000001
Gentlemen,gentlemen,91.949999,92.199999
welcome,welcome,92.39,92.86
It,it,92.91,93.05
truly,truly,93.06,93.44
is,is,93.44,93.58
a,,,
privilege,,,
to,to,94.16,94.28999999999999
be,be,94.29,94.52000000000001
with,with,94.54,94.73
both,both,94.74,94.96
of,of,94.96,95.05999999999999
you,you,95.06,95.18
tonight,tonight,95.18,95.62
I'd,i'd,96.22,96.4
like,like,96.4,96.51
to,to,96.51,96.61
start,start,96.61,96.86
with,with,96.86,96.99
the,,,
topic,topic,97.04,97.53
of,of,97.56,97.8
presidential,presidential,97.82,98.66
leadership,leadership,98.71000000000001,99.51
Twenty,twenty,99.91,100.25
eight,eight,100.25,100.4
years,years,100.4,100.66000000000001
ago,ago,100.66,100.92999999999999
tomorrow,tomorrow,100.98,101.37
night,night,101.37,101.68
Lloyd,lloyd,101.74,102.05999999999999
Bentsen,<unk>,102.07,102.52
said,said,102.53,102.85
the,the,103.059999,103.20999900000001
vice,vice,103.21000000000001,103.60000000000001
presidential,presidential,103.599999,104.239999
debate,debate,104.25,104.68
was,was,104.719999,105.089999
not,not,105.11,105.46
about,about,105.46000000000001,105.7
the,the,105.7,105.79
qualifications,qualifications,105.78999999999999,106.8
for,for,106.82,106.97999999999999
the,the,106.98,107.08
vice,vice,107.08,107.39
presidency,presidency,107.389999,108.17999900000001
but,but,108.539999,108.679999
about,about,108.68,108.93
how,how,108.94,109.36
if,if,109.64,109.87
tragedy,tragedy,109.87,110.33
should,should,110.34,110.56
occur,occur,110.56,111.05
the,the,111.36,111.46
vice,vice,111.46,111.69
president,president,111.69,112.07
has,has,112.08,112.3
to,to,112.3,112.42
step,step,112.42,112.74
in,in,112.74,112.94
without,without,112.94,113.24
any,any,113.26,113.55000000000001
margin,margin,113.55,113.98
for,for,113.98,114.21000000000001
error,error,114.23,114.68
without,without,114.99,115.42999999999999
time,time,115.44,115.78
for,for,115.78,115.92
preparation,preparation,115.94,116.64999999999999
to,to,116.88,117.02
take,take,117.02,117.27
over,over,117.27,117.57
the,the,117.58,117.73
responsibility,responsibility,117.73,118.60000000000001
for,for,118.599999,118.779999
the,the,118.78,118.91
biggest,biggest,118.92,119.34
job,job,119.34,119.79
in,in,119.8,120.02
the,the,120.02,120.13
world,world,120.13,120.69
What,what,121.08,121.3
about,about,121.299999,121.589999
your,your,121.59,121.85000000000001
qualities,qualities,121.849999,122.499999
your,your,122.599999,123.079999
skills,skills,123.08,123.64999999999999
and,and,123.679999,123.91999899999999
your,your,123.92,124.25
temperament,temperament,124.25,124.91
equip,equip,125.15,125.56
you,you,125.559999,125.719999
to,to,125.719999,125.849999
step,step,125.85,126.08999999999999
into,into,126.109999,126.379999
that,that,126.38,126.61999999999999
role,role,126.62,126.98
at,at,127.21,127.36
a,a,127.36,127.42
moment's,moment's,127.42,127.85000000000001
notice,notice,127.85,128.25
Senator,senator,128.29,128.72
Kaine,<unk>,128.73,129.04
Elaine,elaine,129.53,130.02
thank,thank,130.22,130.49
you,you,130.49,130.61
for,for,130.62,130.74
being,being,130.74,130.96
here,here,130.96,131.08
tonight,tonight,131.08,131.43
and,and,131.43,131.47
Governor,governor,131.48,131.81
Pence,<unk>,131.81,132.05
welcome,welcome,132.06,132.49
It,it,132.49,132.61
is,is,132.61,132.72000000000003
so,so,132.72,132.98
great,great,132.98,133.26999999999998
to,to,133.28,133.38
be,be,133.39,133.54999999999998
back,back,133.55,133.83
at,at,133.84,133.96
Longwood,longwood,133.96,134.33
University,university,134.33,134.94000000000003
in,in,134.94,135.07
Farmville,,,
Virginia,virginia,135.559999,136.049999
This,this,136.559999,136.749999
is,,,
a,a,136.849999,136.98999899999998
very,very,137.0,137.37
special,special,137.37,137.77
place,place,137.77,138.25
Sixty,sixty,138.75,139.16
five,five,139.16,139.47
years,years,139.469999,139.769999
ago,ago,139.77,140.26000000000002
a,a,140.29,140.6
young,young,140.61,141.04000000000002
courageous,courageous,141.07,141.64
woman,woman,141.639999,142.04999899999999
Barbara,barbara,142.16,142.52
Johns,johns,142.52,143.11
led,led,143.59,143.85
a,a,143.85,144.03
walkout,<unk>,144.14000000000001,144.65
of,of,144.82,144.94
her,her,144.94,145.06
high,high,145.06,145.23
school,school,145.23,145.54999999999998
Moton,<unk>,145.55,145.79000000000002
High,high,145.79,145.97
School,school,145.97,146.4
She,she,146.79,146.98999999999998
made,made,146.99,147.19
history,history,147.19,147.60999999999999
by,by,147.61,147.78
protesting,protesting,147.78,148.5
school,school,148.5,148.96
segregation,segregation,148.96,149.76000000000002
She,she,150.17,150.39999999999998
believed,believed,150.4,150.81
our,our,150.81,150.95
nation,nation,150.95,151.35
was,was,151.35,151.5
stronger,stronger,151.5,152.0
together,together,152.04,152.57999999999998
And,and,153.15,153.54
that,that,153.55,153.8
walkout,<unk>,154.27,154.28
led,led,154.29,154.56
to,to,154.559999,154.659999
the,the,154.66,154.76
Brown,brown,154.76,154.95999999999998
v,,,
Board,board,155.37,155.55
of,of,155.55,155.66000000000003
Education,education,155.66,156.25
decision,decision,156.25,156.67
that,that,156.67,156.78
moved,moved,156.79,157.1
us,us,157.099999,157.259999
down,down,157.259999,157.479999
the,the,157.48,157.57
path,path,157.57,158.0
toward,toward,158.349999,158.569999
equality,equality,158.57,159.19
I,i,159.58,159.77
am,am,159.77,159.96
so,so,159.96,160.33
proud,proud,160.34,160.78
to,to,160.789999,160.899999
be,be,160.91,161.06
running,running,161.059999,161.479999
with,with,161.49,161.74
another,another,161.74,162.07000000000002
strong,strong,162.09,162.66
history,history,162.88,163.28
making,making,163.28,163.62
woman,woman,163.62,163.99
Hillary,hillary,164.23,164.6
Clinton,clinton,164.6,164.97
to,to,165.0,165.11
be,be,165.12,165.26
president,president,165.26,165.62
of,,,
the,the,165.64,165.7
United,united,165.7,166.01
States,states,166.01,166.45999999999998
I'm,i'm,166.92,167.1
proud,proud,167.1,167.44
because,because,167.44,167.82999999999998
her,her,167.83,167.99
vision,vision,167.99,168.42000000000002
of,of,168.42,168.51
stronger,stronger,168.53,168.98
together,together,168.98,169.54
building,building,169.88,170.26
an,an,170.26,170.34
economy,economy,170.34,170.85
that,that,170.849999,170.979999
works,works,170.98,171.26999999999998
for,for,171.27,171.45000000000002
all,all,171.45,171.63
not,not,171.639999,171.849999
just,just,171.849999,172.039999
those,those,172.04,172.28
at,at,172.28,172.38
the,the,172.38,172.47
top,top,172.469999,172.819999
being,being,173.63,174.07
safe,safe,174.07,174.43
in,in,174.429999,174.529999
the,the,174.53,174.64000000000001
world,world,174.639999,175.11999899999998
not,not,175.429999,175.689999
only,only,175.69,175.96
with,with,175.96,176.13
a,a,176.13,176.2
strong,strong,176.2,176.51999999999998
military,military,176.53,177.04
but,but,177.04,177.15
also,also,177.15,177.43
strong,strong,177.429999,177.91999900000002
alliances,alliances,177.92,178.76
to,to,178.959999,179.099999
battle,battle,179.1,179.43
terrorism,terrorism,179.449999,180.04999899999999
and,and,180.049999,180.16999900000002
climate,climate,180.17000000000002,180.54000000000002
change,change,180.54,181.03
and,and,181.36,181.59
also,also,181.59,182.19
to,to,182.38,182.51999999999998
build,build,182.52,182.8
a,a,182.8,182.86
community,community,182.86,183.4
of,of,183.4,183.52
respect,respect,183.52,183.97
just,just,183.99,184.24
like,like,184.24,184.4
Barbara,barbara,184.4,184.66
Johns,johns,184.66,185.02
tried,tried,185.02,185.26000000000002
to,to,185.26,185.35
do,do,185.35,185.47
65,,,
years,years,186.08,186.3
ago,ago,186.3,186.63000000000002
That's,that's,186.92,187.20999999999998
why,why,187.21,187.32000000000002
I'm,i'm,187.32,187.42
so,so,187.42,187.58999999999997
proud,proud,187.59,187.82
to,to,187.83,187.93
be,be,187.93,188.04000000000002
her,her,188.04,188.13
running,running,188.13,188.39
mate,mate,188.389999,188.609999
Hillary,hillary,188.97,189.32
told,told,189.32,189.51999999999998
me,me,189.52,189.64000000000001
why,why,189.639999,189.789999
she,she,189.8,190.0
asked,asked,190.0,190.25
me,me,190.25,190.39
to,to,190.42,190.51
be,be,190.51,190.64999999999998
her,her,190.66,190.76
running,running,190.76,191.01
mate,mate,191.01,191.26
She,she,191.759999,192.009999
said,said,192.009999,192.319999
the,the,192.33,192.52
test,test,192.52,192.91
of,of,192.91,193.03
a,a,193.03,193.08
Clinton,clinton,193.08,193.35000000000002
administration,administration,193.349999,194.139999
will,will,194.139999,194.27999899999998
not,not,194.28,194.55
be,be,194.559999,194.899999
the,the,194.9,195.09
signing,signing,195.099999,195.539999
of,of,195.54,195.65
a,a,195.65,195.71
bill,bill,195.71,196.11
or,or,196.369999,196.489999
the,the,196.49,196.58
passage,passage,196.57999999999998,197.01999999999998
of,of,197.02,197.16
a,a,197.16,197.22
bill,bill,197.219999,197.569999
It'll,it'll,197.879999,198.169999
be,be,198.18,198.43
whether,whether,198.43,198.70000000000002
we,we,198.7,198.85999999999999
can,can,198.86,199.03
make,make,199.03,199.25
somebody's,somebody's,199.25,199.68
life,life,199.71,200.09
better,better,200.11,200.48000000000002
whether,whether,200.71,200.97
we,we,200.97,201.1
can,can,201.1,201.25
make,make,201.25,201.48
a,a,201.48,201.6
classroom,classroom,201.61,202.25
better,better,202.25,202.64
learning,learning,202.64,203.01999999999998
environment,environment,203.02,203.85000000000002
for,for,203.91,204.17
schoolkids,,,
or,,,
teachers,teachers,204.91,205.47
whether,whether,205.69,206.02
we,we,206.02,206.18
can,can,206.179999,206.349999
make,make,206.349999,206.679999
a,,,
safer,safer,207.11,207.51000000000002
it's,it's,207.51,207.64999999999998
going,going,207.65,207.77
to,to,207.77,207.8
be,be,207.8,207.89000000000001
about,about,207.889999,208.129999
results,results,208.13,208.76
And,and,209.03,209.23
she,she,209.23,209.38
said,said,209.38,209.57999999999998
to,to,209.59,209.70000000000002
me,me,209.7,210.04
you've,you've,210.259999,210.529999
been,been,210.53,210.67
a,a,210.67,210.72
missionary,missionary,210.719999,211.359999
and,and,211.429999,211.589999
a,a,211.59,211.64000000000001
civil,civil,211.639999,211.879999
rights,rights,211.88,212.16
lawyer,lawyer,212.16,212.57
You've,,,
been,,,
a,a,213.139999,213.20999899999998
city,city,213.21,213.46
councilman,councilman,213.46,213.93
and,and,213.929999,214.049999
mayor,mayor,214.049999,214.47999900000002
You've,you've,214.75,214.97
been,been,214.969999,215.089999
a,a,215.09,215.14000000000001
lieutenant,lieutenant,215.139999,215.64999899999998
governor,governor,215.65,215.99
and,and,215.99,216.11
governor,governor,216.109999,216.55999899999998
and,and,216.59,216.75
now,now,216.75,216.92
a,a,216.92000000000002,217.01000000000002
U,u,217.01,217.16
S,s,217.16,217.28
senator,senator,217.28,217.8
I,i,218.08,218.26000000000002
think,think,218.26,218.63
you,you,218.63,218.74
will,will,218.74,218.96
help,help,218.96,219.24
me,me,219.24,219.68
figure,figure,219.9,220.25
out,out,220.25,220.37
how,how,220.37,220.49
to,to,220.49,220.58
govern,govern,220.58,220.94000000000003
this,this,220.94,221.17
nation,nation,221.17,221.69
so,so,221.94,222.10999999999999
that,that,222.11,222.22000000000003
we,we,222.22,222.38
always,always,222.38,222.84
keep,keep,222.84,223.04
in,in,223.04,223.17
mind,mind,223.17,223.60999999999999
that,that,223.97,224.29
the,the,224.38,224.54
success,success,224.54,225.07999999999998
of,of,225.08,225.21
the,the,225.21,225.29000000000002
administration,administration,225.29,226.01
is,is,226.01,226.14999999999998
the,the,226.15,226.24
difference,difference,226.24,226.66
we,we,226.66,226.81
make,make,226.809999,227.129999
in,in,227.34,227.55
people's,people's,227.55,227.9
lives,lives,227.9,228.36
And,and,228.54,228.72
that's,that's,228.719999,228.879999
what,what,228.88,229.0
I,i,229.0,229.07
bring,bring,229.08,229.31
to,,,
the,the,229.41,229.52
ticket,ticket,229.52,229.91
that,that,230.16,230.44
experience,experience,230.44,231.01
having,having,231.009999,231.329999
served,served,231.33,231.63000000000002
at,at,231.63,231.73
all,all,231.73,231.92999999999998
levels,levels,231.929999,232.22999900000002
of,of,232.23,232.36999999999998
government,government,232.369999,232.82999900000002
But,but,233.109999,233.26999899999998
my,my,233.27,233.38000000000002
primary,primary,233.379999,233.889999
role,role,233.889999,234.27999899999998
is,is,234.32,234.53
to,to,234.53,234.65
be,be,234.66,235.04
Hillary,hillary,235.28,235.74
Clinton's,clinton's,235.74,236.22
right,right,236.22,236.56
hand,hand,236.56,236.86
person,person,236.86,237.29000000000002
and,and,237.31,237.49
strong,strong,237.49,237.81
supporter,supporter,237.81,238.32
as,as,238.35,238.48
she,she,238.48,238.67
puts,puts,238.67,238.92999999999998
together,together,238.93,239.24
the,the,239.24,239.31
most,most,239.31,239.57
historic,historic,239.57,240.07
administration,administration,240.09,240.82
possible,possible,240.82,241.39
And,and,241.61,241.78
I,i,241.78,241.88
relish,relish,241.88,242.35
that,that,242.349999,242.569999
role,role,242.57,242.93
I'm,i'm,243.13,243.34
so,so,243.34,243.54
proud,proud,243.54,243.79999999999998
of,of,243.8,243.9
her,her,243.9,244.07
I'll,i'll,244.12,244.25
just,just,244.25,244.43
say,say,244.429999,244.619999
this,this,244.62,245.16
We,we,245.24,245.45000000000002
trust,trust,245.45,245.79999999999998
Hillary,hillary,245.8,246.11
Clinton,clinton,246.11,246.36
my,my,246.36,246.48000000000002
wife,wife,246.48,246.76
and,and,246.759999,246.839999
I,i,246.84,247.02
and,,,
we,we,247.049999,247.19999900000002
trust,trust,247.2,247.53
her,her,247.53,247.63
with,with,247.63,247.79
the,,,
most,most,247.86,248.09
important,important,248.09,248.59
thing,thing,248.589999,248.849999
in,in,248.86,248.94000000000003
our,our,248.94,249.06
life,life,249.059999,249.409999
We,we,249.67,249.82
have,have,249.82,249.94
a,a,249.94,250.01
son,son,250.01,250.26
deployed,deployed,250.26,250.64999999999998
overseas,overseas,250.65,251.1
in,in,251.1,251.18
the,the,251.18,251.25
Marine,marine,251.25,251.54
Corps,corps,251.539999,251.749999
right,right,251.75,252.0
now,now,252.0,252.34
We,we,252.58,252.83
trust,trust,252.83,253.19000000000003
Hillary,hillary,253.19,253.53
Clinton,clinton,253.53,253.81
as,as,253.81,253.96
president,president,253.98,254.35999999999999
and,and,254.36,254.48000000000002
commander,commander,254.48,254.84
in,in,254.84,254.95000000000002
chief,chief,254.95,255.31
but,but,255.55,255.71
the,the,255.71,255.81
thought,thought,255.81,256.02
of,of,256.02,256.15
Donald,donald,256.15,256.45
Trump,trump,256.46,256.83
as,as,257.12,257.31
commander,commander,257.31,257.65
in,in,257.65,257.73999999999995
chief,chief,257.74,258.06
scares,scares,258.07,258.48
us,us,258.48,258.62
to,,,
death,death,258.73,259.07
Governor,governor,259.63,259.96999999999997
Pence,<unk>,259.96999999999997,260.32
Well,well,261.16,261.52000000000004
first,first,261.54,261.88
off,off,261.88,262.03
thank,thank,262.03,262.28
you,you,262.28,262.41999999999996
Elaine,elaine,262.429999,262.909999
and,,,
thank,thank,262.92,263.19
you,you,263.19,263.28
to,to,263.28,263.52
thank,thank,264.28,264.48999999999995
you,you,264.49,264.57
to,to,264.57,264.65999999999997
Norwood,norwood,264.66,264.96000000000004
University,university,264.96,265.62
for,for,265.62,265.86
their,their,265.86,266.0
wonderful,wonderful,266.0,266.42
hospitality,hospitality,266.42,267.12
and,and,267.12,267.22
the,,,
Commission,commission,267.25,267.67
on,on,267.67,267.8
Presidential,presidential,267.799999,268.369999
Debates,debates,268.369999,268.689999
It's,it's,268.71999900000003,268.83999900000003
deeply,deeply,268.84,269.15999999999997
humbling,humbling,269.16,269.49
for,for,269.49,269.61
me,me,269.609999,269.739999
to,to,269.74,269.83
be,be,269.83,270.03
here,here,270.029999,270.29999899999996
to,to,270.899999,270.91999899999996
be,be,271.09,271.21999999999997
surrounded,surrounded,271.22,271.79
by,by,272.11,272.36
my,my,272.36,272.68
my,my,272.87,273.11
wonderful,wonderful,273.11,273.54
family,family,273.55,273.93
And,and,273.93,274.02
Senator,senator,274.02,274.35999999999996
Kaine,<unk>,274.36,274.97
it's,it's,275.63,275.81
an,an,275.81,275.92
honor,honor,275.93,276.12
to,to,276.12,276.21
be,be,276.21,276.40999999999997
here,here,276.41,276.6
with,with,276.6,276.8
you,you,276.8,277.08
as,as,277.18,277.42
well,well,277.42,277.81
And,and,278.08,278.56
I,i,278.9,279.04999999999995
just,just,279.05,279.39
I,i,279.63,279.64
also,also,280.32,280.64
want,want,280.639999,280.78999899999997
to,to,280.849999,280.869999
say,say,280.87,281.15
I,i,281.2,281.28
want,want,281.28,281.39
to,,,
say,say,281.469999,281.639999
thanks,thanks,281.639999,281.899999
to,to,281.9,281.97999999999996
everyone,everyone,281.98,282.3
that's,that's,282.3,282.45
looking,looking,282.45,282.77
in,in,282.77,282.91999999999996
tonight,tonight,282.92,283.34000000000003
who,who,284.11,284.28000000000003
understands,understands,284.28,284.84
what,what,284.839999,284.969999
an,an,284.969999,285.09999899999997
enormously,enormously,285.11,285.75
important,important,285.75,286.17
time,time,286.18,286.49
this,this,286.49,286.63
is,is,286.629999,287.079999
in,in,287.109999,287.26999900000004
the,the,287.27,287.34999999999997
life,life,287.35,287.59000000000003
of,of,287.59,287.69
our,our,287.690001,287.810001
nation,nation,287.809999,288.21999900000003
For,for,288.93,289.12
the,the,289.12,289.18
last,last,289.18,289.44
seven,seven,289.44,289.64
and,and,289.64,289.74
a,a,289.74,289.77
half,half,289.77,289.97999999999996
years,years,289.98,290.44
we've,we've,290.44,290.69
seen,seen,290.69,291.35
America's,america's,291.42,291.99
place,place,292.0,292.33
in,in,292.33,292.46
the,the,292.46,292.58
world,world,292.58,293.07
weakened,weakened,293.08,293.71
We've,we've,294.27,294.43
seen,seen,294.43,294.59000000000003
an,an,294.59,294.67999999999995
economy,economy,294.68,295.15000000000003
stifled,stifled,295.17,295.92
by,by,295.95,296.56
more,more,296.65,296.96
taxes,taxes,296.96,297.58
more,more,297.59,297.89
regulation,regulation,297.889999,298.679999
a,a,299.3,299.40000000000003
war,war,299.4,299.72999999999996
on,on,299.73,299.92
coal,coal,299.96,300.39
and,and,300.69,301.05
a,a,301.12,301.21
failing,failing,301.21,301.62
health,health,301.62,301.86
care,care,301.86,302.05
reform,reform,302.049999,302.439999
come,come,302.44,302.65
to,to,302.65,302.71
be,be,302.719999,302.839999
known,known,302.839999,303.059999
as,as,303.059999,303.199999
Obamacare,<unk>,303.339999,303.84999899999997
and,and,303.84999899999997,303.949999
the,the,304.639999,304.65999899999997
American,,,
people,people,304.83,305.10999999999996
know,know,305.109999,305.33999900000003
that,that,305.34,305.46999999999997
we,we,305.46999900000003,305.56999900000005
need,need,305.57,305.71
to,to,305.709999,305.779999
make,make,305.779999,305.98999899999995
a,a,305.99,306.04
change,change,306.039999,306.58999900000003
And,,,
so,so,306.869999,307.099999
I,i,307.01,307.07
want,want,307.07,307.2
to,,,
thank,thank,307.27,307.54999999999995
all,all,307.55,307.74
of,of,307.74,307.84000000000003
you,you,307.84,307.95
for,for,307.95,308.09
being,being,308.1,308.48
being,being,308.59,308.83
with,with,308.83,308.97999999999996
us,us,308.98,309.11
tonight,tonight,309.11,309.5
I,i,310.17,310.27000000000004
also,also,310.27,310.52
want,want,310.52,310.64
to,to,310.64,310.7
thank,,,
Donald,donald,310.9,311.14
Trump,trump,311.15,311.47999999999996
for,for,312.64,312.81
making,making,312.81,313.09
that,that,313.09,313.23999999999995
call,call,313.28,313.63
and,and,313.63,313.71999999999997
inviting,inviting,313.72,314.09000000000003
us,us,314.09,314.21999999999997
to,to,314.22,314.33000000000004
be,be,314.34,314.45
a,a,314.45,314.49
part,part,314.49,314.7
of,of,314.7,314.78999999999996
this,this,314.79,314.95000000000005
ticket,ticket,314.97,315.31
I,,,
have,,,
to,,,
tell,tell,316.03,316.15999999999997
you,you,316.16,316.3
I'm,i'm,316.3,316.48
a,a,316.48,316.58000000000004
I'm,i'm,317.08,317.27
a,a,317.27,317.32
small,small,317.32,317.58
town,town,317.58,317.85999999999996
boy,boy,317.86,318.12
from,from,318.13,318.34
a,,,
place,place,318.37,318.66
not,not,318.66,318.83000000000004
too,too,318.83,318.93
different,different,318.929999,319.239999
from,from,319.24,319.3
Farmville,<unk>,319.3,319.31
I,i,320.37,320.51
grew,grew,320.509999,320.669999
up,up,320.67,320.77000000000004
with,with,320.77,320.90999999999997
a,a,320.91,320.94
cornfield,cornfield,320.94,321.45
in,in,321.45,321.46999999999997
my,my,321.48,321.63
backyard,backyard,321.63,322.24
My,my,322.85,322.98
grandfather,grandfather,322.98,323.5
had,had,323.5,323.61
immigrated,immigrated,323.619999,324.119999
to,to,324.119999,324.189999
this,this,324.190001,324.400001
country,country,324.4,324.85999999999996
when,when,324.86,325.05
he,he,325.05,325.17
was,was,325.17,325.38
about,about,325.38,325.64
my,my,325.64,325.77
son's,son's,325.77,326.08
age,age,326.08,326.44
My,my,326.96,327.13
mom,mom,327.13,327.34
and,and,327.34,327.41999999999996
dad,dad,327.42,327.85
built,built,328.24,328.44
a,a,328.61,328.83000000000004
everything,everything,329.04,329.43
that,that,329.43,329.53000000000003
matters,matters,329.53,329.92999999999995
in,in,329.93,330.05
a,a,330.05,330.1
small,small,330.1,330.44
town,town,330.44,330.83
in,in,331.25,331.45
Southern,southern,331.45,331.77
Indiana,indiana,331.77,332.21999999999997
They,they,332.22,332.36
built,built,332.36,332.58000000000004
a,a,332.58,332.64
family,family,332.639999,333.139999
and,,,
and,,,
a,a,333.61,333.65000000000003
good,good,333.65,333.87
name,name,333.87,334.34000000000003
and,and,334.719999,334.899999
a,a,334.9,334.92999999999995
business,business,334.929999,335.479999
And,and,335.509999,335.809999
they,they,336.02,336.10999999999996
raised,raised,336.11,336.43
a,a,336.429999,336.479999
family,family,336.48,336.94
And,and,336.94,337.07
I,i,337.69,338.07
dreamed,dreamed,338.08,338.40999999999997
some,some,338.429999,338.639999
day,day,338.639999,338.779999
of,of,338.78,338.86999999999995
representing,representing,338.87,339.38
my,my,339.38,339.49
home,home,339.49,339.7
town,town,339.7,339.94
in,in,339.94,340.06
Washington,washington,340.059999,340.519999
D,d,340.52,340.71999999999997
C,c,340.71999900000003,340.979999
but,but,340.98,341.13
I,i,341.129999,341.339999
honestly,honestly,341.539999,342.169999
Elaine,elaine,342.17,342.48
I,i,342.48,342.53000000000003
never,never,342.53,342.79999999999995
imagined,imagined,342.81,343.21
never,never,343.83,344.0
imagined,imagined,344.0,344.45
I'd,i'd,344.45,344.55
have,have,344.55,344.69
the,the,344.69,344.8
opportunity,opportunity,344.8,345.25
to,to,345.25,345.33
be,be,345.33,345.46999999999997
governor,governor,345.47,345.84000000000003
of,,,
the,,,
