Welcome,welcome,1.37,1.8
Hugh,hugh,27.15,27.4
Hewitt,hewitt,27.42,28.020000000000003
Candidates,candidates,28.15,28.849999999999998
you'll,you'll,28.95,29.169999999999998
have,have,29.17,29.32
a,a,29.32,29.39
minute,minute,29.389999,29.759999
and,and,29.809998999999998,29.989998999999997
15,<unk>,29.990000000000002,30.490000000000002
seconds,seconds,30.5,30.97
to,to,30.969999,31.099999
answer,answer,31.099999,31.709999
and,and,31.869999999999997,32.089999999999996
30,<unk>,32.12,32.46
seconds,seconds,32.480000000000004,32.88
for,for,32.88,33.06
follow,follow,33.059999,33.529999
ups,ups,33.53,33.84
and,and,33.91,34.15
rebuttals,<unk>,34.29,34.86
We,we,35.09,35.25
have,have,35.25,35.41
timing,timing,35.42,35.940000000000005
lights,lights,35.940000999999995,36.27000099999999
that,that,36.269999999999996,36.419999999999995
are,are,36.42,36.480000000000004
visible,visible,36.480000000000004,36.970000000000006
to,to,36.980000000000004,37.07000000000001
the,the,37.07,37.18
candidates,candidates,37.18,38.0
Those,those,38.07,38.42
lights,lights,38.42,38.77
will,will,38.77,38.940000000000005
warn,warn,38.95,39.290000000000006
you,you,39.29,39.449999999999996
when,when,39.45,39.61
your,your,39.61,39.75
time,time,39.76,40.01
is,is,40.01,40.15
up,up,40.15,40.47
and,and,40.71,40.88
as,as,40.88,41.010000000000005
the,the,41.01,41.129999999999995
candidates,candidates,41.13,41.720000000000006
requested,requested,41.72,42.449999999999996
a,a,42.68,42.83
bell,bell,42.83,43.239999999999995
will,will,43.28,43.480000000000004
sound,sound,43.49,44.010000000000005
like,like,44.03,44.370000000000005
this,this,44.37,44.87
bell,bell,45.46,45.489999999999995
ringing,ringing,45.489999999999995,45.54
We,we,46.37,46.449999999999996
know,know,46.45,46.61
you,you,46.61,46.76
all,all,46.76,46.94
want,want,46.94,47.099999999999994
to,,,
jump,jump,47.16,47.5
and,and,47.759999,47.919999
debate,debate,47.92,48.33
these,these,48.33,48.54
critically,critically,48.55,48.98
important,important,48.980000000000004,49.45
issues,issues,49.45,49.870000000000005
but,but,50.08,50.3
please,please,50.32,50.8
wait,wait,50.809999,51.179998999999995
until,until,51.219999,51.549999
you're,you're,51.549999,51.769999
called,called,51.769999999999996,52.129999999999995
on,on,52.129999,52.439999
These,these,52.709998999999996,53.11999899999999
are,are,53.119999,53.249999
the,the,53.25,53.37
rules,rules,53.369999,53.939999
all,all,54.16,54.519999999999996
of,of,54.52,54.57
the,the,54.58,54.71
candidates,candidates,54.730000000000004,55.17
have,have,55.72,55.949999999999996
agreed,agreed,55.95,56.370000000000005
to,to,56.37,56.65
It's,,,
time,time,57.15,57.3
for,for,57.3,57.41
the,the,57.41,57.51
candidates,candidates,57.51,57.82
to,,,
introduce,introduce,58.21,58.82
themselves,themselves,58.82,59.44
right,right,59.44,59.68
now,now,59.68,60.07
You'll,you'll,60.22,60.5
each,each,60.5,60.67
have,have,60.67,60.9
30,,,
seconds,seconds,61.33,61.879999999999995
Dr,dr,62.15,62.559999999999995
Carson,carson,62.559999,62.989999
you're,you're,62.99,63.190000000000005
first,first,63.19,63.739999999999995
If,if,64.929999,65.129999
someone,someone,65.13,65.63
had,had,65.63,65.83
tried,tried,65.83,66.09
to,to,66.09,66.18
describe,describe,66.179999,66.80999899999999
today's,today's,66.809999,67.269999
America,america,67.27,68.08999999999999
to,to,68.219999,68.359999
you,,,
30,,,
years,years,68.849999,69.11999899999999
ago,ago,69.12,69.59
you,you,70.09,70.23
would,,,
have,have,70.389999,70.50999900000001
listened,listened,70.51,71.03
in,in,71.039999,71.22999899999999
disbelief,disbelief,71.23,72.19
Americans,americans,72.82,73.5
know,know,73.5,73.81
that,that,73.81,74.15
our,our,74.19,74.42
nation,nation,74.42,74.83
is,is,74.83,74.99
heading,heading,74.99,75.32
off,off,75.32,75.58
the,the,75.58,75.8
abyss,abyss,75.81,76.25
of,,,
destruction,destruction,76.34,77.15
secondary,secondary,77.74,78.55999999999999
to,to,78.56,78.96000000000001
divisiveness,<unk>,79.7,80.18
fiscal,fiscal,80.41,80.91
irresponsibility,irresponsibility,80.92,82.12
and,and,82.179999,82.41999899999999
failure,failure,82.42,82.82000000000001
to,to,82.82,83.03999999999999
lead,lead,83.03999999999999,83.39999999999999
Marco,marco,84.3,85.13
Donald,donald,85.759999,86.299999
Ted,ted,86.33,86.88
John,john,87.259999,87.909999
we,we,89.24,89.39
will,will,89.389999,89.499999
not,not,89.5,89.7
solve,solve,89.69999899999999,90.009999
any,any,90.01,90.16000000000001
of,of,90.16,90.22999999999999
these,these,90.23,90.41000000000001
problems,problems,90.42,91.01
by,by,91.02,91.14999999999999
trying,trying,91.15,91.43
to,to,91.43,91.49000000000001
destroy,destroy,91.49,91.97
each,each,92.03,92.31
other,other,92.31,92.67
What,what,93.51,93.74000000000001
we,we,93.74,93.91
need,need,93.91,94.14999999999999
to,to,94.15,94.27000000000001
do,do,94.27,94.7
is,is,94.83,95.03
be,be,95.04,95.24000000000001
looking,looking,95.24,95.6
for,for,95.6,95.80999999999999
solutions,solutions,95.81,96.58
tonight,tonight,96.58,97.06
It's,it's,97.27,97.47
not,not,97.47,97.69
about,about,97.69,98.0
us,us,98.0,98.35
it's,it's,98.45,98.65
about,about,98.65,98.98
the,the,98.98,99.08
American,american,99.08,99.52
people,people,99.52,99.92999999999999
applause,applause,100.42999999999999,100.47999999999999
Governor,governor,107.76,108.11
Kasich,<unk>,108.109999,108.569999
Well,,,
you,you,109.049999,109.129999
know,know,109.129999,109.239999
on,,,
the,the,109.31,109.4
way,way,109.4,109.59
over,over,109.59,109.82000000000001
here,here,109.82,110.17999999999999
even,even,110.5,110.81
getting,getting,110.81,111.05
ready,ready,111.05,111.32
earlier,earlier,111.32,111.77999999999999
and,and,111.78,111.94
sitting,sitting,111.95,112.21000000000001
in,in,112.21,112.28999999999999
the,the,112.29,112.39
green,green,112.39,112.74
room,room,112.74,113.0
and,and,113.0,113.13
watching,watching,113.13,113.50999999999999
the,the,113.51,113.64
early,early,113.64,114.01
coverage,coverage,114.07,114.72
you,you,115.35,115.47999999999999
know,know,115.48,115.56
my,my,115.56,115.72
father,father,115.72,116.1
carried,carried,116.099999,116.469999
mail,mail,116.47,116.69
on,on,116.69,116.81
his,his,116.809999,116.949999
back,back,116.95,117.31
and,,,
his,his,117.45,117.65
father,father,117.65,117.97
was,was,117.969999,118.129999
a,a,118.13,118.19
coal,coal,118.19,118.45
miner,miner,118.45,118.84
and,and,119.38000000000001,119.53
my,my,119.53,119.66
mother's,mother's,119.83,120.03999999999999
mother,mother,120.03999999999999,120.30999999999999
was,was,120.309999,120.48999900000001
an,an,120.49,120.58
immigrant,immigrant,120.59,121.02000000000001
could,could,121.02,121.17999999999999
barely,barely,121.179999,121.52999899999999
speak,speak,121.53,121.83
English,english,121.83,122.37
And,and,123.13,123.17999999999999
I'm,i'm,123.179999,123.30999899999999
standing,standing,123.309999,123.73999900000001
on,on,123.74,123.88
this,this,123.88,124.08
stage,,,
It's,it's,124.639999,124.75999900000001
pretty,pretty,124.779999,125.06999900000001
remarkable,remarkable,125.07,125.78999999999999
But,but,126.119999,126.29999900000001
I,i,126.299999,126.399999
want,want,126.43,126.59
to,to,126.59,126.67
tell,tell,126.67,126.9
you,you,126.9,127.25
there's,,,
a,a,127.85,127.89
lot,lot,127.89,128.0
of,of,128.0,128.09
young,young,128.09,128.36
people,people,128.36,128.70000000000002
watching,watching,128.7,129.11999999999998
tonight,tonight,129.12,129.55
You,you,130.49,130.73000000000002
can,can,130.73,130.92
do,do,130.93,131.09
whatever,whatever,131.09,131.47
you,you,131.47,131.62
want,want,131.62,131.85
to,to,131.86,131.98000000000002
do,do,131.98,132.17999999999998
in,in,132.18,132.29000000000002
your,your,132.29,132.44
life,life,132.44,132.98
America,america,133.51,134.20999999999998
is,is,134.23,134.42
an,an,134.42,134.54
amazing,amazing,134.54,135.31
country,country,135.309999,135.939999
where,,,
a,,,
kid,kid,136.67,136.95999999999998
like,like,136.96,137.21
me,me,137.21,137.43
can,can,137.429999,137.629999
grow,grow,137.63,137.87
up,up,137.87,138.04
to,to,138.04,138.15
run,run,138.15,138.38
for,for,138.38,138.54999999999998
president,president,138.55,138.92000000000002
of,,,
the,the,138.94,139.03
United,united,139.03,139.41
States,states,139.41,139.76
and,and,139.759999,139.939999
be,be,139.94,140.07
on,on,140.07,140.20999999999998
this,this,140.21,140.34
stage,stage,140.349999,140.76999899999998
tonight,tonight,140.77,141.21
So,so,141.559999,141.779999
to,,,
all,all,141.87,142.05
the,the,142.049999,142.149999
young,young,142.15,142.41
people,people,142.41,142.79
that,that,142.789999,142.919999
are,are,142.92000000000002,143.01000000000002
out,out,143.01,143.23999999999998
there,there,143.24,143.61
your,your,144.09,144.31
hopes,hopes,144.32,144.82999999999998
your,your,144.91,145.10999999999999
dreams,dreams,145.11,145.79000000000002
pursue,pursue,145.88,146.37
them,,,
Shoot,shoot,146.8,147.10000000000002
for,for,147.1,147.23999999999998
the,the,147.24,147.37
stars,stars,147.37,147.93
America's,america's,148.0,148.58
great,great,148.58,148.98000000000002
and,and,149.19,149.34
you,you,149.35,149.53
can,can,149.53,149.7
do,do,149.7,149.91
it,it,149.91,150.09
Thank,thank,150.34,150.61
you,,,
Wolf,wolf,150.68,150.93
applause,applause,157.56,157.61
Senator,senator,157.61,157.67000000000002
Rubio,,,
Well,well,158.099999,158.219999
thank,thank,158.219999,158.479999
you,you,158.48,158.60999999999999
This,this,158.61,158.79000000000002
election,election,158.79,159.4
we,we,159.5,159.71
have,have,159.71,159.84
to,to,159.839999,159.91999900000002
decide,decide,159.92,160.29999999999998
the,the,160.299999,160.38999900000002
identity,identity,160.389999,160.79999899999999
of,of,160.799999,160.899999
America,america,160.9,161.29
in,,,
the,,,
2ist,,,
century,century,162.0,162.43
but,but,162.6,162.72
as,as,162.72,162.82
part,part,162.82,163.01
of,of,163.01,163.10999999999999
this,this,163.11,163.28
primary,primary,163.29,163.7
we,we,163.7,163.79999999999998
have,have,163.81,163.97
to,to,163.97,164.12
find,find,164.51,164.79999999999998
out,out,164.8,164.92000000000002
our,our,164.92,165.10999999999999
identity,identity,165.11,165.53
as,as,165.53,165.67
a,a,165.67,165.73
party,party,165.73,166.07999999999998
and,and,166.08,166.16000000000003
as,as,166.16,166.28
a,a,166.28,166.33
movement,movement,166.33,166.74
Thirty,thirty,167.33,167.62
six,six,167.62,167.84
years,years,167.84,168.06
ago,ago,168.06,168.41
Ronald,ronald,168.59,168.97
Reagan,reagan,168.97,169.26
and,and,169.26,169.35
George,george,169.35,169.67
H,h,169.67,169.82999999999998
W,w,169.83,170.14000000000001
Bush,bush,170.139999,170.389999
began,began,170.41,170.74
the,the,170.74,170.84
Reagan,reagan,170.84,171.15
Revolution,revolution,171.15,171.79
For,for,172.12,172.32
a,a,172.32,172.4
generation,generation,172.4,173.08
they,they,173.08,173.21
defined,defined,173.21,173.66
conservatism,conservatism,173.66,174.5
as,as,174.88,175.07999999999998
limited,limited,175.08,175.43
government,government,175.429999,175.809999
and,and,175.84,176.0
free,free,176.0,176.21
enterprise,enterprise,176.21,176.74
and,and,176.74,176.86
a,a,176.86,176.9
strong,strong,176.9,177.23000000000002
national,national,177.24,177.64000000000001
defense,defense,177.639999,178.26999899999998
But,but,178.619999,178.769999
they,they,178.77,178.89000000000001
also,also,178.889999,179.199999
appealed,appealed,179.199999,179.67999899999998
to,to,179.68,179.79000000000002
our,our,179.789999,179.909999
hopes,hopes,179.91,180.24
and,and,180.24,180.37
our,our,180.369999,180.469999
dreams,dreams,180.47,181.01
Now,now,181.48,181.76
we,we,181.76,181.91
have,have,181.91,182.06
to,to,182.06,182.15
decide,decide,182.15,182.52
if,if,182.52,182.56
we,we,182.58,182.75
are,are,182.75,182.88
still,still,182.88,183.16
that,that,183.16,183.35
kind,kind,183.35,183.56
of,of,183.56,183.67000000000002
party,party,183.67,184.01
and,and,184.01,184.14
still,still,184.14,184.35
that,that,184.35,184.51999999999998
kind,kind,184.52,184.69
of,,,
movement,movement,184.75,185.19
or,or,185.59,185.78
if,if,185.78,185.82
we're,we're,185.83,185.97
simply,simply,185.97,186.32
going,going,186.32,186.41
to,,,
become,become,186.48,186.97
a,a,187.03,187.13
party,party,187.13,187.47
that,that,187.47,187.59
preys,preys,187.59,187.91
on,on,187.91,188.04
people's,people's,188.04,188.4
angers,angers,188.41,188.77
and,and,188.77,188.9
fears,fears,188.9,189.39000000000001
I,i,189.63,189.79
hope,hope,189.79,190.01
we,we,190.01,190.13
remain,remain,190.13,190.49
that,that,190.49,190.69
conservative,conservative,190.69,191.19
movement,movement,191.2,191.58999999999997
that,that,191.83,191.99
appeals,appeals,191.99,192.38
to,to,192.38,192.49
our,our,192.49,192.61
hopes,hopes,192.61,193.03
and,and,193.09,193.22
our,our,193.219999,193.309999
dreams,dreams,193.309999,193.699999
and,and,193.7,193.79
the,the,193.79,193.85999999999999
belief,belief,193.87,194.19
that,that,194.19,194.3
America,america,194.299999,194.75999900000002
will,will,194.759999,194.89999899999998
always,always,194.94,195.31
be,be,195.309999,195.449999
better,better,195.46,195.71
in,in,195.71,195.81
its,its,195.809999,195.939999
future,future,195.94,196.39
than,than,196.67000000000002,196.81
it's,it's,196.809999,196.989999
been,been,196.99,197.12
in,in,197.119999,197.219999
its,its,197.219999,197.369999
story,story,197.439999,197.489999
history,history,197.489999,197.789999
applause,,,
Senator,,,
Cruz,cruz,206.71,207.29000000000002
Welcome,welcome,208.099999,208.479999
to,to,208.48,208.56
Texas,texas,208.559999,209.199999
applause,,,
Here,here,209.75,210.26
Texas,texas,212.15,212.64000000000001
provided,provided,212.65,213.24
my,my,213.24,213.43
family,family,213.429999,213.85999900000002
with,with,213.86,214.03
hope,hope,214.029999,214.289999
Here,here,214.84,215.25
my,my,215.25,215.42
mom,mom,215.42000000000002,215.75000000000003
became,became,215.75,216.06
the,the,216.059999,216.16999900000002
first,first,216.17000000000002,216.49
in,in,216.49,216.56
her,her,216.56,216.68
family,family,216.68,217.22
ever,ever,217.469999,217.679999
to,to,217.68,217.75
go,go,217.75,217.87
to,to,217.87,217.95000000000002
college,college,217.95,218.51
Here,here,218.96,219.33
my,my,219.33,219.55
dad,dad,219.55,220.11
fled,fled,220.12,220.51
Cuba,cuba,220.52,221.04000000000002
and,and,221.23,221.42999999999998
washed,washed,221.43,221.77
dishes,dishes,221.77,222.10000000000002
making,making,222.1,222.39
50,<unk>,222.39,222.7
cents,cents,222.71,222.94
an,an,222.94,223.07999999999998
hour,hour,223.08,223.42000000000002
to,to,223.61,223.73000000000002
pay,pay,223.73,223.94
his,,,
way,way,224.099999,224.309999
through,through,224.309999,224.509999
the,the,224.51,224.6
University,university,224.599999,225.089999
of,of,225.09,225.18
Texas,texas,225.179999,225.75999900000002
I,i,226.139999,226.26999899999998
graduated,graduated,226.27,226.85000000000002
from,from,226.849999,226.999999
high,high,227.0,227.16
school,school,227.16,227.44
at,at,227.44,227.54
Second,second,227.54,227.82999999999998
Baptist,baptist,227.84,228.22
not,not,228.24,228.45000000000002
too,too,228.45,228.58999999999997
far,far,228.59,228.84
away,away,228.84,229.08
from,from,229.08,229.27
here,here,229.27,229.55
When,when,230.19,230.42
I,i,230.42,230.51999999999998
ran,ran,230.52,230.77
for,for,230.77,230.93
Senate,senate,230.929999,231.28999900000002
I,i,231.29,231.41
promised,promised,231.42,231.83999999999997
27,<unk>,231.839999,232.089999
million,million,232.359999,232.64999899999998
Texans,texans,232.65,233.07
I,i,233.07,233.15
would,would,233.15,233.33
fight,fight,233.32999999999998,233.60999999999999
for,for,233.609999,233.879999
you,you,233.879999,234.129999
every,every,234.129999,234.369999
day,day,234.37,234.6
and,,,
not,not,234.77,234.99
for,for,234.99,235.12
the,the,235.12,235.20000000000002
Washington,washington,235.2,235.75
bosses,bosses,235.75,236.24
And,and,236.76,236.92
I'll,i'll,236.92,237.05999999999997
tell,tell,237.06,237.27
you,you,237.27,237.41
as,as,237.41,237.57999999999998
I,i,237.58,237.65
travel,travel,237.65,238.05
the,the,238.05,238.13000000000002
state,state,238.13,238.64
Democrats,democrats,238.75,239.36
tell,tell,239.36,239.59
me,me,239.59,239.83
I,i,240.46,240.56
didn't,didn't,240.56,240.78
vote,vote,240.78,241.04
for,for,241.04,241.29999999999998
you,you,241.3,241.5
but,but,241.75,241.95
you're,you're,241.95,242.07
doing,doing,242.07,242.41
what,what,242.41,242.54999999999998
you,you,242.55,242.67000000000002
said,said,242.679999,242.91999900000002
you,you,242.92,243.01999999999998
would,would,243.02,243.18
do,do,243.179999,243.459999
And,and,243.78,243.91
as,as,243.91,244.03
president,president,244.03,244.6
I,i,244.95,245.06
will,will,245.059999,245.16999900000002
do,do,245.17,245.32999999999998
the,the,245.33,245.45000000000002
same,same,245.45,245.79
applause,applause,246.54,246.59
Mr,mr,253.33,253.53
Trump,trump,253.53,254.05
Thank,thank,254.75,255.0
you,you,255.0,255.21
My,my,255.93,256.18
whole,whole,256.18,256.52
theme,theme,256.53,256.88
is,is,256.88,257.14
make,make,257.16,257.65000000000003
America,america,257.72,258.41
great,great,258.46,258.75
again,again,258.75,259.15
We,we,259.48,259.66
don't,don't,259.66,259.88000000000005
win,win,259.89,260.11
anymore,anymore,260.11,260.51
as,as,260.51,260.63
a,a,260.63,260.71
country,country,260.71,261.22999999999996
We,we,261.599999,261.75999900000005
don't,don't,261.76,261.96999999999997
win,win,261.969999,262.17999899999995
with,with,262.179999,262.409999
trade,trade,262.41,262.91
we,we,263.33,263.46999999999997
don't,don't,263.469999,263.66999899999996
win,win,263.67,263.87
with,with,263.87,264.03000000000003
the,the,264.03,264.11999999999995
military,military,264.13,264.84
ISIS,isis,264.84,265.32
we,we,265.32,265.46
can't,can't,265.46,265.69
even,even,265.69,265.92
knock,knock,265.92,266.14000000000004
out,out,266.139999,266.359999
ISIS,isis,266.36,266.82
and,and,266.849999,267.039999
we,we,267.04,267.19
will,will,267.19,267.55
believe,believe,267.57,267.94
me,me,267.94,268.2
We,we,268.4,268.67999999999995
will,will,268.68,269.05
We,we,269.539999,269.71999900000003
don't,don't,269.71999900000003,269.96999900000003
win,win,269.96999900000003,270.26999900000004
in,in,270.279999,270.499999
any,any,270.53,270.77
capacity,capacity,270.77,271.39
with,with,271.39,271.59
healthcare,healthcare,271.59,272.14
We,we,272.14,272.3
have,have,272.3,272.48
terrible,terrible,272.49,273.1
health,health,273.13,273.44
care,care,273.44,273.78
Obamacare,<unk>,274.04999999999995,274.42999999999995
is,is,274.42999999999995,274.45
going,going,274.62,274.83
to,to,274.83,274.90999999999997
be,be,274.92,275.19
repealed,repealed,275.36,276.0
and,and,276.0,276.15
replaced,replaced,276.15,276.65999999999997
We,we,277.02,277.26
just,just,277.26,277.88
don't,don't,277.92,278.31
win,win,278.33,278.59999999999997
You,you,278.61,278.75
look,look,278.75,278.91
at,,,
our,our,279.03,279.15999999999997
borders,borders,279.16,279.75
they're,they're,279.78,279.98999999999995
like,like,279.99,280.26
swiss,swiss,280.26,280.61
cheese,cheese,280.61,281.05
everybody,everybody,281.09,281.58
pours,pours,281.59,281.96
in,in,281.96,282.26
We're,we're,282.79,282.91
going,,,
to,,,
make,make,283.08,283.28999999999996
a,a,283.29,283.34000000000003
great,great,283.34,283.60999999999996
country,country,283.61,283.96000000000004
again,again,283.96,284.33
We're,we're,284.34,284.48999999999995
going,,,
to,,,
start,start,284.639999,284.899999
winning,winning,284.95,285.38
again,again,285.389999,285.929999
We're,we're,286.139999,286.309999
going,,,
to,,,
win,win,286.449999,286.649999
a,a,286.65,286.69
lot,lot,286.690001,287.100001
it's,,,
going,,,
to,,,
be,be,287.65,287.75
a,a,287.75,287.81
big,big,287.809999,288.21999900000003
difference,difference,288.23,288.75
believe,believe,288.83,289.15
me,me,289.15,289.34
It's,it's,289.35,289.45000000000005
going,going,289.449999,289.559999
to,,,
be,be,289.61,289.71000000000004
a,a,289.71,289.76
big,big,290.16,290.45000000000005
difference,difference,290.45,291.07
applause,applause,296.79,296.84
Thank,thank,296.84,296.89
you,you,296.89,296.93
very,very,296.93,297.08
much,much,297.25,297.54
It's,,,
now,,,
time,time,298.01,298.33
to,to,298.34,298.46
begin,begin,298.46,298.95
questions,questions,299.7,300.34
Voters,voters,300.34,300.84999999999997
in,in,301.219999,301.35999899999996
the,the,301.36,301.48
first,first,301.48,301.90000000000003
four,four,301.91,302.38000000000005
states,states,302.389999,302.819999
have,have,302.82,303.02
spoken,spoken,303.02,303.59
and,and,303.839999,303.949999
Mr,mr,303.95,304.2
Trump,trump,304.199999,304.519999
has,has,304.52,304.7
emerged,emerged,304.699999,305.169999
as,as,305.21999900000003,305.33999900000003
the,the,305.34,305.44
frontrunner,<unk>,305.45,305.99
but,but,305.99,306.02
in,in,306.190001,306.310001
five,five,306.31,306.68
days,days,306.68,307.06
the,the,307.28,307.41999999999996
candidates,candidates,307.42,307.91
will,will,307.91,308.04
face,face,308.04,308.33000000000004
their,their,308.33,308.52
biggest,biggest,308.53,308.91999999999996
test,test,308.93,309.25
yet,yet,309.25,309.55
Super,super,309.73,310.15000000000003
Tuesday,tuesday,310.15,310.82
When,when,310.98,311.20000000000005
nearly,nearly,311.2,311.55
half,half,311.55,311.88
of,of,311.88,311.95
the,the,311.97,312.07000000000005
delegates,<unk>,312.39000000000004,312.61000000000007
needed,needed,312.63000000000005,312.75000000000006
to,to,312.92,313.04
win,win,313.04,313.19
the,the,313.19,313.3
Republican,republican,313.3,313.82
nomination,nomination,313.82,314.40999999999997
will,will,314.58,314.9
be,be,314.9,315.04999999999995
awarded,awarded,315.05,315.6
and,and,315.76,315.95
the,the,315.95,316.03
biggest,biggest,316.04,316.38
prize,prize,316.389999,316.78999899999997
of,of,316.79,316.95000000000005
the,the,316.95,317.02
night,night,317.02,317.33
is,is,317.62,317.83
Texas,texas,317.83,318.25
Immigration,immigration,318.94,319.53
is,is,319.53,319.64
a,a,319.639999,319.709999
key,key,319.71,319.96999999999997
issue,issue,319.969999,320.269999
in,in,320.27,320.38
this,this,320.38,320.57
state,state,320.57,320.94
for,for,321.11,321.39
all,all,321.4,321.7
voters,voters,321.719999,322.149999
nationwide,nationwide,322.16,322.91
including,including,322.91,323.43
the,the,323.609999,323.739999
many,many,323.74,324.02
people,people,324.02,324.32
watching,watching,324.34,324.72999999999996
us,us,324.73,324.88
on,on,325.21,325.34999999999997
Telemundo,telemundo,325.35,326.02000000000004
So,so,326.16,326.39000000000004
that's,that's,326.39,326.75
where,where,326.75,326.94
we,we,326.94,327.13
begin,begin,327.13,327.61
Mr,mr,327.99,328.29
Trump,trump,328.29,328.74
you've,you've,329.42,329.66
called,called,329.66,329.98
for,for,329.98,330.14000000000004
a,a,330.14,330.2
deportation,deportation,330.2,331.17
force,force,331.17,331.49
to,to,331.49,331.63
remove,remove,331.63,332.04
the,the,332.23,332.36
11,<unk>,332.5,332.75
million,million,332.75,333.06
undocumented,undocumented,333.23,334.07
immigrants,immigrants,334.11,334.81
from,from,334.86,335.13
the,the,335.13,335.21
United,united,335.21,335.58
States,states,335.58,336.15999999999997
You've,you've,336.37,336.57
also,also,336.57,336.95
promised,promised,336.95,337.49
to,to,337.49,337.59000000000003
let,let,337.59,337.90999999999997
what,what,338.08,338.26
you,you,338.259999,338.399999
call,call,338.41,338.83000000000004
the,the,338.839999,339.059999
good,good,339.08,339.35999999999996
ones,ones,339.36,339.82
come,come,340.01,340.27
back,back,340.279999,340.60999899999996
in,in,340.629999,340.859999
Your,your,340.869999,341.129999
words,words,341.129999,341.489999
the,the,341.5,341.64
good,good,341.639999,341.869999
ones,ones,341.869999,342.259999
after,after,342.539999,342.939999
they've,they've,342.95,343.15
been,been,343.15,343.32
deported,deported,343.32,343.95
Senator,senator,344.19,344.65
Cruz,cruz,344.65,345.07
would,would,345.07,345.24
not,not,345.24,345.55
allow,allow,345.57,345.92
them,them,345.92,346.25
to,to,346.38,346.54
come,come,346.54,346.75
back,back,346.76,347.07
in,in,347.07,347.23
He,he,347.24,347.39
says,says,347.4,347.77
that's,that's,347.97,348.35
the,the,348.35,348.46000000000004
biggest,biggest,348.46,348.89
difference,difference,348.89,349.47999999999996
between,between,349.53,349.95
the,the,349.95,350.07
two,two,350.07,350.31
of,of,350.309999,350.479999
you,you,350.48,350.8
He,he,350.95,351.12
calls,calls,351.12,351.48
your,your,351.48,351.71000000000004
plan,plan,351.71,352.25
amnesty,amnesty,352.469999,353.339999
Is,is,353.54,353.74
it,it,353.74,354.0
First,first,354.53,354.71
of,of,354.71,354.77
all,all,354.77,354.85999999999996
he,he,354.87,355.03000000000003
was,was,355.03,355.19
in,in,355.19,355.35
charge,charge,355.349999,355.669999
of,of,355.67,355.83000000000004
amnesty,amnesty,355.83,356.34999999999997
he,he,356.349999,356.479999
was,was,356.48,356.68
the,the,356.679999,356.789999
leader,leader,356.79,357.15000000000003
and,and,357.15,357.28
you,you,357.28,357.36999999999995
can,can,357.37,357.54
ask,ask,357.54,357.76000000000005
Marco,marco,357.759999,358.139999
because,because,358.139999,358.329999
they've,they've,358.33,358.46
been,been,358.46999900000003,358.64999900000004
debating,debating,358.65,359.08
this,this,359.08,359.47999999999996
every,every,359.529999,359.84999899999997
debate,debate,359.85,360.20000000000005
that,that,360.199999,360.319999
we've,we've,360.33,360.53999999999996
had,had,360.54,360.84000000000003
As,as,361.36,361.56
far,far,361.56,361.96
as,as,361.96,362.31
coming,coming,362.68,363.08
back,back,363.09,363.4
in,in,363.4,363.73999999999995
number,number,364.05,364.37
one,one,364.37,364.78000000000003
you,you,364.88,365.11
wouldn't,wouldn't,365.11,365.44
even,even,365.44,365.64
be,be,365.64,365.78
talking,talking,365.78,366.19
and,and,366.19,366.3
you,you,366.3,366.41
