Ladies,ladies,0.38,0.78
Patrice,patrice,48.719999,49.089999
Thank,thank,50.849999,51.139998999999996
you,you,51.139999,51.269999000000006
and,,,
good,good,51.4,51.629999999999995
evening,evening,51.63,52.050000000000004
The,the,52.730000000000004,52.85
last,last,52.85,53.14
debate,debate,53.75,54.23
could,could,54.239999999999995,54.519999999999996
have,have,54.46,54.62
been,been,54.62,54.96
rated,rated,55.55,55.97
as,as,55.99,56.31
MA,,,
mature,mature,57.01,57.41
audiences,audiences,57.41,58.099999999999994
per,per,58.29,58.49
TV,tv,58.5,58.81
parental,parental,58.81,59.2
guidelines,guidelines,59.2,59.900000000000006
Knowing,knowing,60.26,60.54
that,that,60.54,60.68
educators,educators,60.68,61.32
assign,assign,61.32,61.68
viewing,viewing,61.68,61.95
the,the,61.95,62.040000000000006
presidential,presidential,62.04,62.6
debates,debates,62.599999,63.029999
as,,,
students,students,63.12,63.57
homework,homework,63.57,64.11
do,do,64.34,64.43
you,you,64.429999,64.58999899999999
feel,feel,64.59,64.82000000000001
you're,you're,64.82,65.05
modeling,modeling,65.08,65.56
appropriate,appropriate,65.58,66.27
and,and,66.3,66.45
positive,positive,66.45,66.93
behavior,behavior,66.929999,67.539999
for,for,67.549999,67.759999
today's,today's,67.759999,68.159999
youth,youth,68.16,68.59
Well,well,69.0,69.15
thank,thank,69.16,69.47999999999999
you,you,69.48,69.61
Are,are,69.61,69.8
you,you,69.94,70.07
a,a,70.07,70.13999999999999
teacher,teacher,70.139999,70.699999
Yes,yes,72.45,72.94
I,i,72.96,73.16
think,think,73.17,73.52
that,that,73.52,73.69
that's,that's,73.69,73.89999999999999
a,a,73.9,73.96000000000001
very,very,73.96,74.25
good,good,74.25,74.41
question,question,74.41,74.89999999999999
because,because,74.92,75.7
I've,i've,75.91,76.13
heard,heard,76.13,76.41
from,from,76.41,76.75
lots,lots,76.76,77.13000000000001
of,of,77.13,77.39
teachers,teachers,77.39,77.91
and,and,77.91,78.06
parents,parents,78.06,78.7
about,about,78.74,79.1
some,some,79.1,79.25
of,of,79.25,79.33
their,their,79.33,79.5
concerns,concerns,79.5,80.23
about,about,80.27,80.83
some,some,80.84,81.03
of,of,81.03,81.12
the,the,81.12,81.19
things,things,81.2,81.58
that,that,81.58,81.72
are,are,81.719999,81.789999
being,being,81.8,82.05
said,said,82.05,82.46
and,and,82.46000000000001,82.63000000000001
done,done,82.63,83.08
in,in,83.92,84.12
this,this,84.12,84.33
campaign,campaign,84.36,85.05
And,and,85.73,85.99000000000001
I,i,85.99,86.07
think,think,86.09,86.31
it,it,86.309999,86.409999
is,is,86.42,86.76
very,very,86.759999,87.08999899999999
important,important,87.089999,87.659999
for,for,87.67,88.0
us,us,88.0,88.17
to,to,88.18,88.30000000000001
make,make,88.299999,88.539999
clear,clear,88.549999,89.009999
to,to,89.01,89.61
our,our,89.959999,90.159999
children,children,90.16,90.8
that,that,90.87,91.36
our,our,91.92,92.13
country,country,92.13,92.83999999999999
really,really,92.88,93.47
is,is,93.48,94.11
great,great,94.18,94.75
because,because,94.77,95.16
we're,we're,95.17,95.34
good,good,95.34,95.77000000000001
And,and,96.24,96.75999999999999
we,we,96.8,97.21
are,are,97.22,97.36
going,going,97.36,97.69
to,to,97.69,97.84
respect,respect,97.84,98.42
one,one,98.42,98.55
another,another,98.55,99.03999999999999
lift,lift,99.349999,99.929999
each,each,99.929999,100.16999899999999
other,other,100.17,100.45
up,up,100.45,100.76
We,we,101.28,101.59
are,are,101.59,101.84
going,going,101.84,102.27000000000001
to,to,102.27,102.5
be,be,102.509999,102.91999899999999
looking,looking,103.12,103.63000000000001
for,for,103.63,103.78999999999999
ways,ways,103.78999999999999,104.24
to,to,104.259999,104.439999
celebrate,celebrate,104.44,105.19
our,our,105.23,105.42
diversity,diversity,105.42,106.27
and,and,106.940001,107.310001
we,,,
are,,,
going,going,107.59,108.01
to,to,108.01,108.52000000000001
try,try,108.56,108.79
to,to,108.79,108.91000000000001
reach,reach,108.91,109.24
out,out,109.24,109.5
to,to,109.51,109.61
every,every,109.61,109.84
boy,boy,109.84,110.18
and,and,110.18,110.33000000000001
girl,girl,110.33,110.75
as,as,110.75,110.95
well,well,110.95,111.25
as,as,111.25,111.53
every,every,111.56,111.85000000000001
adult,adult,111.85,112.33
to,to,113.1,113.44
bring,bring,113.45,113.85000000000001
them,them,113.85,114.1
in,in,114.11,114.53
to,to,114.54,114.71000000000001
working,working,114.71,115.19
on,on,115.2,115.33
behalf,behalf,115.33,115.72
of,of,115.72,115.87
our,our,115.87,115.98
country,country,115.98,116.49000000000001
I,i,116.71000000000001,116.82000000000001
have,have,116.82,116.94
a,a,116.94,116.98
very,very,116.98,117.24000000000001
positive,positive,117.24,118.05999999999999
and,and,118.059999,118.23999900000001
optimistic,optimistic,118.28,119.0
view,view,119.0,119.29
about,about,119.28999999999999,119.52
what,what,119.52,119.75999999999999
we,we,119.759999,119.88999899999999
can,can,119.889999,120.03999900000001
do,do,120.03999999999999,120.35
together,together,120.37,120.89
That's,that's,121.179999,121.439999
why,why,121.44,121.7
the,the,121.71000000000001,121.84
slogan,slogan,121.84,122.22
of,of,122.219999,122.319999
my,my,122.32,122.47
campaign,campaign,122.469999,123.069999
is,is,123.07,123.3
Stronger,stronger,123.309999,123.779999
Together,together,123.78,124.32000000000001
because,because,124.65,124.93
I,i,124.93,125.01
think,think,125.02,125.22
if,if,125.219999,125.359999
we,we,125.359999,125.499999
work,work,125.5,125.8
together,together,125.799999,126.389999
if,if,126.67,126.89
we,we,126.89,127.06
overcome,overcome,127.09,128.01
the,the,128.09,128.29
divisiveness,<unk>,128.29999999999998,129.07999999999998
that,that,129.62,129.88
sometimes,sometimes,129.88,130.53
sets,sets,130.54,130.97
Americans,americans,130.97,131.6
against,against,131.6,132.15
one,one,132.15,132.32
another,another,132.32,132.76999999999998
and,and,133.12,133.32
instead,instead,133.32,134.03
we,we,134.21,134.46
make,make,134.46,134.72
some,some,134.72,134.93
big,big,134.929999,135.16999900000002
goals,goals,135.179999,135.799999
and,and,135.82,135.98
I've,i've,135.98,136.14999999999998
set,set,136.15,136.4
forth,forth,136.4,136.76000000000002
some,some,136.76,136.92999999999998
big,big,136.929999,137.13999900000002
goals,goals,137.15,137.59
getting,getting,137.59,137.84
the,the,137.84,137.9
economy,economy,137.9,138.43
to,to,138.429999,138.529999
work,work,138.53,138.76
for,for,138.759999,138.919999
everyone,everyone,138.92,139.42999999999998
not,not,139.63,139.89
just,just,139.889999,140.099999
those,those,140.099999,140.359999
at,at,140.36,140.47000000000003
the,the,140.469999,140.57999900000002
top,top,140.58,141.10000000000002
making,making,141.4,141.89000000000001
sure,sure,141.889999,142.39999899999998
that,that,142.4,142.61
we,we,142.609999,142.829999
have,have,142.82999999999998,143.32
the,the,143.529999,143.689999
best,best,143.699999,144.009999
education,education,144.07,144.69
system,system,144.690001,145.160001
from,from,145.16,145.4
preschool,preschool,145.41,146.17
through,through,146.18,146.4
college,college,146.4,146.92000000000002
and,and,147.1,147.28
making,making,147.28,147.61
it,it,147.61,147.72000000000003
affordable,affordable,147.72,148.39
and,and,148.66,148.88
so,so,148.88,149.07999999999998
much,much,149.08,149.34
else,else,149.34,149.75
If,if,149.92,150.17
we,we,150.17,150.39
set,set,150.39,150.64
those,those,150.64,150.89
goals,goals,150.92,151.42999999999998
and,and,151.46,151.72
we,we,151.72,152.03
go,go,152.04,152.35999999999999
together,together,152.4,152.95000000000002
to,to,152.98,153.13
try,try,153.139999,153.45999899999998
to,to,153.46,153.58
achieve,achieve,153.58,154.0
them,them,154.0,154.22
there's,there's,154.429999,154.649999
nothing,nothing,154.66,155.16
in,in,155.21,155.4
my,my,155.4,155.59
opinion,opinion,155.59,156.13
that,that,156.42,156.58999999999997
America,america,156.59,157.06
can't,can't,157.08,157.38000000000002
do,do,157.38,157.65
So,so,157.91,158.10999999999999
that's,that's,158.11,158.39000000000001
why,why,158.389999,158.599999
I,i,158.639999,158.889999
hope,hope,158.889999,159.30999899999998
that,that,159.339999,159.559999
we,we,159.57,159.87
will,will,159.87,160.35
come,come,160.690001,161.010001
together,together,161.01,161.44
in,in,161.440001,161.530001
this,this,161.529999,161.869999
campaign,campaign,161.91,162.62
Obviously,obviously,162.99,163.74
I'm,i'm,163.78,163.99
hoping,hoping,163.99,164.48000000000002
to,to,164.48,164.64999999999998
earn,earn,164.65,164.88
your,your,164.88,165.06
vote,vote,165.07,165.51
I'm,i'm,165.84,166.05
hoping,hoping,166.05,166.42000000000002
to,to,166.42,166.53
be,be,166.53,166.65
elected,elected,166.65,167.19
in,in,167.19,167.32999999999998
November,november,167.33,167.97
and,and,168.22,168.44
I,i,168.44,168.52
can,can,168.52,168.69
promise,promise,168.69,169.16
you,you,169.16,169.41
I,i,169.45,169.67
will,will,169.67,169.83999999999997
work,work,169.84,170.14000000000001
with,with,170.139999,170.329999
every,every,170.349999,170.689999
American,american,170.69,171.17
I,i,171.19,171.31
want,want,171.309999,171.479999
to,to,171.48,171.54999999999998
be,be,171.559999,171.969999
the,the,172.01,172.14999999999998
president,president,172.15,172.73000000000002
for,for,172.74,172.93
all,all,172.929999,173.149999
Americans,americans,173.15,173.85
regardless,regardless,174.07,174.72
of,of,174.719999,174.879999
your,your,174.88,175.07
political,political,175.08,175.65
beliefs,beliefs,175.65,176.29
where,where,176.299999,176.47999900000002
you,you,176.48,176.64999999999998
come,come,176.65,176.92000000000002
from,from,176.92,177.32
what,what,177.32,177.5
you,you,177.5,177.63
look,look,177.63,177.88
like,like,177.88,178.22
your,your,178.219999,178.369999
religion,religion,178.369999,178.94999900000002
I,i,179.289999,179.399999
want,want,179.4,179.58
us,us,179.57999999999998,179.70999999999998
to,to,179.709999,179.82999900000002
heal,heal,179.82999999999998,180.2
our,our,180.199999,180.329999
country,country,180.33,180.74
and,and,180.74,180.85000000000002
bring,bring,180.85,181.03
it,it,181.03,181.17
together,together,181.17,181.64999999999998
because,because,182.06,182.41
that's,that's,182.41,182.74
I,i,182.74,182.84
think,think,182.87,183.16
the,the,183.18,183.34
best,best,183.35,183.68
way,way,183.68,183.9
for,for,183.9,184.05
us,us,184.05,184.20000000000002
to,to,184.2,184.29999999999998
get,get,184.3,184.45000000000002
the,the,184.45,184.54999999999998
future,future,184.55,185.08
that,that,185.3,185.46
our,our,185.46,185.57000000000002
children,children,185.57,186.04
and,,,
our,our,186.18,186.27
grandchildren,grandchildren,186.27,186.87
deserve,deserve,186.87,187.41
Secretary,secretary,187.63,187.94
Clinton,clinton,187.94,188.3
thank,thank,188.3,188.53
you,you,188.53,188.64000000000001
Mr,mr,188.639999,188.83999899999998
Trump,trump,188.84,189.07
you,,,
have,,,
two,two,189.3,189.41000000000003
minutes,minutes,189.41,189.75
Well,well,190.32,190.6
I,i,190.599999,190.699999
actually,actually,190.7,191.08999999999997
agree,agree,191.09,191.34
with,with,191.34,191.58
that,that,191.58,191.82000000000002
I,,,
agree,agree,192.219999,192.549999
with,with,192.55,192.88000000000002
everything,everything,193.549999,193.97999900000002
she,she,193.98,194.16
said,said,194.16,194.5
I,i,195.469999,195.609999
began,began,195.61,196.38000000000002
this,this,196.49,196.79000000000002
campaign,campaign,196.789999,197.48999899999998
because,because,198.0,198.41
I,i,198.41,198.5
was,was,198.5,198.7
so,so,198.7,198.92999999999998
tired,tired,198.93,199.54000000000002
of,of,199.58,199.78
seeing,seeing,199.78,200.28
such,such,200.3,200.61
foolish,foolish,200.61,201.21
things,things,201.25,201.59
happen,happen,201.59,201.89000000000001
to,to,201.89,201.98
our,our,201.98,202.11999999999998
country,country,202.12,202.58
This,this,203.25,203.45
is,,,
a,a,203.59,203.68
great,great,203.7,203.98
country,country,203.98,204.48
This,this,204.52,204.71
is,,,
a,,,
great,great,204.92,205.22
land,land,205.22,205.69
I've,i've,206.13,206.38
gotten,gotten,206.38,206.6
to,,,
know,know,206.67,206.82999999999998
the,the,206.83,206.95000000000002
people,people,206.95,207.29
of,of,207.29,207.41
the,the,207.41,207.49
country,country,207.49,207.92000000000002
over,over,207.92,208.11999999999998
the,the,208.12,208.22
last,last,208.219999,208.869999
year,year,208.92,209.17
and,and,209.17,209.26999999999998
a,a,209.27,209.34
half,half,209.34,209.66
that,that,209.66,209.84
I've,i've,209.84,209.99
been,been,209.99,210.29000000000002
doing,doing,210.809999,211.16999900000002
this,this,211.17,211.41
as,as,211.45,211.69
a,a,211.69,211.8
politician,politician,211.82,212.63
I,i,213.0,213.15
cannot,cannot,213.15,213.53
believe,believe,213.53,213.81
I'm,i'm,213.809999,213.949999
saying,saying,213.95,214.22
that,that,214.219999,214.349999
about,about,214.35,214.63
myself,myself,214.629999,215.04999899999999
but,but,215.049999,215.209999
I,i,215.209999,215.279999
guess,guess,215.279999,215.549999
I,i,215.549999,215.60999900000002
have,have,215.619999,215.809999
been,been,215.809999,215.949999
a,a,215.949999,215.999999
politician,politician,216.04,216.70999999999998
And,and,217.29,217.6
my,my,217.6,217.79
whole,whole,217.79,218.04
concept,concept,218.07,218.81
was,was,219.29,219.72
to,to,219.74,219.93
make,make,219.94,220.22
America,america,220.23,220.70999999999998
great,great,220.71,220.99
again,again,220.99,221.38
When,when,221.38,221.54999999999998
I,i,221.55,221.63000000000002
watch,watch,221.63,222.21
the,the,222.67,223.29
deals,deals,223.3,223.82000000000002
being,being,223.82,224.12
made,made,224.12,224.44
when,when,224.44,224.59
I,i,224.59,224.68
watch,watch,224.69,225.12
what's,what's,225.16,225.39
happening,happening,225.389999,225.89999899999998
with,with,225.9,226.28
some,some,226.95,227.2
horrible,horrible,227.2,227.64
things,things,227.65,228.01000000000002
like,like,228.009999,228.229999
Obamacare,<unk>,228.359999,228.809999
where,where,228.98,229.07999999999998
your,your,229.08,229.35000000000002
health,health,229.36,229.62
insurance,insurance,229.62,230.17000000000002
and,and,230.17,230.42999999999998
health,health,230.7,230.95999999999998
care,care,230.96,231.16
is,is,231.16,231.29999999999998
going,going,231.299999,231.589999
up,up,231.589999,231.729999
by,by,231.74,231.91
numbers,numbers,231.91,232.38
that,that,232.389999,232.58999899999998
are,are,232.59,232.69
astronomical,astronomical,232.73,233.57999999999998
68,<unk>,233.57999999999998,234.10999999999999
percent,percent,234.109999,234.669999
59,<unk>,234.939999,235.469999
percent,percent,235.64,236.22
71,<unk>,236.4,237.0
percent,percent,237.17,237.80999999999997
when,when,238.45,238.69
I,i,238.69,238.77
look,look,238.77,238.95000000000002
at,at,238.95,239.07999999999998
the,the,239.08,239.21
Iran,iran,239.21,239.59
deal,deal,239.59,239.9
and,and,239.9,240.02
how,how,240.02,240.17000000000002
bad,bad,240.17,240.45
a,a,240.45,240.53
deal,deal,240.53,240.77
it,it,240.77,240.89000000000001
is,is,240.89,241.05999999999997
for,for,241.06,241.27
us,us,241.27,241.55
it's,it's,241.56,241.76
a,a,241.76,241.82999999999998
one,one,241.83,242.08
sided,sided,242.08,242.58
transaction,transaction,242.59,243.41
where,where,243.889999,244.08999899999998
we're,we're,244.09,244.21
giving,giving,244.21,244.55
back,back,244.55,244.8
150,<unk>,245.5,245.59
billion,billion,245.59,245.98
to,to,246.48,246.84
a,a,247.219999,247.359999
terrorist,terrorist,247.36,247.78
state,state,247.78,248.14000000000001
really,really,248.2,248.60999999999999
the,the,248.65,248.75
number,number,248.75,249.01
one,one,249.009999,249.249999
terror,terror,249.25,249.55
state,state,249.549999,249.87999900000003
we've,we've,249.9,250.11
made,made,250.109999,250.30999899999998
them,them,250.309999,250.439999
a,a,250.440001,250.500001
strong,strong,250.5,250.83
country,country,250.82999999999998,251.30999999999997
from,from,251.74,252.01000000000002
really,really,252.01,252.25
a,a,252.25,252.28
very,very,252.28,252.55
weak,weak,252.55,252.73000000000002
country,country,252.75,253.15
just,just,253.15,253.37
three,three,253.37,253.59
years,years,253.59,253.84
ago,ago,253.84,254.20000000000002
When,when,254.97,255.21
I,i,255.21,255.29000000000002
look,look,255.31,255.51
at,at,255.51,255.64
all,all,255.64,255.92999999999998
of,of,255.93,256.08
the,the,256.08,256.19
things,things,256.19,256.67
that,,,
I,i,256.8,256.89
see,see,256.9,257.19
and,and,257.19,257.33
all,all,257.33,257.49
of,of,257.49,257.63
the,the,257.63,257.71
potential,potential,258.04,258.58000000000004
that,that,258.58,258.72999999999996
our,our,258.73,258.85
country,country,258.85,259.21000000000004
has,has,259.22,259.45000000000005
we,we,259.45,259.56
have,have,259.56,259.69
such,such,259.69,259.93
tremendous,tremendous,259.93,260.62
potential,potential,260.63,261.26
whether,whether,261.78,262.13
it's,it's,262.13,262.33
in,in,262.33,262.69
business,business,262.98,263.52000000000004
and,and,263.52,263.7
trade,trade,263.7,264.13
where,where,264.13,264.29
we're,we're,264.29,264.42
doing,doing,264.42,264.66
so,so,264.66,264.86
badly,badly,264.86,265.39
Last,last,266.09,266.5
year,year,266.5,266.66
we,we,266.66,266.81
had,had,266.809999,266.999999
almost,almost,267.139999,267.689999
800,<unk>,267.699999,268.039999
billion,billion,268.879999,269.389999
trade,trade,269.690001,269.940001
deficit,deficit,269.940001,270.440001
In,,,
other,other,270.61,270.72
words,words,270.72,271.12
trading,trading,271.52,271.90999999999997
with,with,271.91,272.1
other,other,272.1,272.33000000000004
countries,countries,272.33,272.84
We,we,272.84,272.94
had,had,272.95,273.09999999999997
an,an,273.1,273.23
800,<unk>,273.36,273.65000000000003
billion,billion,274.86,275.42
deficit,deficit,275.74,276.37
It's,it's,276.44,276.63
hard,hard,276.63,276.83
to,to,276.83,276.93
believe,believe,276.93,277.27
Inconceivable,inconceivable,277.31,278.3
You,you,278.639999,278.78999899999997
say,say,278.79,278.97
who's,who's,278.97,279.20000000000005
making,making,279.2,279.53
these,these,279.53,279.75
deals,deals,279.75,280.55
We're,we're,280.639999,280.749999
going,going,280.75,280.85
the,,,
make,make,280.91,281.06
great,great,281.059999,281.27999900000003
deals,deals,281.559999,281.899999
We're,we're,281.9,282.0
going,going,282.0,282.1
to,to,282.099999,282.119999
have,have,282.12,282.21
a,a,282.21,282.25
strong,strong,282.25,282.61
border,border,282.61,283.04
We're,we're,283.65,283.77
going,going,283.77,283.87
to,to,283.87,283.9
bring,bring,283.9,284.13
back,back,284.13,284.37
law,law,284.37,284.6
and,,,
order,order,284.69,285.06
Just,just,285.559999,285.869999
today,today,285.87,286.34000000000003
policemen,policemen,286.98,287.55
was,was,287.549999,287.659999
shot,shot,287.66,288.05
two,two,288.190001,288.790001
killed,killed,288.98,289.48
And,and,290.16,290.33000000000004
this,this,290.33,290.46
is,is,290.46,290.59
happening,happening,290.59,291.01
on,on,291.01,291.12
a,a,291.12,291.18
weekly,weekly,291.18,291.52
basis,basis,291.52,292.2
We,we,292.65,292.84
have,have,292.84,293.02
to,to,293.02,293.13
bring,bring,293.13,293.37
back,back,293.38,293.79
respect,respect,294.54,295.15000000000003
to,to,295.41,295.75
law,law,295.77,296.02
enforcement,enforcement,296.02,296.64
At,at,297.02,297.09999999999997
the,the,297.099999,297.179999
same,same,297.179999,297.409999
time,time,297.41,297.6
we,we,297.599999,297.659999
have,have,297.67,297.81
to,to,297.82,297.95
take,take,297.95,298.13
care,care,298.13,298.32
of,of,298.32,298.39
people,people,298.42,298.74
on,,,
all,all,298.849999,298.999999
sides,sides,299.0,299.3
We,we,299.3,299.42
need,need,299.42,299.61
justice,justice,299.61,300.44
But,but,301.049999,301.33999900000003
I,i,301.42,301.61
want,want,301.61,301.88
to,to,301.88,302.13
do,do,302.29,302.59000000000003
things,things,302.589999,303.059999
that,that,303.059999,303.329999
haven't,haven't,303.36,303.68
been,been,303.679999,303.859999
done,done,303.86,304.07
including,including,304.07,304.65999999999997
fixing,fixing,304.789999,305.27999900000003
and,and,305.279999,305.569999
making,making,305.709999,306.089999
our,our,306.09,306.26
inner,inner,306.26,306.5
cities,cities,306.5,306.83
better,better,306.83,307.09
for,for,307.1,307.19
the,the,307.19,307.31
African,african,307.31,307.7
American,american,307.7,308.25
citizens,citizens,308.71,309.23999999999995
that,that,309.24,309.37
are,are,309.37,309.42
so,so,309.42,309.63
great,great,309.63,310.09
and,and,310.42,310.62
for,for,310.62,310.74
the,the,310.74,310.86
Latinos,latinos,310.96000000000004,311.75
Hispanics,hispanics,311.81,312.63
and,and,313.12,313.38
I,i,313.73,313.86
look,look,313.86,314.01
forward,forward,314.01,314.3
to,to,314.3,314.38
doing,doing,314.38,314.6
it,,,
It's,,,
called,,,
make,make,315.179999,315.749999
America,america,316.02,316.84999999999997
great,great,316.91,317.25
again,again,317.25,317.62
Thank,thank,317.73,317.91
you,you,317.91,317.98
Mr,mr,317.98,318.22
Trump,trump,318.219999,318.59999899999997
The,the,319.16,319.31
question,question,319.309999,319.639999
from,from,319.639999,319.799999
Patrice,patrice,319.799999,320.259999
was,was,320.259999,320.419999
about,about,320.42,320.85
are,are,320.92,321.07
you,you,321.07,321.18
both,both,321.179999,321.429999
modeling,modeling,321.429999,321.859999
positive,positive,321.86,322.33000000000004
and,and,322.33,322.40999999999997
appropriate,appropriate,322.41,322.86
behavior,behavior,322.859999,323.359999
for,for,323.379999,323.629999
today's,today's,323.629999,323.969999
youth,youth,324.01,324.4
We,we,324.89,325.08
received,received,325.15,325.44
a,a,325.44,325.46999999999997
lot,lot,325.47,325.69000000000005
of,of,325.69,325.77
questions,questions,325.77,326.2
online,online,326.21,326.63
Mr,mr,326.64,326.87
Trump,trump,326.87,327.08
about,about,327.09,327.32
the,the,327.32,327.39
tape,tape,327.39,327.66999999999996
that,that,327.67,327.79
was,was,327.79,327.92
released,released,327.92,328.23
on,on,328.23,328.34000000000003
Friday,friday,328.35,328.66
as,as,328.66,328.77000000000004
you,you,328.77,328.87
can,can,328.87,328.96
imagine,imagine,328.96,329.53999999999996
You,you,329.91,330.13000000000005
called,called,330.16,330.45000000000005
what,,,
you,you,330.56,330.71
said,said,330.71,331.10999999999996
locker,locker,331.16,331.53000000000003
room,room,331.53,331.71999999999997
banter,banter,331.73,332.18
You,you,332.32,332.44
described,described,332.44,332.82
kissing,kissing,332.83,333.15
women,women,333.15,333.42999999999995
without,without,333.429999,333.71999900000003
consent,consent,333.719999,334.22999899999996
grabbing,grabbing,334.26,334.64
their,their,334.639999,334.759999
genitals,genitals,334.76,335.39
That,that,335.53,335.91999999999996
is,is,336.04,336.19
sexual,sexual,336.2,336.59
assault,assault,336.59,337.09999999999997
You,you,337.59,337.78
bragged,bragged,337.78,338.15999999999997
that,that,338.17,338.28000000000003
you,you,338.28,338.4
have,have,338.4,338.51
sexually,sexually,338.509999,338.929999
assaulted,assaulted,338.929999,339.409999
women,women,339.41,339.76000000000005
Do,do,340.0,340.07
you,you,340.07,340.15
understand,understand,340.15,340.59999999999997
that,that,340.6,340.8
No,no,341.369999,341.509999
I,i,341.51,341.56
didn't,didn't,341.559999,341.809999
say,say,341.809999,342.019999
that,that,342.029999,342.16999899999996
at,at,342.17,342.23
all,,,
I,,,
don't,,,
think,think,342.8,343.02000000000004
you,you,343.02,343.2
understood,understood,343.2,343.74
what,what,343.77,344.0
was,was,344.0,344.17
this,this,344.37,344.58
was,was,344.58,344.84999999999997
locker,locker,344.85,345.23
room,room,345.23,345.54
talk,talk,345.58,345.97999999999996
I'm,i'm,346.86,347.03000000000003
not,not,347.03,347.2
proud,proud,347.2,347.49
of,of,347.49,347.62
it,it,347.62,347.79
I,i,348.18,348.5
apologize,apologize,348.5,349.18
to,to,349.18,349.29
my,my,349.29,349.42
family,family,349.42,349.85
I,i,349.85,349.94
apologize,apologize,349.95,350.62
to,to,350.62,350.81
the,the,350.809999,350.909999
American,american,350.91,351.32000000000005
people,people,351.32,351.71999999999997
Certainly,certainly,351.96,352.4
I'm,i'm,352.4,352.53999999999996
not,not,352.54,352.71000000000004
proud,proud,352.71,352.97999999999996
of,of,352.98,353.11
it,it,353.11,353.27000000000004
But,but,353.679999,354.02999900000003
this,this,354.03,354.23999999999995
is,is,354.25,354.52
locker,locker,354.55,354.94
room,room,354.94,355.19
talk,talk,355.19,355.49
You,you,355.49,355.58
know,know,355.58,355.7
when,when,355.7,355.89
we,we,355.889999,356.029999
have,have,356.03,356.16999999999996
a,a,356.17,356.24
world,world,356.24,356.75
where,where,357.17,357.35
you,you,357.349999,357.50999900000005
have,have,357.509999,357.679999
ISIS,isis,357.679999,358.119999
chopping,chopping,358.119999,358.539999
off,off,358.539999,358.729999
heads,heads,358.73,359.21000000000004
where,where,359.32,359.63
you,you,359.629999,359.869999
have,have,359.869999,360.249999
and,and,360.31,360.56
frankly,frankly,360.57,361.02
drowning,drowning,361.029999,361.529999
people,people,361.53,361.82
in,in,361.82,361.94
steel,steel,361.94,362.25
cages,cages,362.25,362.78
where,where,362.78,362.9
you,you,362.9,363.08
have,have,363.09,363.53
wars,wars,364.04,364.64000000000004
and,and,364.88,365.2
horrible,horrible,365.37,366.03000000000003
horrible,horrible,366.03,366.46999999999997
sights,sights,366.48,366.86
all,all,366.86,367.06
over,over,367.06,367.4
where,where,367.79,367.94
you,you,367.94,368.1
have,have,368.099999,368.26999900000004
so,so,368.27,368.45
many,many,368.45,368.67
bad,bad,368.67,369.02000000000004
things,things,369.02,369.33
happening,happening,369.33,369.81
this,this,369.809999,369.959999
is,is,369.969999,370.09999899999997
like,like,370.099999,370.309999
medieval,medieval,370.309999,370.699999
times,times,370.7,371.09
We,we,371.09,371.2
haven't,haven't,371.21,371.45
seen,seen,371.45,371.65999999999997
anything,anything,371.66,372.07000000000005
like,like,372.07,372.24
this,this,372.24,372.43
the,the,372.429999,372.549999
carnage,carnage,372.55,373.03000000000003
all,all,373.03,373.16999999999996
