Yesterday,yesterday,0.4,0.92
rigged,rigged,34.440000999999995,34.690000999999995
And,,,
it,it,34.869999,34.979999
was,was,34.980000000000004,35.150000000000006
only,only,35.15,35.44
that,that,35.440000999999995,35.63000099999999
I,i,35.629999,35.699999
was,was,35.699999,35.919999
winning,winning,35.92,36.18
by,by,36.18,36.33
so,so,36.33,36.55
much,much,36.559999000000005,36.889999
I,i,36.91,36.98
was,was,36.980000000000004,37.17
winning,winning,37.17,37.4
in,in,37.4,37.5
landslides,,,
every,every,38.11,38.35
week,week,38.35,38.59
And,and,38.59,38.790000000000006
if,if,39.03,39.24
I,i,39.24,39.330000000000005
weren't,weren't,39.34,39.81
I,i,39.82,39.97
wouldn't,wouldn't,39.97,40.21
have,have,40.21,40.300000000000004
been,been,40.3,40.449999999999996
able,able,40.45,40.620000000000005
to,to,40.62,40.72
do,do,40.72,40.92
it,it,40.92,41.04
because,because,41.05,41.419999999999995
it,,,
was,was,41.55,41.83
dictated,dictated,41.980000000000004,42.49
by,by,42.49,42.59
the,the,42.59,42.720000000000006
bosses,bosses,42.72,43.199999999999996
But,but,43.22,43.44
you,you,43.75,43.89
know,know,43.89,43.99
what,what,43.99,44.17
I'm,,,
happy,happy,44.62,44.94
with,with,44.94,45.14
it,it,45.139999,45.309999000000005
It's,it's,45.34,45.57
like,like,45.57,45.76
a,a,45.76,45.82
boxer,boxer,45.83,46.199999999999996
You,you,46.2,46.300000000000004
have,have,46.3,46.419999999999995
to,to,46.42,46.52
go,go,46.519999999999996,46.669999999999995
and,and,46.67,46.800000000000004
you,you,46.8,46.86
have,have,46.86,47.0
to,to,47.0,47.11
knock,knock,47.11,47.37
out,out,47.37,47.54
the,the,47.54,47.66
opponent,opponent,47.66,48.16
We,we,48.36,48.57
won,won,48.57,48.78
so,so,48.79,48.98
many,many,48.980000000000004,49.21
landslide,landslide,49.21,49.87
states,states,49.87,50.21
especially,especially,50.21,50.76
the,the,50.759999,50.869999
last,last,50.87,51.15
seven,seven,51.15,51.46
or,or,51.46,51.63
eight,eight,51.63,51.85
that,that,52.359999,52.849999000000004
you,you,53.42,53.54
know,know,53.539999,53.659999
there,there,53.66,53.76
was,was,53.760000000000005,53.910000000000004
nothing,nothing,53.91,54.199999999999996
much,much,54.199999,54.419999
they,they,54.42,54.56
could,could,54.56,54.7
do,do,54.7,54.82
about,about,54.82,55.02
it,it,55.27,55.290000000000006
But,,,
it's,it's,55.29,55.51
not,not,55.54,55.74
a,a,55.74,55.78
good,good,55.78,55.96
system,system,55.96,56.04
You,,,
know,,,
you,you,56.05,56.209999999999994
complained,complained,56.21,56.68
about,about,56.68,56.92
the,the,56.93,57.07
system,system,57.07,57.45
a,a,57.45,57.52
lot,lot,57.52,57.790000000000006
I'm,i'm,57.79,57.93
curious,curious,57.94,58.379999999999995
are,are,58.64,58.76
you,you,58.76,58.9
now,now,58.93,59.1
more,more,59.1,59.36
open,open,59.36,59.71
to,to,59.71,59.9
same,same,59.9,60.18
day,day,60.18,60.33
voter,voter,60.34,60.580000000000005
registration,registration,60.58,61.33
allowing,allowing,61.33,61.739999999999995
independents,independents,61.74,62.24
to,to,62.24,62.370000000000005
vote,vote,62.37,62.629999999999995
in,in,62.63,62.81
any,any,62.809999,63.019999
primary,primary,63.019999999999996,63.459999999999994
they,they,63.46,63.61
want,want,63.61,63.97
Are,are,64.28,64.39
you,you,64.389999,64.549999
going,going,64.55,64.66
to,to,64.66,64.67999999999999
be,be,64.679999,64.799999
somebody,somebody,64.8,65.09
that's,that's,65.09,65.13000000000001
going,going,65.16,65.27
to,to,65.27,65.33
advocate,advocate,65.34,65.87
for,for,65.87,66.01
those,those,66.009999,66.16999899999999
positions,positions,66.19,66.66
now,now,66.67,66.77
to,to,66.77,66.86
make,make,66.86,67.01
it,it,67.009999,67.129999
easier,easier,67.13,67.44999999999999
to,to,67.45,67.57000000000001
vote,vote,67.57,67.89999999999999
since,since,67.9,68.10000000000001
your,your,68.099999,68.269999
voters,voters,68.27,68.66
had,had,68.66,68.78
a,a,68.78,68.83
hard,hard,68.83,69.03999999999999
time,time,69.03999999999999,69.35
Well,well,70.67,70.81
you,you,70.809999,70.939999
can't,can't,70.940001,71.170001
expand,expand,71.17,71.54
the,the,71.539999,71.61999899999999
party,party,71.619999,71.949999
that,that,71.94999899999999,72.10999899999999
way,way,72.109999,72.329999
And,and,72.33,72.44
you,you,72.45,72.56
know,know,72.56,72.73
we've,we've,72.73,72.96000000000001
done,done,72.96,73.13
it,it,73.13,73.24
both,both,73.24,73.49
ways,ways,73.49,73.75999999999999
I've,i've,73.8,73.98
always,always,73.98,74.27000000000001
done,done,74.27,74.5
better,better,74.5,74.75
when,when,74.75,74.98
independents,independents,75.0,75.69
could,could,75.94,76.14
cross,cross,76.14,76.44
over,over,76.44,76.71
and,and,76.71,76.80999999999999
frankly,frankly,76.82,77.33
when,when,77.67,77.87
Democrats,democrats,77.87,78.48
could,could,78.48,78.64
cross,cross,78.64,78.95
over,over,78.95,79.15
You,you,79.15,79.25
know,know,79.25,79.36
in,in,79.36,79.48
New,new,79.48,79.60000000000001
York,york,79.6,79.94
when,when,79.94,80.12
we,we,80.12,80.24000000000001
were,were,80.24,80.33999999999999
doing,doing,80.34,80.62
the,the,80.62,80.7
voting,voting,80.7,81.12
they,they,81.389999,81.75999900000001
interviewed,interviewed,81.8,82.36
a,a,82.36,82.38
lot,lot,82.38,82.55
of,,,
people,people,82.59,82.91
interviewed,interviewed,82.91,83.42999999999999
the,the,83.429999,83.49999899999999
people,people,83.63,83.82
at,at,83.82,83.89999999999999
the,the,83.9,84.0
voting,voting,84.0,84.33
booths,booths,84.33,84.53999999999999
that,that,84.53999999999999,84.72
you,you,84.74,84.85
know,know,84.849999,84.959999
manned,manned,84.969999,85.239999
the,the,85.24,85.32
voting,voting,85.32,85.61
booths,booths,85.61,85.7
And,,,
they,,,
were,,,
saying,,,
that,,,
they've,,,
never,,,
seen,,,
anything,,,
like,,,
it,,,
Well,well,85.83,85.98
they,they,85.98,86.06
banned,banned,86.059999,86.269999
same,same,86.48,86.63000000000001
day,day,86.63,86.75999999999999
you,you,86.91,86.92999999999999
realize,realize,86.92999999999999,87.16
that,that,87.16,87.3
in,in,87.91,88.06
New,new,88.059999,88.129999
York,york,88.129999,88.469999
had,had,88.469999,88.619999
there,there,88.619999,88.70999900000001
been,been,88.709999,88.879999
same,same,88.879999,89.099999
day,day,89.1,89.22999999999999
voter,voter,89.23,89.45
registration,registration,89.44999899999999,90.149999
those,those,90.16,90.36999999999999
people,people,90.37,90.60000000000001
could,could,90.6,90.75
have,have,90.76,90.84
voted,voted,90.84,91.19
So,so,91.59,91.71000000000001
are,are,91.71,91.77999999999999
you,you,91.78,91.92
for,for,91.93,92.14
that,that,92.14,92.35
Well,well,92.35,92.50999999999999
I'll,i'll,92.51,92.58
tell,tell,92.58,92.72
you,you,92.72,92.84
what,what,92.84,93.12
But,but,93.42,93.60000000000001
they,they,93.6,93.77
said,said,93.79,94.05000000000001
that,that,94.06,94.25
they've,they've,94.28,94.52
never,never,94.52,94.78
seen,seen,94.78,95.03
so,so,95.03,95.2
many,many,95.2,95.41
Democrats,democrats,95.41,96.13
wanting,wanting,96.17,96.5
to,to,96.5,96.58
vote,vote,96.58,96.78999999999999
for,for,96.79,96.91000000000001
Trump,trump,96.91,97.22
They,they,97.47,97.62
were,were,97.62,97.75
by,by,97.75,97.92
the,the,97.93,98.06
thousands,thousands,98.059999,98.699999
And,and,98.73,98.91000000000001
I,i,98.91,98.97999999999999
will,will,98.98,99.17
say,say,99.17,99.39
this,this,99.389999,99.909999
On,on,100.01,100.2
Election,election,100.21000000000001,100.61000000000001
Day,day,100.61,100.77
we're,we're,100.77,100.89
going,going,100.889999,100.999999
to,to,101.0,101.06
do,do,101.059999,101.199999
very,very,101.2,101.46000000000001
well,well,101.46000000000001,101.67
in,in,101.67,101.77
New,new,101.77,101.85
York,york,101.849999,102.05999899999999
But,but,102.059999,102.199999
the,the,102.2,102.29
people,people,102.28999999999999,102.60999999999999
were,were,102.61,102.73
saying,saying,102.73,103.0
to,to,103.0,103.11
the,the,103.11,103.22
press,press,103.219999,103.579999
that,that,103.849999,104.039999
they'd,,,
never,never,104.24,104.53999999999999
seen,seen,104.53999999999999,104.74
anything,anything,104.74,105.11
like,like,105.11,105.28
it,it,105.28,105.4
They've,they've,105.4,105.54
been,been,105.53999999999999,105.66999999999999
there,there,105.67,105.82000000000001
for,for,105.82,105.94
30,<unk>,105.94,106.62
and,,,
40,,,
years,years,106.629999,106.849999
doing,,,
this,,,
kind,,,
of,,,
stuff,,,
But,,,
you're,you're,106.879999,107.039999
not,not,107.039999,107.22999899999999
but,,,
I'm,,,
just,,,
curious,curious,107.869999,108.12999900000001
where,,,
Democrats,democrats,108.299999,108.889999
are,are,108.89,108.96
going,going,108.96,109.11999999999999
over,,,
do,,,
you,you,109.14,109.33
want,want,109.33,109.57
to,,,
see,see,109.64,109.83
the,the,109.83,109.96
voting,voting,109.96,110.47999999999999
laws,laws,110.53,111.02
changed,changed,111.05,111.46
to,to,111.47,111.58
make,make,111.58,111.77
it,it,111.77,111.89
easier,easier,111.89,112.2
to,to,112.2,112.3
vote,vote,112.3,112.57
I,i,114.29,114.44000000000001
want,want,114.44,114.64999999999999
to,,,
see,see,114.73,115.06
voting,voting,115.08,115.46
laws,laws,115.46,115.92999999999999
so,so,115.98,116.25
that,that,116.25,116.5
people,people,116.5,117.04
that,that,117.05,117.23
are,are,117.23,117.35000000000001
citizens,citizens,117.349999,117.94999899999999
can,can,117.95,118.14
vote,vote,118.139999,118.369999
Not,not,118.38,118.64999999999999
so,so,118.65,118.81
people,people,118.809999,119.159999
that,that,119.16,119.3
can,can,119.3,119.47
walk,walk,119.469999,119.689999
off,off,119.69,119.88
the,the,119.91,120.00999999999999
street,street,120.009999,120.269999
and,and,120.27,120.42999999999999
can,can,120.429999,120.58999899999999
vote,vote,120.59,120.84
or,or,120.84,120.97
so,so,120.969999,121.189999
that,that,121.19,121.41
illegal,illegal,121.42,121.69
immigrants,immigrants,122.11,122.23
can,can,122.23,122.25999999999999
vote,vote,122.25999999999999,122.28999999999999
So,so,122.28999999999999,122.31
you're,you're,122.31,122.34
not,,,
for,,,
same,,,
day,,,
voter,voter,122.53,122.73
registration,,,
No,no,123.37,123.58
no,no,123.58,123.75
I,i,123.75,123.89
want,,,
to,,,
make,make,124.190001,124.43000099999999
the,the,124.440001,124.57000099999999
voting,voting,124.57,124.97
laws,laws,124.969999,125.279999
so,so,125.289999,125.49999899999999
that,that,125.5,125.69
people,people,125.690001,126.18000099999999
that,that,126.190001,126.410001
it,it,126.64,126.79
doesn't,doesn't,126.79,127.12
make,make,127.12,127.30000000000001
any,any,127.3,127.49
difference,difference,127.49,127.85
how,how,127.85,128.03
they,they,128.03,128.21
do,do,128.21,128.39000000000001
it,it,128.39,128.52999999999997
But,but,128.85,129.04
I,i,129.04,129.1
don't,don't,129.1,129.26999999999998
think,think,129.27,129.46
people,people,129.46,129.8
should,should,129.8,130.04000000000002
sneak,sneak,130.04,130.32999999999998
in,in,130.33,130.46
through,through,130.46,130.66
the,the,130.67,130.76999999999998
cracks,cracks,130.77,131.34
You,you,131.63,131.78
have,have,131.78,131.98
to,to,131.98,132.0
have,have,132.17,132.42
And,and,132.43,132.6
whether,whether,132.6,132.84
that's,that's,132.84,133.09
an,an,133.09,133.24
ID,id,133.25,133.65
or,or,133.65,133.75
any,any,133.75,133.94
way,way,133.94,134.09
you,you,134.09,134.19
want,want,134.19,134.35999999999999
to,to,134.36,134.41000000000003
do,do,134.41,134.59
it,it,134.59,134.72
But,but,134.95,135.13
you,you,135.139999,135.26999899999998
have,have,135.27,135.41
to,to,135.41,135.52
be,be,135.52,135.66
a,a,135.66,135.71
citizen,citizen,135.71,136.20000000000002
to,to,136.2,136.32999999999998
vote,vote,136.33,136.61
Well,well,136.94,137.12
of,of,137.12,137.21
course,course,137.84,138.29
That,that,138.36,138.58
is,is,138.58,138.79000000000002
the,the,139.19,139.29
law,law,139.29,139.64
as,as,140.099999,140.289999
it,it,140.29,140.41
stands,stands,140.41,140.7
already,already,140.7,140.82999999999998
Let,let,141.049999,141.15999900000003
me,me,141.16,141.29999999999998
ask,,,
No,,,
it's,,,
not,,,
I,i,141.58,141.62
mean,mean,141.63,141.78
you,you,141.79,141.98
have,have,142.38,142.54
places,places,143.789999,144.23999899999998
where,where,144.24,144.37
people,people,144.37,144.66
just,just,144.76,144.89999999999998
walk,walk,144.9,145.13
in,in,145.13,145.25
and,and,145.25,145.41
vote,,,
We,we,145.41,145.53
don't,don't,145.53,145.73
have,have,145.73,145.89
a,a,145.89,145.92999999999998
lot,lot,145.93,146.11
of,,,
time,time,146.16,146.4
I,i,146.4,146.44
want,want,146.44,146.57
to,to,146.57,146.62
move,move,146.91,147.2
on,on,147.2,147.38
here,here,147.39,147.67
Let,let,147.7,147.79999999999998
me,me,147.8,147.89000000000001
talk,talk,148.41,148.62
about,about,148.63,148.93
the,the,149.38,149.51999999999998
Paul,paul,149.52,149.72
Ryan,ryan,149.72,149.98
situation,situation,149.98,150.6
Frankly,frankly,150.61,150.96
you,you,150.96,151.1
seem,seem,151.1,151.32
pretty,pretty,151.32,151.53
annoyed,annoyed,151.53,151.93
by,by,151.93,152.08
this,this,152.08,152.49
Are,are,152.57,152.73
you,you,152.73,152.92
No,no,154.21,154.61
It's,,,
just,just,155.05,155.25
the,the,155.25,155.33
way,way,155.33,155.48000000000002
it,it,155.48,155.57999999999998
is,is,155.58,155.82000000000002
I,i,156.17000000000002,156.29000000000002
don't,don't,156.29000000000002,156.44000000000003
think,think,156.44000000000003,156.48000000000002
it,it,156.65,156.71
hurts,hurts,156.71,156.98000000000002
me,me,156.99,157.13
at,at,157.13,157.24
all,all,157.24,157.53
And,and,157.53,157.74
I'd,i'd,158.599999,158.79999899999999
like,like,158.799999,158.959999
to,to,158.96,159.06
have,have,159.059999,159.219999
his,,,
support,support,159.33,159.76000000000002
but,but,159.78,159.93
if,if,159.929999,160.019999
he,he,160.02,160.10000000000002
doesn't,doesn't,160.1,160.35999999999999
want,want,160.359999,160.479999
to,,,
support,support,160.559999,160.959999
me,me,160.959999,161.10999900000002
that's,that's,161.109999,161.329999
fine,fine,161.32999999999998,161.73999999999998
And,and,161.75,161.98
we,we,162.23,162.39999999999998
have,have,162.4,162.51000000000002
to,to,162.52,162.62
go,go,162.62,162.77
about,about,162.77,163.11
it,it,163.11,163.23000000000002
Look,look,163.23,163.51
I'm,i'm,163.78,164.0
going,going,164.0,164.09
to,to,164.09,164.16
get,get,164.16,164.51
millions,millions,164.57,165.17
and,and,165.17,165.32
millions,millions,165.32,165.7
of,of,165.7,165.79999999999998
votes,votes,165.8,166.13000000000002
more,more,166.14,166.38
than,than,166.38,166.54
the,the,166.54,166.65
Republicans,republicans,166.65,167.41
would,would,167.41,167.57999999999998
have,have,167.59,167.77
gotten,gotten,167.77,168.21
If,if,168.54,168.72
you,you,168.72,168.88
look,look,168.88,169.07999999999998
at,at,169.08,169.19000000000003
the,the,169.19,169.28
numbers,numbers,169.28,169.76
I,i,169.78,170.24
think,think,170.26,170.59
right,right,170.59,170.83
now,now,170.83,171.06
or,or,171.059999,171.199999
I,i,171.2,171.26
will,will,171.26,171.48999999999998
be,be,171.49,171.64000000000001
this,this,171.639999,171.879999
week,week,171.88,172.13
or,or,172.13,172.24
next,next,172.24,172.54000000000002
week,week,172.54,172.76
in,in,173.389999,173.55999899999998
the,the,173.559999,173.649999
history,history,173.65,174.01000000000002
of,of,174.009999,174.139999
the,the,174.139999,174.219999
Republican,republican,174.219999,174.849999
Party,party,174.849999,175.169999
nobody,nobody,175.179999,175.589999
has,has,175.59,175.75
ever,ever,175.78,176.01
gotten,gotten,176.009999,176.339999
so,so,176.34,176.52
many,many,176.52,176.74
votes,votes,176.74,177.0
as,as,177.0,177.19
I,i,177.19,177.34
have,have,177.349999,177.589999
I've,i've,177.589999,177.709999
beaten,beaten,177.719999,178.229999
Eisenhower,eisenhower,178.6,179.48999999999998
and,,,
Nixon,nixon,179.57999999999998,180.21999999999997
and,and,180.24,180.48000000000002
Reagan,reagan,180.48,180.85
and,and,180.85,180.97
everybody,everybody,180.97,181.55
And,and,181.85,182.23999999999998
we,we,182.25,182.46
have,have,182.46,182.61
a,a,182.61,182.67000000000002
tremendous,tremendous,182.67,183.39
group,group,183.39,183.60999999999999
of,of,183.61,183.70000000000002
people,people,183.7,184.03
that's,that's,184.03,184.2
voting,voting,184.2,184.48
And,and,184.48,184.61999999999998
remember,remember,184.62,185.0
I,i,185.0,185.04
have,have,185.04,185.17
a,a,185.17,185.22
lot,lot,185.22,185.41
of,of,185.41,185.52
states,states,185.52,185.84
left,left,185.84,186.09
And,and,186.36,186.51000000000002
if,if,186.51,186.60999999999999
you,you,186.61,186.74
look,look,186.74,186.91
at,at,186.91,187.02
the,the,187.02,187.12
percentages,percentages,187.12,187.79
I'm,i'm,187.79,187.91
winning,winning,187.91,188.12
I,i,188.12,188.18
mean,mean,188.179999,188.28999900000002
I,i,188.29,188.35
got,got,188.349999,188.54999899999999
62,<unk>,188.55,189.05
percent,percent,189.05,189.48000000000002
in,in,189.48,189.59
New,new,189.59,189.71
York,york,189.71,190.1
and,and,190.099999,190.279999
I,i,190.48,190.6
got,got,190.599999,190.779999
these,these,190.78,191.03
massive,massive,191.03,191.48
numbers,numbers,191.48,191.81
all,all,191.809999,191.969999
over,over,191.969999,192.169999
And,and,192.17,192.32999999999998
I,i,192.33,192.34
have,have,192.34,192.46
three,three,192.46,192.69
candidates,candidates,192.69,193.24
I,i,193.24,193.35000000000002
was,was,193.349999,193.54999899999999
having,having,193.559999,193.809999
to,to,193.809999,193.899999
beat,beat,193.9,194.07
three,three,194.07,194.28
candidates,candidates,194.28,194.73
You,you,194.73,194.82999999999998
know,know,194.83,194.93
nobody,nobody,194.929999,195.269999
ever,ever,195.27,195.46
mentions,mentions,195.46,195.91
that,that,195.91,196.15
that,that,196.16,196.38
you,you,196.639999,196.80999899999998
get,get,196.809999,196.959999
62,<unk>,197.43,197.44
percent,percent,197.440001,197.780001
but,but,197.779999,197.899999
it's,it's,197.9,198.04
not,not,198.039999,198.17999899999998
against,against,198.18,198.41
just,just,198.41,198.65
one,one,198.65,198.85
person,person,198.85,199.21
It's,it's,199.21,199.35
against,against,199.35,199.79999999999998
in,in,200.02,200.17000000000002
this,this,200.17,200.35999999999999
case,case,200.36,200.60000000000002
three,three,200.6,200.95
And,,,
during,,,
the,,,
process,,,
And,,,
so,so,201.34,201.44
your,your,202.73,202.92999999999998
case,case,202.93,203.14000000000001
to,to,203.14,203.23999999999998
Paul,paul,203.24,203.43
Ryan,ryan,203.43,203.72
is,is,203.72,203.9
Hey,hey,203.9,204.16
the,the,204.17,204.28
voters,voters,204.28,204.62
have,have,204.62,204.75
decided,decided,204.75,205.25
Get,get,205.26,205.45999999999998
on,on,205.46,205.65
board,board,205.65,206.14000000000001
Well,well,208.03,208.26
I,i,208.26,208.32
would,would,208.32,208.48999999999998
say,say,208.49,208.71
that's,that's,208.71,208.95000000000002
true,true,208.96,209.25
I,i,209.25,209.28
mean,mean,209.33,209.46
to,to,209.469999,209.569999
be,be,209.57,209.73999999999998
honest,honest,209.74,210.01000000000002
I,i,210.009999,210.109999
like,like,210.11,210.35000000000002
Paul,paul,210.349999,210.609999
Ryan,ryan,210.61,210.86
I,i,210.86,210.93
think,think,210.94,211.07999999999998
he's,he's,211.08,211.23000000000002
a,a,211.23,211.28
very,very,211.28,211.5
good,good,211.5,211.7
guy,guy,211.7,212.03
He,he,212.04,212.23
called,called,212.23,212.48999999999998
me,me,212.49,212.61
three,three,212.61,212.86
weeks,weeks,212.86,213.10000000000002
ago,ago,213.099999,213.349999
and,and,213.349999,213.439999
he,he,213.44,213.51
was,was,213.509999,213.64999899999998
so,so,213.65,213.81
supportive,supportive,213.809999,214.339999
It,it,214.34,214.43
was,was,214.43,214.57
amazing,amazing,214.57,215.04
And,and,215.039999,215.129999
I,i,215.129999,215.289999
never,never,215.57999999999998,215.82999999999998
thought,thought,215.82999999999998,216.05999999999997
a,a,216.059999,216.119999
thing,thing,216.119999,216.319999
like,like,216.32,216.37
this,,,
I,i,216.66,216.71
got,got,216.71,216.91
blindsided,blindsided,216.91,217.54
by,by,217.54,217.67999999999998
this,,,
So,so,217.73,217.75
you're,,,
stunned,,,
You,you,217.77,217.92000000000002
feel,feel,217.92,218.10999999999999
blindsided,blindsided,218.11,218.67000000000002
by,by,218.67,218.82999999999998
him,him,218.83,218.97
No,no,219.2,219.56
I,i,219.56,219.66
would,would,219.66,219.85
say,say,219.85,220.04999999999998
stunned,stunned,220.05,220.43
is,is,220.43,220.57
a,a,220.57,220.64
little,little,220.64,220.83999999999997
bit,bit,220.84,221.16
it's,it's,221.33,221.57000000000002
politics,politics,221.57,222.14
I'm,i'm,222.14,222.29999999999998
never,never,222.3,222.54000000000002
stunned,stunned,222.54,222.82
by,by,222.82,222.93
anything,anything,222.93,223.28
that,that,223.29,223.4
happens,happens,223.41,223.77
in,in,223.77,223.91
politics,politics,223.91,224.41
But,but,224.41,224.6
so,so,225.639999,225.859999
I’m,i'm,225.86,226.0
not,not,226.0,226.33
yeah,yeah,226.57,226.75
I,i,226.75,226.82
was,was,226.82,227.03
blindsided,blindsided,227.03,227.61
a,a,227.61,227.64000000000001
little,little,227.639999,227.80999899999998
bit,bit,227.809999,227.939999
because,because,227.94,228.26
he,he,228.259999,228.359999
spoke,spoke,228.36,228.61
to,to,228.61,228.71
me,me,228.719999,228.819999
three,three,228.82,229.07
weeks,weeks,229.07,229.31
ago,ago,229.309999,229.589999
and,and,229.59,229.69
it,it,229.69,229.76
was,was,229.759999,229.889999
a,a,229.889999,229.939999
very,very,229.94,230.27
nice,nice,230.299999,230.57999900000002
call,call,230.58,230.81
a,a,230.809999,230.839999
very,very,230.839999,231.099999
encouraging,encouraging,231.099999,231.689999
call,call,231.69,232.01
I,i,232.24,232.41
was,was,232.41,232.62
doing,doing,232.619999,232.909999
well,well,232.91,233.16
He,he,233.16,233.29
called,called,233.289999,233.569999
me,me,233.57,233.7
I,i,233.699999,233.749999
think,think,233.75,233.99
to,to,233.99,234.10000000000002
congratulate,congratulate,234.11,234.82000000000002
me,me,234.83,234.96
about,about,234.96,235.22
New,new,235.22,235.35999999999999
York,york,235.36,235.61
'cause,'cause,235.62,235.78
I,i,235.78,235.9
won,won,235.91,236.16
by,by,236.16,236.45
massive,massive,236.72,237.31
numbers,numbers,237.31,237.65
I,i,237.65,237.71
won,won,237.71,237.93
everything,everything,237.93,238.47
And,and,238.78,239.3
then,then,239.37,239.65
the,the,239.65,239.74
next,next,239.74,240.0
week,week,240.0,240.21
I,i,240.21,240.29000000000002
won,won,240.29,240.51
the,the,240.51,240.62
five,five,240.62,240.92000000000002
states,states,240.92,241.25
in,in,241.25,241.34
a,a,241.34,241.41
row,row,241.41,241.57999999999998
by,by,241.58,241.79000000000002
all,all,241.83,242.05
landslide,,,
numbers,numbers,242.58,242.96
And,and,242.96,243.11
he,he,243.33,243.57000000000002
called,called,243.57,243.93
me,me,243.929999,244.069999
to,to,244.07,244.19
congratulate,congratulate,244.19,244.79
me,me,244.79,244.91
Couldn't,couldn't,244.91,245.19
have,,,
been,been,245.24,245.46
nicer,nicer,245.46,245.89000000000001
And,and,245.92,246.05999999999997
again,again,246.059999,246.35999900000002
I,i,246.36,246.42000000000002
have,have,246.429999,246.60999900000002
a,a,246.61,246.64000000000001
nice,nice,246.639999,246.889999
relationship,relationship,246.889999,247.54999899999999
with,with,247.549999,247.69999900000002
him,him,247.7,247.82999999999998
Don't,don't,247.83,248.04000000000002
know,know,248.04,248.20999999999998
him,him,248.21,248.32000000000002
well,well,248.32,248.72
Met,met,248.9,249.15
him,him,249.15,249.29
one,one,249.299999,249.57999900000002
time,time,249.58,250.11
But,but,250.41,250.53
