Arnold,arnold,0.21,0.48
similarities,similarities,23.490000000000002,24.290000000000003
do,do,24.29,24.38
you,you,24.38,24.57
see,see,24.57,25.0
and,and,25.03,25.200000000000003
what,what,25.2,25.3
are,are,25.3,25.36
the,the,25.36,25.43
differences,differences,25.43,26.09
Well,well,27.04,27.22
I,i,27.23,27.34
don't,don't,28.630000000000003,29.1
really,really,29.27,29.82
study,study,30.36,30.77
that,that,30.809998999999998,30.989998999999997
much,much,31.0,31.43
of,of,31.46,31.91
what,what,32.63,32.830000000000005
is,is,32.849999,32.979999
the,the,32.980000000000004,33.09
difference,difference,33.089999,33.589999
between,between,33.61,33.99
Donald,donald,33.99,34.35
Trump,trump,34.4,34.82
and,and,35.32,35.56
my,my,35.57,35.79
candidacy,candidacy,35.789999,36.659999
I,i,37.42,37.58
study,study,37.59,37.92
much,much,37.92,38.18
more,more,38.2,38.540000000000006
the,the,38.58,38.71
field,field,38.71,39.1
polls,polls,39.1,39.57
and,and,39.57,39.910000000000004
USC,<unk>,40.88,40.95
Schwarzenegger,schwarzenegger,40.95,41.78
polls,polls,42.019999999999996,42.739999999999995
that,that,42.83,43.03
were,,,
just,just,43.25,43.51
done,done,43.51,43.769999999999996
about,about,43.769999999999996,44.05
what,what,44.07,44.29
do,do,44.29,44.4
the,the,44.429999,44.549999
people,people,44.55,44.93
really,really,44.929999,45.229999
think,think,45.269999999999996,45.669999999999995
And,and,45.9,46.08
what,what,46.08,46.239999999999995
is,is,46.29,46.42
the,the,46.44,46.65
main,main,47.139999,47.529999000000004
interest,interest,47.559999,48.029999
in,in,48.03,48.11
the,the,48.11,48.21
people's,people's,48.21,48.65
minds,minds,48.65,49.089999999999996
when,when,49.639999,49.999999
you,,,
have,have,50.71,51.0
our,our,51.03,51.32
election,election,51.849999,52.419999
now,now,52.42,52.7
on,on,52.739999999999995,53.03999999999999
June,june,53.549999,53.799999
6th,<unk>,53.799999,54.309999
so,so,54.32,54.57
that,that,54.760000000000005,54.95
is,is,54.95,55.14
really,really,55.14,55.36
or,or,55.36,55.45
June,june,55.51,55.75
7th,<unk>,55.75,56.42
I,,,
should,,,
say,,,
This,this,56.66,56.81999999999999
is,is,56.82,56.94
really,really,56.94,57.14
my,my,57.14,57.28
interest,interest,57.28,57.730000000000004
And,and,58.34,58.370000000000005
this,this,58.370000000000005,58.400000000000006
is,is,58.400000000000006,58.42
why,why,58.59,58.720000000000006
we,we,58.72,58.83
did,did,58.83,58.989999999999995
the,the,58.99,59.07
poll,poll,59.07,59.35
and,and,60.269999999999996,60.42999999999999
this,this,60.43,60.57
is,is,60.58,60.71
why,why,60.71,60.9
we,we,60.9,61.15
really,really,61.33,61.64
came,came,61.64,61.85
up,up,61.85,62.04
with,,,
these,,,
wonderful,,,
studies,studies,62.78,63.39
And,and,63.719999,64.14999900000001
they're,they're,64.37,64.64
quite,quite,64.679999,64.94999899999999
interesting,interesting,64.95,65.58
I,i,65.95,66.07000000000001
think,think,66.07,66.35
when,when,66.349999,66.459999
you,you,66.46000000000001,66.57000000000001
look,look,66.57,66.75999999999999
at,at,66.759999,66.879999
it,it,66.88,67.11
the,the,68.049999,68.259999
important,important,68.28999999999999,68.86999999999999
thing,thing,68.88,69.14
that,that,69.15,69.31
comes,comes,69.309999,69.56999900000001
out,out,69.57,69.72
of,of,69.719999,69.879999
that,that,69.88,70.11999999999999
is,is,70.299999,70.599999
that,that,70.6,70.85
69,<unk>,70.85,71.47
percent,percent,71.469999,71.819999
of,of,71.82,71.91
the,the,71.940001,72.050001
people,people,72.07,72.63999999999999
want,want,72.75,73.01
our,our,73.029999,73.229999
politicians,politicians,73.26,74.01
to,to,74.01,74.15
work,work,74.16,74.42999999999999
together,together,74.43,74.88000000000001
And,and,74.88,75.0
I,i,75.0,75.07
think,think,75.1,75.30999999999999
this,this,75.31,75.44
should,should,75.44,75.59
be,be,75.6,75.72999999999999
a,a,75.73,75.79
message,message,75.8,76.42999999999999
to,to,77.14,77.21
Democrats,democrats,77.21,77.85
and,and,77.88,78.14999999999999
Republicans,republicans,78.15,79.02000000000001
to,to,79.25,79.42
work,work,79.43,79.74000000000001
together,together,79.74,80.24
And,,,
this,this,80.26,80.49000000000001
is,is,80.49,80.64999999999999
why,why,80.65,80.88000000000001
people,people,80.88,81.17999999999999
are,are,81.179999,81.219999
very,very,81.22,81.47
upset,upset,81.469999,81.779999
about,,,
Washington,washington,82.03,82.55
today,today,82.55,82.99
You,you,83.73,83.86
know,know,83.86,84.0
I,i,84.0,84.07
want,want,84.07,84.19
to,to,84.19,84.27
play,play,84.27,84.57
something,something,84.57,85.19999999999999
that,that,85.25,85.46
you,you,85.46000000000001,85.78
said,said,85.78999999999999,86.16
in,in,86.16,86.31
2004,<unk>,86.309999,86.31999900000001
about,about,87.28999900000001,87.60999900000002
what,what,87.619999,88.09999900000001
made,made,88.139999,88.56999900000001
you,you,88.56999900000001,88.67999900000001
a,a,88.85,88.94
Republican,republican,88.940001,89.700001
And,and,90.18,90.37
then,then,90.38,90.52
find,find,90.52,90.89
out,out,90.89,91.26
if,if,91.71,91.97999999999999
that,that,92.02,92.31
still,still,92.31,92.64
holds,holds,92.64,92.98
today,today,92.98,93.28
Here,here,93.28,93.43
it,it,93.43,93.53
is,is,93.53,93.8
BEGIN,begin,94.45,94.5
TAPE,tape,94.5,94.53
Then,then,95.09,95.34
I,i,95.34,95.4
heard,heard,95.4,95.58000000000001
Nixon,nixon,95.6,95.97999999999999
speak,speak,95.98,96.42
He,he,96.55,96.75
was,was,96.75,96.98
talking,talking,96.98,97.41000000000001
about,about,97.42,97.7
free,free,97.72,98.05
enterprise,enterprise,98.05,98.84
getting,getting,99.13,99.52
the,the,99.53999999999999,99.66999999999999
government,government,99.67,100.18
off,off,100.179999,100.399999
your,your,100.4,100.55000000000001
back,back,100.559999,100.939999
lowering,lowering,101.17,101.7
the,the,101.7,101.84
taxes,taxes,101.88,102.31
and,,,
strengthening,strengthening,102.58,103.19
the,the,103.2,103.3
military,military,103.299999,103.989999
Listening,listening,105.83,106.33
to,to,106.33,106.44
Nixon,nixon,106.440001,106.85000099999999
speak,speak,106.92,107.24
sounded,sounded,107.809999,108.229999
more,more,108.23,108.46000000000001
like,like,108.46,108.69999999999999
a,a,108.7,108.77
breath,breath,108.8,109.22
of,of,109.26,109.45
fresh,fresh,109.46,109.83
air,air,110.22,110.24
I,i,110.88,111.02
said,said,111.02,111.24
to,to,111.24,111.33
my,my,111.33,111.48
friend,friend,111.48,111.81
I,i,111.81,111.88
said,said,111.88,112.03999999999999
What,what,112.04,112.21000000000001
party,party,112.22,112.6
is,is,112.6,112.75999999999999
he,he,112.76,113.09
My,my,113.65,113.82000000000001
friend,friend,113.82,114.13
said,said,114.13,114.36
He's,he's,114.36,114.53
a,a,114.53,114.6
Republican,republican,114.6,115.41
I,i,115.7,115.93
said,said,115.93,116.34
Then,then,116.51,116.76
I,i,116.78,117.27
am,am,117.45,117.7
a,a,117.74,117.82
Republican,republican,117.82,118.64999999999999
END,end,120.74,120.77
TAPE,tape,120.77,120.8
Can,can,120.969999,121.129999
you,you,121.13,121.28
comfortably,comfortably,121.28,121.82000000000001
say,say,121.82,122.03999999999999
that,that,122.03999999999999,122.24999999999999
today,today,122.25,122.79
with,with,122.83,123.03
Donald,donald,123.03999999999999,123.39999999999999
Trump,trump,123.4,123.71000000000001
as,as,123.71000000000001,123.85000000000001
the,the,123.849999,124.05999899999999
standard,standard,124.07,124.44999999999999
bearer,bearer,124.44999899999999,124.649999
for,for,124.65,124.75
the,the,124.75,124.83
Republican,republican,124.83,125.31
party,party,125.309999,125.639999
I,,,
comfortably,comfortably,126.190001,126.71000099999999
can,can,126.71,126.91
say,say,126.91,127.08
that,that,127.08,127.24
I,,,
am,am,127.51,127.59
a,a,127.59,127.67
Republican,republican,127.67,128.47
and,and,128.47,128.5
I,,,
always,,,
will,will,129.0,129.16
be,be,129.16,129.29
a,a,129.29,129.34
Republican,republican,129.34,130.04
because,because,130.04,130.31
the,the,130.31,130.4
Republican,republican,130.4,130.93
party,party,130.93,131.19
is,is,131.19,131.32
a,a,131.32,131.38
big,big,131.38,131.6
tent,tent,131.62,132.02
and,and,132.33,132.72
there,,,
was,was,133.09,133.29
not,not,133.3,133.39000000000001
always,always,133.46,133.8
things,things,133.8,134.05
that,that,134.05,134.08
I,i,134.3,134.31
agreed,agreed,134.309999,134.679999
with,with,134.679999,134.969999
or,or,135.66,135.81
they,they,135.849999,135.98999899999998
didn't,didn't,135.99,136.23000000000002
agree,agree,136.23,136.45999999999998
with,with,136.46,136.63
me,me,136.63,136.79999999999998
many,many,136.8,137.06
times,times,137.059999,137.529999
But,but,137.77,137.95000000000002
the,the,137.95,138.04
fact,fact,138.04,138.38
of,of,138.38,138.54
the,the,138.54,138.6
matter,matter,138.599999,138.909999
is,is,138.91,139.04
that's,that's,139.04,139.34
the,the,139.34,139.46
philosophy,philosophy,139.46,140.0
and,,,
everything,everything,140.299999,140.769999
that,that,140.78,140.93
I've,,,
heard,heard,141.099999,141.279999
is,is,141.28,141.39000000000001
exactly,exactly,141.389999,141.879999
the,the,141.88,142.04999999999998
same,same,142.049999,142.35999900000002
And,and,142.67000000000002,142.81
I,i,142.91,142.99
think,think,142.99,143.32000000000002
that,that,143.32,143.59
what,what,144.0,144.14
is,is,144.139999,144.29999899999999
more,more,144.31,144.58
important,important,144.58,145.08
about,about,145.13,145.43
it,it,145.43,145.53
is,is,145.53,145.65
not,,,
what,what,145.8,145.94
do,do,145.95,146.06
I,i,146.06,146.25
think,think,146.27,146.72
about,about,148.0,148.37
Donald,donald,148.42,148.7
Trump,,,
We,,,
have,,,
to,to,149.36,149.45000000000002
talk,talk,149.45,149.64
about,about,149.65,149.81
the,the,149.83,149.93
bigger,bigger,149.93,150.16
issue,issue,150.19,150.49
And,and,150.49,150.60000000000002
this,this,150.6,150.73
is,is,150.73,150.85999999999999
what,what,150.86,151.03
do,,,
the,the,151.12,151.24
people,people,151.24,151.61
really,really,151.61,151.87
feel,feel,151.87,152.3
And,and,152.55,152.71
the,,,
fascinating,fascinating,152.92,153.54999999999998
thing,thing,153.55,153.75
about,about,153.75,153.95
the,the,153.95,154.06
poll,poll,154.059999,154.369999
was,was,154.38,154.82999999999998
that,that,155.13,155.5
both,both,155.77,156.10000000000002
Democrats,democrats,156.099999,156.589999
and,and,156.59,156.70000000000002
Republicans,republicans,156.7,157.38
found,found,157.38,157.71
that,that,157.71,157.87
the,the,157.87,158.16
most,most,158.71,159.1
important,important,159.099999,159.499999
is,,,
to,to,159.759999,159.89999899999998
really,really,159.9,160.17000000000002
improve,improve,160.18,160.58
the,the,160.609999,160.689999
economy,economy,160.690001,161.260001
and,and,161.27,161.56
to,to,161.559999,161.63999900000002
create,create,161.639999,161.98999899999998
more,more,161.99,162.18
jobs,jobs,162.18,162.71
They,they,162.98,163.13
were,were,163.13,163.22
all,all,163.22,163.41
sensing,sensing,163.41,163.87
when,when,163.89,164.05999999999997
it,it,164.06,164.12
comes,comes,164.12,164.33
to,to,164.33,164.43
social,social,164.43,164.79000000000002
security,security,164.79,165.41
to,to,165.41,165.53
save,save,165.53,165.78
social,social,165.78,166.11
security,security,166.11,166.74
and,and,166.76,167.07
to,,,
really,really,167.66,168.07999999999998
take,,,
care,care,168.79,169.0
of,of,169.01,169.17
public,public,169.17,169.54
schools,schools,169.56,170.1
And,and,170.099999,170.329999
they're,,,
concerned,concerned,170.74,171.18
about,about,171.179999,171.489999
the,the,171.49,171.58
public,public,171.58,171.96
education,education,171.96,172.58
in,in,172.58,172.71
general,general,172.71,173.11
And,,,
those,those,173.309999,173.60999900000002
are,are,173.61,173.64000000000001
the,the,173.69,173.82
kind,kind,173.82,174.0
of,of,174.0,174.1
issues,issues,174.13,174.47
that,that,174.469999,174.629999
Democrats,democrats,174.63,175.16
and,and,175.179999,175.399999
Republicans,republicans,175.4,176.01000000000002
are,are,176.009999,176.099999
concerned,concerned,176.099999,176.51999899999998
about,about,176.52,176.77
Of,of,176.91,177.07
course,course,177.07,177.29
they,they,177.29,177.42
have,have,177.429999,177.549999
different,different,177.549999,177.88999900000002
ways,ways,177.9,178.27
of,of,178.289999,178.48999899999998
solving,solving,178.49,178.9
this,this,178.9,179.08
problem,problem,179.09,179.34
and,and,179.85,180.01
depending,depending,180.22,180.62
if,if,180.77,180.92000000000002
they're,they're,180.92000000000002,181.07000000000002
Democrat,democrat,181.07,181.6
or,or,181.6,181.73
Republicans,republicans,181.73,182.45999999999998
Well,well,183.49,183.66
let,let,183.66,183.75
me,me,183.75,183.84
just,just,183.84,184.07
ask,ask,184.07,184.31
it,it,184.31,184.41
straight,straight,184.41,184.67
forward,forward,184.67,185.03
Are,are,185.04,185.20999999999998
you,you,185.21,185.34
ready,ready,185.34,185.6
to,to,185.6,185.72
support,support,185.72,186.12
Donald,donald,186.13,186.41
Trump,trump,186.42,186.64
for,for,186.65,186.77
president,president,186.77,187.22
I,i,187.22,187.29
know,know,187.3,187.45000000000002
you're,you're,187.45,187.64
a,a,187.64,187.69
John,john,187.69,187.97
Kasich,<unk>,187.97,188.35
supporter,supporter,188.349999,188.899999
you,you,188.92,189.13
went,went,189.13,189.38
and,and,189.38,189.57999999999998
campaigned,campaigned,189.58,190.12
for,for,190.12,190.35
him,him,190.349999,190.54999899999999
Are,are,190.62,190.78
you,you,190.78,190.95
going,going,190.95,191.07999999999998
to,to,191.08,191.15
support,support,191.17,191.58999999999997
Trump,trump,191.59,191.94
And,and,192.0,192.21
will,will,192.21,192.27
you,you,192.27,192.4
go,go,192.4,192.56
to,to,192.559999,192.659999
the,the,192.66,192.75
convention,convention,192.75,193.43
in,in,193.639999,193.849999
Cleveland,cleveland,193.849999,194.319999
Chuck,chuck,195.199999,195.499999
as,as,195.499999,195.689999
I,i,195.689999,195.809999
said,said,195.829999,196.169999
to,to,196.179999,196.359999
me,me,196.529999,196.719999
the,the,196.719999,196.82999900000002
most,most,196.82999999999998,197.10999999999999
important,important,197.109999,197.55999899999998
thing,thing,197.57,197.78
is,is,197.779999,197.919999
now,now,197.92000000000002,198.10000000000002
to,to,198.1,198.23
talk,talk,198.23,198.48
about,about,198.49,198.82000000000002
the,the,199.12,199.27
latest,latest,199.279999,199.679999
poll,poll,199.69,199.96
numbers,numbers,199.96,200.56
and,and,200.81,201.07
how,how,201.08,201.27
the,the,201.27,201.41
people,people,201.41,201.77
of,of,201.77,201.91
California,california,201.91,202.52
feel,feel,202.53,203.06
and,and,203.34,203.62
how,how,203.63,203.76999999999998
the,the,203.77,203.88000000000002
people,people,203.88,204.14
in,in,204.14,204.26999999999998
America,america,204.27,204.70000000000002
basically,basically,204.71,205.18
feel,feel,205.18,205.53
Because,because,205.57,205.95999999999998
I,i,205.96,206.04000000000002
think,think,206.04,206.29999999999998
it,it,206.3,206.41000000000003
is,is,206.41,206.6
important,important,206.61,207.32000000000002
that,that,207.69,208.18
we,,,
go,go,208.67,208.97
and,and,209.0,209.2
bring,bring,209.2,209.47
both,both,209.48,209.78
of,of,209.78,209.89000000000001
the,the,209.929999,210.03999900000002
parties,parties,210.04,210.45999999999998
together,together,210.46,211.02
The,the,211.389999,211.51999899999998
more,more,211.52,211.8
we,we,211.799999,211.94999900000002
go,go,211.95,212.31
to,to,212.36,212.46
the,the,212.46,212.59
left,left,212.589999,212.91999900000002
the,the,212.969999,213.119999
more,more,213.12,213.28
we,we,213.28,213.4
go,go,213.4,213.51000000000002
to,to,213.509999,213.529999
the,the,213.53,213.76
right,right,213.759999,213.979999
I,i,214.02,214.16
believe,believe,214.16,214.54
of,,,
what,,,
President,president,214.879999,215.409999
Eisenhower,eisenhower,215.42000000000002,216.04000000000002
said,said,216.039999,216.329999
Politics,politics,216.64,217.2
is,is,217.2,217.32
like,like,217.34,217.52
the,the,217.52,217.67000000000002
road,road,217.67,218.1
The,the,218.37,218.5
left,left,218.5,218.82
and,and,218.82,218.85
the,the,218.93,219.05
right,right,219.05,219.36
represents,represents,219.44,220.04
the,the,220.04,220.17999999999998
gutter,gutter,220.18,220.66
and,and,220.92,221.05999999999997
the,the,221.07,221.2
middle,middle,221.2,221.51
is,is,221.51,221.67
drivable,drivable,221.67,222.41
And,and,222.56,222.69
I,i,222.73,222.76999999999998
think,think,222.77,223.02
this,this,223.02,223.16
is,is,223.16,223.29
exactly,exactly,223.29,223.79
where,where,223.79,223.92
the,the,223.92,224.04999999999998
action,action,224.05,224.38000000000002
is,is,224.38,224.48
is,is,224.48,224.61999999999998
in,in,224.62,224.74
the,the,224.74,224.83
middle,middle,224.83,225.21
I,i,225.44,225.57
have,have,225.57,225.73
seen,seen,225.73,225.95
it,it,225.95,226.06
when,,,
I,,,
was,was,226.33,226.51000000000002
governor,governor,226.52,226.86
of,of,226.87,226.99
the,the,227.02,227.13000000000002
state,state,227.13,227.39
of,of,227.389999,227.55999899999998
California,california,227.559999,228.289999
I,i,228.98,229.1
have,have,229.099999,229.309999
seen,seen,229.309999,229.499999
it,it,229.5,229.64
firsthand,firsthand,229.639999,230.259999
that,that,230.27,230.45000000000002
the,the,230.46,230.51000000000002
only,only,230.52,230.88000000000002
way,way,230.88,231.01999999999998
we,we,231.02,231.17000000000002
brought,brought,231.17,231.42999999999998
Democrats,democrats,231.44,232.04
and,and,232.039999,232.199999
Republicans,republicans,232.199999,232.879999
together,together,232.879999,233.429999
we,we,233.65,233.8
could,could,233.799999,234.03999900000002
really,really,234.039999,234.29999899999999
solve,solve,234.3,234.72
very,very,234.75,235.04
important,important,235.05,235.62
issues,issues,235.66,236.14
I,i,236.32,236.41
remember,remember,236.42,236.79
that's,that's,236.8,237.02
how,how,237.02,237.16
we,we,237.16,237.35
really,really,237.36,237.60000000000002
started,started,237.6,238.01
rebuilding,rebuilding,238.01,238.56
California,california,238.56,239.23
and,and,239.43,239.63
invested,invested,240.12,240.53
60,<unk>,240.56,241.03
billion,billion,241.05,241.43
in,in,241.85,241.97
infrastructure,infrastructure,241.98,242.79999999999998
That's,that's,243.02,243.25
when,when,243.26,243.44
we,we,243.44,243.59
go,go,243.59,243.87
and,and,243.87,243.98000000000002
created,created,244.309999,244.779999
the,the,244.78,244.89000000000001
AB,ab,244.92,245.26999999999998
32,<unk>,245.27,245.62
where,where,245.84,245.94
we,we,245.969999,246.069999
made,made,246.07,246.25
a,a,246.25,246.32
commitment,commitment,246.32,246.85
to,to,247.07,247.2
reducing,reducing,247.2,247.78
our,our,247.78,247.92
greenhouse,greenhouse,247.92,248.45999999999998
gasses,gasses,248.46,249.13
to,,,
25,<unk>,249.2,249.88
percent,percent,249.889999,250.249999
by,by,250.25,250.34
the,the,250.34,250.53
year,,,
2020,<unk>,250.73,251.41
where,where,251.549999,251.65999900000003
we,we,251.719999,251.819999
upped,upped,251.84,252.06
our,our,252.22,252.37
renewables,<unk>,252.37,252.75
and,,,
all,all,253.01,253.2
this,this,253.2,253.42
great,great,253.45,253.73999999999998
stuff,stuff,253.74,254.03
that,that,254.03,254.19
is,is,254.19,254.27
happening,happening,254.27,254.65
when,when,254.8,254.99
both,both,254.99,255.25
of,of,255.25,255.41
the,the,255.41,255.49
parties,parties,255.49,255.87
work,work,255.89,256.09999999999997
together,together,256.1,256.64000000000004
Governor,governor,256.99,257.34000000000003
I,i,257.34,257.42999999999995
can't,can't,257.43,257.66
help,help,257.66,257.81
but,but,257.82,257.95
notice,notice,257.95,258.27
though,though,258.27,258.56
you're,you're,258.57,258.84
avoiding,avoiding,258.84,259.42999999999995
saying,saying,259.43,259.71
anything,anything,259.71,260.03999999999996
about,about,260.05,260.3
Trump,trump,260.3,260.68
You're,you're,261.15,261.29999999999995
not,not,261.3,261.46000000000004
saying,saying,261.46,261.66999999999996
you're,you're,261.67,261.8
for,for,261.809999,262.089999
him,him,262.09,262.32
you're,you're,262.5,262.64
not,not,262.639999,262.78999899999997
saying,saying,262.79,262.97
you're,you're,262.969999,263.05999899999995
against,against,263.059999,263.459999
him,him,263.46,263.58
You're,you're,263.58,263.7
trying,trying,263.7,263.93
to,to,263.929999,263.999999
stay,stay,264.0,264.21
out,out,264.21,264.34999999999997
of,of,264.349999,264.45999900000004
it,it,264.46,264.59
I,i,264.59,264.72999999999996
get,get,264.74,265.03000000000003
it,it,265.03,265.21
But,but,265.25,265.38
is,is,265.389999,265.489999
that,that,265.49,265.68
what,what,265.679999,265.809999
you're,you're,265.809999,265.899999
trying,trying,265.9,266.10999999999996
to,to,266.11,266.17
do,do,266.17,266.34000000000003
here,here,266.34,266.56
By,by,266.559999,266.71999900000003
you,you,266.719999,266.879999
not,not,266.88,267.15999999999997
saying,saying,267.16,267.44
anything,anything,267.44,268.01
you're,you're,268.379999,268.569999
actually,actually,268.57,269.04
making,making,269.049999,269.449999
a,a,269.449999,269.509999
statement,statement,269.51,270.01
No,no,270.83,271.03999999999996
not,not,271.04,271.24
really,really,271.24,271.52
because,because,271.53,271.94
I,i,272.2,272.57
try,try,272.59,272.82
to,to,272.82,273.01
stay,stay,273.02,273.27
focused,focused,273.27,273.82
Remember,remember,273.9,274.34
there's,there's,274.66,274.85
one,one,274.87,275.1
thing,thing,275.1,275.3
that,that,275.31,275.62
I've,,,
liked,,,
over,,,
the,the,276.13,276.26
years,years,276.26,276.53999999999996
when,when,276.57,276.75
I've,,,
promoted,promoted,276.91,277.38000000000005
bodybuilding,<unk>,277.38,278.07
and,and,278.07,278.21
fitness,fitness,278.21,278.79999999999995
and,and,278.8,278.97
my,my,278.98,279.13
movies,movies,279.13,279.71
and,and,280.05,280.28000000000003
politics,politics,280.28,280.85999999999996
and,and,280.86,281.01
issues,issues,281.03,281.44
and,and,281.44,281.62
so,so,281.62,281.8
on,on,281.8,281.91
is,is,281.94,282.27
to,to,282.309999,282.439999
stay,stay,282.44,282.68
focused,focused,282.679999,283.21999900000003
So,so,283.469999,283.67999899999995
today,today,283.73,284.09000000000003
I,i,284.09,284.13
want,want,284.13,284.27
to,to,284.29,284.40000000000003
talk,talk,284.4,284.64
about,about,284.65,284.92999999999995
our,,,
poll,poll,285.24,285.56
numbers,numbers,285.559999,285.989999
Now,now,286.02,286.32
polls,polls,286.33,286.77
that,that,286.77,286.79999999999995
we,we,286.96999999999997,286.98999999999995
have,have,286.98999999999995,287.10999999999996
taken,taken,287.10999999999996,287.50999999999993
the,the,287.799999,287.949999
field,field,287.949999,288.279999
polls,polls,288.28,288.64
that,that,288.66,288.85
the,,,
USC,<unk>,289.08,289.3
Schwarzenegger,schwarzenegger,289.3,289.85
Institute,institute,289.86,290.36
released,released,290.39,290.75
this,this,290.79,290.96000000000004
last,last,290.96,291.33
week,week,291.33,291.46
and,and,291.86,292.11
I,i,292.11,292.15000000000003
want,want,292.15,292.34
to,to,292.34,292.4
talk,talk,292.4,292.65
about,about,292.66,292.91
that,that,292.92,293.19
because,because,293.19,293.5
that,that,293.5,293.69
is,is,293.69,293.87
really,really,293.87,294.07
important,important,294.07,294.51
for,for,294.52,294.64
the,the,294.64,294.74
state,state,294.74,294.98
of,of,294.98,295.13
California,california,295.13,295.75
It's,it's,295.96,296.14
important,important,296.139999,296.53999899999997
that,that,296.55,296.71000000000004
the,the,296.72,296.84000000000003
people,people,296.84,297.2
know,know,297.2,297.55
how,how,297.559999,297.819999
they,they,297.83,298.09999999999997
feel,feel,298.11,298.55
and,and,298.7,298.86
in,in,298.86,298.96000000000004
which,which,298.96,299.19
direction,direction,299.19,299.68
to,to,299.679999,299.809999
go,go,299.809999,300.089999
and,and,300.09,300.28
it,it,300.28,300.4
also,also,300.4,300.72999999999996
will,will,300.73,300.90000000000003
help,help,300.9,301.14
the,the,301.139999,301.269999
candidates,candidates,301.27,301.97999999999996
to,to,302.219999,302.35999899999996
listen,listen,302.37,302.83
to,to,302.83,302.84999999999997
the,the,302.849999,303.119999
people,people,303.12,303.46
carefully,carefully,303.46,304.09999999999997
and,and,304.369999,304.559999
not,not,304.559999,304.71999900000003
to,to,304.73,304.83000000000004
deviate,deviate,304.83,305.32
from,from,305.32,305.51
that,that,305.51,305.71999999999997
and,,,
to,to,305.869999,305.889999
really,really,305.91,306.22
talk,talk,306.309999,306.609999
about,about,306.62,306.89
those,those,306.92,307.11
very,very,307.13,307.40999999999997
important,important,307.42,307.75
issues,issues,307.75,308.14
since,since,308.34,308.61999999999995
we,we,308.62,308.75
have,have,308.75,308.92
the,the,308.95,309.05
primaries,primaries,309.05,309.56
coming,coming,309.56,309.88
up,up,309.88,310.03
in,in,310.03,310.14
California,california,310.28999999999996,310.77
I,i,310.99,311.17
think,think,311.17,311.42
the,the,311.42,311.51
presidential,presidential,311.51,312.15
candidates,candidates,312.15,312.82
whoever,whoever,313.02,313.44
they,they,313.47,313.62
are,are,313.62,313.86
have,have,313.98,314.23
to,to,314.23,314.36
address,address,314.36,314.7
those,those,314.7,314.9
issues,issues,314.9,315.44
And,and,315.48,315.61
finally,finally,315.61,315.88
I,i,315.88,315.92
want,want,315.92,316.04
to,to,316.04,316.08000000000004
ask,ask,316.09,316.31
you,you,316.309999,316.379999
a,a,316.38,316.45
question,question,316.45,316.78999999999996
about,about,316.79,317.0
your,your,317.0,317.13
native,native,317.13,317.65
country,country,318.889999,319.41999899999996
Austria,austria,319.5,320.03
Because,because,320.04,320.36
what,what,320.36,320.5
was,was,320.5,320.64
fascinating,fascinating,320.639999,321.34999899999997
is,is,321.349999,321.52999900000003
you,you,322.25,322.49
could,could,322.49,322.66
argue,argue,322.68,323.07
that,that,323.07,323.25
they,they,323.25,323.57
had,had,323.690001,323.930001
an,an,323.93,324.01
election,election,324.02,324.62
which,which,324.62,324.85
it,it,324.889999,325.009999
came,came,325.01,325.34
down,down,325.34,325.63
to,to,325.63,325.86
somebody,somebody,325.86,326.31
from,from,326.31,326.47
