Tonight,tonight,0.43,0.79
a,a,61.89,61.96
library,library,61.96,62.69
and,,,
a,,,
Red,red,63.19,63.53
Wings,wings,63.53,63.84
game,game,63.84,64.15
laughter,,,
and,,,
cheering,,,
Am,,,
I,,,
right,,,
Is,,,
that,,,
OK,,,
Let's,let's,69.03999999999999,69.25999999999999
get,get,69.259999,69.459999
started,started,69.46000000000001,69.80000000000001
Mr,mr,71.4,71.69000000000001
Trump,trump,71.690001,71.880001
as,as,72.190001,72.450001
you,you,72.45,72.86
may,may,72.87,73.11
have,have,73.11,73.25
heard,heard,73.25,73.79
the,the,73.8,74.23
2012,<unk>,74.27,75.17
Republican,republican,75.17,75.74
nominee,nominee,75.75,76.2
for,for,76.2,76.33
President,president,76.33,76.77
Mitt,mitt,76.77,76.97
Romney,romney,76.97,77.4
had,had,77.41,77.59
some,some,77.59,77.78
things,things,77.79,78.05000000000001
to,to,78.05,78.17999999999999
say,say,78.18,78.39
about,about,78.39,78.71
you,you,78.71,78.89999999999999
today,today,78.9,79.57000000000001
He,he,80.63,80.78999999999999
said,said,83.429999,83.63999899999999
your,your,83.639999,83.749999
domestic,domestic,83.75,84.28
policy,policy,84.28999999999999,84.91
will,will,84.91,85.05
lead,lead,85.059999,85.309999
to,to,85.309999,85.409999
recession,recession,85.41,86.16
he's,he's,86.49,86.67999999999999
said,said,86.69,86.88
your,your,86.88,87.02
foreign,foreign,87.03,87.39
policy,policy,87.389999,87.889999
will,will,87.889999,88.03999900000001
make,make,88.039999,88.30999899999999
us,us,88.309999,88.669999
less,less,88.719999,88.979999
safe,safe,88.98,89.42
and,and,89.44999899999999,89.61999899999999
then,then,89.619999,89.729999
he,he,89.73,89.88000000000001
listed,listed,89.879999,90.44999899999999
what,what,90.94,91.17
he,,,
said,said,91.49,91.78999999999999
are,are,91.8,91.95
your,your,91.95,92.32000000000001
personal,personal,92.36,92.76
qualities,qualities,92.76,93.32000000000001
Quoting,quoting,93.34,93.73
now,now,93.73,94.18
Romney,romney,94.66,95.19
on,on,95.19,95.38
Trump,,,
quote,quote,95.98,96.41000000000001
the,the,96.48,96.64
bullying,bullying,96.64,97.39
the,the,97.82,97.97999999999999
greed,greed,97.98,98.72
the,the,99.059999,99.199999
showing,showing,99.2,99.63000000000001
off,off,99.63,100.19
the,the,100.27,100.41
misogyny,<unk>,100.41,101.0
the,the,101.84,101.89
absurd,absurd,102.059999,102.699999
third,third,102.75,103.05
grade,grade,103.059999,103.389999
theatrics,theatrics,103.949999,104.329999
cheering,cheering,104.519999,104.56999900000001
He,he,104.74,104.94
challenged,challenged,104.96000000000001,105.45
you,you,107.459999,107.549999
to,to,107.549999,107.659999
answer,answer,107.66,108.00999999999999
with,with,108.01,108.2
substance,substance,108.26,108.75
not,not,108.85,109.08999999999999
insults,insults,109.08999999999999,109.88
How,how,110.16999999999999,110.22999999999999
do,,,
you,you,110.4,110.52000000000001
answer,answer,110.52,110.82
Mitt,mitt,110.82,111.00999999999999
Romney,romney,111.01,111.41000000000001
sir,sir,111.41,111.61999999999999
Well,well,111.89,112.09
look,look,112.09,112.22
he,he,112.22,112.32
was,was,112.32,112.47999999999999
a,a,112.48,112.55
failed,failed,112.55,112.99
candidate,candidate,112.99,113.58999999999999
he,he,113.59,113.69
should,should,113.69,113.89999999999999
have,have,113.9,114.06
beaten,beaten,114.07,114.57
president,president,114.71,115.16
Obama,,,
very,very,115.58,115.85
easy,easy,115.85,116.27
He,he,116.77,116.94
failed,failed,116.94,117.42999999999999
miserably,miserably,117.53,118.23
and,,,
it,it,118.94,119.03999999999999
was,was,119.03999999999999,119.19
an,an,119.19,119.3
embarrassment,embarrassment,119.3,120.03
to,to,120.03999999999999,120.16
everybody,everybody,120.16,120.75
including,including,120.75,121.25
the,the,121.25,121.32
Republican,republican,121.32,121.99
party,party,122.0,122.25
It,it,122.25,122.27
looked,,,
like,,,
he,he,122.27,122.36999999999999
went,went,122.37,122.57000000000001
away,away,122.57,122.80999999999999
on,on,123.63,123.71
a,a,123.71000000000001,123.76
vacation,vacation,123.759999,124.32999899999999
the,the,124.33,124.41
last,last,124.41,124.71
month,month,124.709999,124.97999899999999
So,so,125.209999,125.749999
I,i,125.75,125.87
don't,don't,125.9,126.15
take,take,126.16,126.39999999999999
that,that,126.4,126.7
and,,,
I,i,126.89,126.96
guess,guess,126.97,127.25
obviously,obviously,127.25,127.7
he,he,127.7,127.77
wants,wants,127.77,128.04999999999998
to,to,128.05,128.16000000000003
be,be,128.17,128.30999999999997
relevant,relevant,128.31,128.64000000000001
He,,,
wants,,,
to,to,129.06,129.18
be,be,129.19,129.32999999999998
back,back,129.34,129.59
in,,,
the,the,129.72,129.79
game,game,129.79,130.17999999999998
As,as,130.49,130.65
far,far,130.65,130.88
as,as,130.88,131.01
domestic,domestic,131.01,131.57
policy,policy,131.57,132.13
and,and,132.15,132.37
trade,trade,132.38,132.85
which,which,132.86,133.10000000000002
is,is,133.1,133.26999999999998
killing,killing,133.27,133.62
our,our,133.62,133.78
country,country,133.78,134.32
he,he,134.65,134.89000000000001
said,said,134.889999,135.259999
free,free,135.309999,135.559999
trade,trade,135.559999,135.849999
and,and,135.86,136.0
I,i,136.0,136.07
believe,believe,136.07,136.39
in,in,136.389999,136.51999899999998
free,free,136.52,136.75
trade,trade,136.75,137.05
also,also,137.05,137.49
But,but,137.719999,137.859999
if,if,137.86,137.94000000000003
you,you,137.94,138.07
look,look,138.07,138.23999999999998
at,at,138.24,138.37
China,china,138.37,138.87
and,,,
you,you,139.139999,139.249999
look,look,139.25,139.45
Japan,japan,139.52,140.04000000000002
and,,,
if,,,
you,you,140.299999,140.37999900000003
look,look,140.38,140.56
at,at,140.559999,140.66999900000002
Mexico,mexico,140.71,141.23000000000002
both,both,141.23,141.47
at,,,
the,the,141.54,141.64
border,border,141.639999,141.909999
by,by,141.91,142.07
the,the,142.07,142.18
way,way,142.18,142.35
where,where,142.35,142.48999999999998
they're,they're,142.49,142.65
killing,killing,142.65,143.06
us,us,143.059999,143.509999
Both,both,143.57,143.82
at,,,
the,the,143.9,144.02
border,border,144.02,144.33
and,and,144.32999999999998,144.48
with,with,144.48,144.69
trade,trade,144.690001,144.980001
and,and,145.01,145.26999999999998
every,every,145.56,145.97
other,other,146.01,146.29999999999998
country,country,146.3,146.87
we,we,147.0,147.24
do,do,147.24,147.39000000000001
business,business,147.39,147.82
with,with,147.82,148.1
we,we,148.36,148.55
are,are,148.55,148.64000000000001
getting,getting,148.64,148.95
absolutely,absolutely,149.0,149.92
crushed,crushed,149.92,150.41
on,on,150.44,150.66
trade,trade,150.68,151.12
And,and,151.54,151.89
he,he,151.9,152.09
said,said,152.09,152.37
free,free,152.62,152.85
trade,trade,152.849999,153.139999
I,i,153.139999,153.229999
say,say,153.23,153.42
free,free,153.42,153.60999999999999
trade,trade,153.61,153.87
great,great,153.87,154.17000000000002
But,but,154.37,154.57
not,not,154.58,154.95000000000002
when,when,154.969999,155.199999
they're,they're,155.2,155.53
beating,beating,155.55,155.94
us,us,155.94,156.07
so,so,156.07,156.23999999999998
badly,badly,156.24,156.61
With,with,156.61,156.85000000000002
China,china,156.849999,157.219999
we're,we're,157.219999,157.349999
going,going,157.349999,157.54999899999999
to,to,157.549999,157.60999900000002
lose,lose,157.61,158.07000000000002
505,<unk>,159.799999,159.809999
billion,billion,159.99,160.57000000000002
dollars,dollars,160.57,160.95999999999998
in,in,160.959999,161.089999
terms,terms,161.09,161.4
of,of,161.4,161.56
trades,trades,161.59,162.14000000000001
You,you,162.69,162.95
just,just,162.95,163.10999999999999
can't,can't,163.11,163.32000000000002
do,do,163.32,163.48999999999998
it,it,163.49,163.63
Mexico,mexico,163.87,164.52
58,<unk>,164.53,164.92
billion,billion,165.51,166.06
dollars,dollars,166.06,166.63
Japan,japan,167.34,168.04
probably,probably,168.07,168.76999999999998
about,about,168.77,169.18
they,they,169.18,169.29000000000002
don't,don't,169.29,169.45999999999998
know,know,169.46,169.63
it,it,169.63,169.74
yet,yet,169.74,169.96
but,but,169.97,170.1
about,about,170.099999,170.359999
109,<unk>,170.509999,171.02999899999998
billion,billion,171.2,171.56
dollars,dollars,171.559999,171.809999
Every,every,172.16,172.69
country,country,172.69,173.29
we,we,173.309999,173.559999
lose,lose,173.559999,173.869999
money,money,173.87,174.13
with,with,174.13,174.39
As,as,174.62,174.79
far,far,174.79,175.01999999999998
as,as,175.02,175.14000000000001
I'm,i'm,175.139999,175.289999
concerned,concerned,175.29,175.76999999999998
we've,we've,175.78,175.98
got,got,175.98,176.14
to,,,
reduce,reduce,176.24,176.84
we,we,177.32,177.48999999999998
have,have,177.49,177.61
to,to,177.61,177.74
redo,redo,177.74,178.17000000000002
our,our,178.17000000000002,178.29000000000002
trade,trade,178.289999,178.579999
deals,deals,178.59,179.05
100,<unk>,179.619999,179.629999
percent,percent,179.629999,180.029999
I,i,180.23,180.38
have,have,180.38,180.54
the,the,180.56,180.67000000000002
greatest,greatest,180.67000000000002,181.12
business,business,181.12,181.52
people,people,181.52,181.83
in,in,181.83,181.92000000000002
the,the,181.92,182.01
world,world,182.01,182.39
lined,lined,182.39,182.66
up,up,182.66,182.81
to,to,182.81,182.93
do,do,182.93,183.12
it,it,183.12,183.25
We,we,183.51,183.79999999999998
will,will,183.8,183.99
make,make,183.99,184.32000000000002
bell,,,
ringing,,,
great,great,184.35,184.76999999999998
trade,trade,184.83,185.21
deals,deals,185.22,185.62
cheering,cheering,189.57,189.62
Mr,mr,189.62,189.67000000000002
Trump,trump,189.67000000000002,189.77
Romney,romney,190.98000000000002,191.20000000000002
also,,,
talked,,,
about,,,
your,your,192.2,192.39
position,position,192.41,192.92
on,on,192.929999,193.149999
race,race,193.15,193.47
and,and,193.469999,193.589999
the,the,193.59,193.67000000000002
controversy,controversy,194.41,195.03
over,over,195.03,195.16
your,your,195.16,195.37
failure,failure,195.38,195.91
to,to,195.94,196.07
denounce,denounce,196.07,197.07999999999998
David,david,197.16,197.48
Duke,duke,197.49,197.8
on,on,197.809999,198.089999
Sunday,sunday,198.09,198.57
You,you,198.6,198.81
have,have,198.81,199.21
repeatedly,repeatedly,199.21,200.08
disavowed,disavowed,200.11,200.53
him,him,200.53,200.55
since,since,200.99,201.35000000000002
then,then,201.35000000000002,201.82000000000002
but,but,202.43,202.55
I'd,i'd,202.55,202.65
like,like,202.65,202.8
to,to,202.8,202.92000000000002
go,go,202.92,203.07
deeper,deeper,203.07,203.41
than,than,203.41,203.56
that,that,203.56,203.89000000000001
What,,,
are,are,204.64,204.80999999999997
your,your,204.81,205.07
views,views,205.08,205.74
on,on,205.81,205.98
the,,,
Klu,<unk>,206.07,206.23999999999998
Klux,klux,206.24,206.57000000000002
Klan,klan,206.57,207.17
and,and,207.52,207.69
white,white,207.69,207.89
supremacists,supremacists,207.889999,208.659999
I,i,208.66,208.81
totally,totally,208.849999,209.329999
disavow,disavow,209.34,210.36
the,the,210.809999,210.929999
Klu,,,
Klux,klux,211.179999,211.549999
Klan,klan,211.549999,212.06999900000002
I,i,212.11,212.29000000000002
totally,totally,212.309999,212.739999
disavow,disavow,212.74,213.71
David,david,213.9,214.33
Duke,duke,214.34,214.69
I've,i've,214.91,215.10999999999999
been,been,215.109999,215.289999
doing,doing,215.289999,215.599999
it,it,215.6,215.76
now,now,215.76,215.95999999999998
for,for,215.959999,216.119999
two,two,216.119999,216.339999
weeks,weeks,216.35,216.60999999999999
this,this,216.61,216.78
is,is,216.78,216.93
your,your,216.93,216.96
you're,you're,216.96,217.05
probably,probably,217.05,217.48000000000002
about,about,217.51,217.69
the,the,217.69,217.84
18th,,,
person,person,218.34,218.74
that's,that's,218.74,218.92000000000002
asked,asked,218.92,219.14
me,me,219.14,219.23999999999998
the,the,219.24,219.34
question,question,219.34,219.92000000000002
It,it,220.3,220.47
was,was,220.47,220.73
very,very,220.85,221.21
clear,clear,221.21,221.72
that,that,222.07,222.26999999999998
question,question,222.29,222.76
was,was,222.76,222.95
also,also,222.95,223.35
talked,talked,223.35,223.72
about,about,223.72,224.14
in,in,224.38,224.51999999999998
the,the,224.52,224.62
form,form,224.62,224.91
of,of,224.91,225.03
groups,groups,225.04,225.5
Groups,groups,225.52,225.95000000000002
I,i,226.02,226.11
want,,,
to,,,
know,,,
which,which,226.49,226.76000000000002
groups,groups,226.77,227.05
are,are,227.05,227.13000000000002
you,you,227.13,227.23
talking,talking,227.23,227.60999999999999
about,about,227.61,227.86
You,,,
have,,,
to,to,228.03,228.13
tell,tell,228.13,228.29
me,me,228.29,228.44
which,which,228.44,228.66
groups,groups,228.66,228.96
Ultimately,ultimately,229.179999,229.82999900000002
he,he,229.83,229.93
got,got,229.929999,230.16999900000002
to,to,230.179999,230.319999
the,the,230.32,230.45
Klu,,,
Klux,klux,230.679999,230.999999
Klan,klan,231.0,231.29
which,which,231.29,231.48999999999998
obviously,obviously,231.509999,232.129999
I'm,i'm,232.129999,232.259999
going,going,232.26,232.47
to,to,232.469999,232.569999
disavow,disavow,232.57,233.26999999999998
And,and,233.52,233.76000000000002
by,by,233.76,233.92999999999998
the,the,233.93,234.05
way,way,234.049999,234.209999
if,if,234.209999,234.31999900000002
you,you,234.32,234.45
look,look,234.45,234.64
on,on,234.64,234.76999999999998
my,my,234.77,234.91
Twitter,twitter,234.91,235.23
account,account,235.23,235.64
almost,almost,235.89,236.39999999999998
immediately,immediately,236.4,236.97
after,after,236.97,237.33
the,the,237.33,237.45000000000002
program,program,237.45,238.07
they,they,238.21,238.55
were,were,238.55,238.70000000000002
disavowed,disavowed,238.7,239.26
again,again,239.26,239.73999999999998
You,you,240.14,240.26
know,know,240.26,240.35999999999999
it's,it's,240.36,240.47000000000003
amazing,amazing,240.47,240.98
When,when,241.11,241.31
I,i,241.31,241.35
do,do,241.35,241.54999999999998
something,something,241.55,241.94
on,on,241.94,242.05
Twitter,twitter,242.08,242.46
everybody,everybody,242.62,243.25
picks,picks,243.25,243.49
it,it,243.49,243.62
up,up,243.62,243.76
goes,goes,243.76,243.98
all,all,243.98,244.14
over,over,244.139999,244.329999
the,the,244.33,244.39000000000001
place,place,244.389999,244.80999899999998
But,but,245.05,245.21
when,when,245.21,245.36
I,i,245.36,245.42000000000002
did,did,245.42,245.66
this,this,245.66,245.85999999999999
one,one,245.86,246.05
nobody,nobody,246.05,246.37
ever,ever,246.37,246.57
picks,picks,246.57,246.79999999999998
it,it,246.799999,246.869999
up,up,246.889999,247.04999899999999
Take,take,247.309999,247.57999900000002
a,a,247.58,247.64000000000001
look,look,247.639999,247.889999
at,at,247.889999,247.949999
my,my,248.009999,248.319999
Twitter,twitter,248.37,248.66
account,account,248.66,248.92
Thank,thank,250.23,250.48
you,,,
sir,,,
Thank,,,
you,you,250.66,250.67999999999998
Thanks,thanks,250.67999999999998,250.89
applause,,,
Senator,,,
Rubio,,,
three,three,254.41,254.65
weeks,weeks,254.65,254.92000000000002
ago,ago,254.92,255.45999999999998
you,you,255.53,255.73
said,,,
quote,quote,256.07,256.54
I,i,256.81,257.07
don't,don't,257.09,257.35999999999996
do,do,257.37,257.66
the,the,257.68,257.79
personal,personal,257.79,258.28000000000003
attacks,attacks,258.28,258.97999999999996
primarily,primarily,259.24,259.86
because,because,259.86,260.19
it's,it's,260.19,260.33
not,not,260.349999,260.539999
who,who,260.54,260.79
I,i,260.82,261.0
am,am,261.0,261.33
because,because,262.09,262.48999999999995
I,i,262.49,262.55
think,think,262.55,262.77000000000004
it's,it's,262.77,262.90999999999997
beneath,beneath,262.91,263.31
the,the,263.32,263.46999999999997
office,office,263.469999,263.879999
that,that,263.889999,263.91999899999996
I'm,i'm,264.059999,264.199999
seeking,seeking,264.21,264.66999999999996
but,but,264.67,264.83000000000004
also,also,264.83,265.13
because,because,265.13,265.44
I,i,265.44,265.5
don't,don't,265.53,265.71999999999997
want,want,265.719999,265.85999899999996
to,to,265.86,265.90000000000003
embarrass,embarrass,265.9,266.38
my,my,266.38,266.54
kids,kids,266.54,267.14000000000004
But,but,267.719999,267.889999
in,in,267.889999,268.09999899999997
the,the,268.1,268.21000000000004
past,past,268.209999,268.619999
week,week,268.619999,269.08999900000003
you've,you've,269.449999,269.699999
mocked,mocked,269.709999,270.089999
Mr,mr,270.09,270.53999999999996
Trump's,trump's,270.56,270.91
tan,tan,270.92,271.48
You've,you've,271.96,272.12
made,made,272.12,272.32
fun,fun,272.32,272.46999999999997
of,of,272.47,272.56
his,his,272.56,272.68
spelling,spelling,272.68,273.14
You,you,273.14,273.28999999999996
called,called,273.29,273.59000000000003
him,him,273.59,273.77
a,a,273.77,273.84
con,con,273.85,274.16
artist,artist,274.17,274.61
You,you,274.61,274.74
suggested,suggested,274.74,275.33
he,he,275.36,275.68
wet,wet,275.9,276.17999999999995
himself,himself,276.18,276.79
backstage,backstage,276.87,277.8
at,at,277.8,277.88
the,the,277.89,277.99
last,last,277.99,278.31
debate,debate,278.309999,278.819999
along,along,279.469999,279.779999
with,with,279.78,279.91999999999996
other,other,279.92,280.14000000000004
vulgar,vulgar,280.15,280.53
jokes,jokes,280.599999,280.94999900000005
and,and,280.95,281.09
jabs,jabs,281.09,281.79999999999995
So,so,282.679999,282.919999
what,what,282.92,283.08000000000004
happened,,,
Yes,,,
you,you,283.74,283.88
know,know,283.88,284.0
Bret,bret,284.0,284.23
let,let,284.23,284.32
me,me,284.32,284.43
say,say,284.429999,284.599999
something,something,284.599999,284.939999
This,this,284.94,285.1
campaign,campaign,285.099999,285.58999900000003
for,for,285.589999,285.709999
the,the,285.71,285.78999999999996
last,last,285.79,286.09000000000003
year,year,286.09,286.28
Donald,donald,286.279999,286.59999899999997
Trump,trump,286.6,286.86
has,has,286.859999,286.979999
basically,basically,286.98,287.43
mocked,mocked,287.440001,287.700001
everybody,everybody,287.699999,288.09999899999997
with,with,288.1,288.23
personal,personal,288.23,288.63
attacks,attacks,288.63,289.11
He,he,289.35,289.48
has,,,
done,done,289.56,289.78000000000003
so,so,289.78,289.94
to,,,
people,people,290.06,290.38
that,,,
are,are,290.38,290.46
sitting,sitting,290.46,290.76
on,on,290.76,290.89
the,the,290.99,291.01
stage,stage,291.01,291.25
today,today,291.28999999999996,291.69
He,,,
has,,,
done,,,
so,so,292.74,292.91
about,about,292.91,293.15000000000003
people,people,293.15,293.53999999999996
that,,,
are,are,293.54,293.6
disabled,disabled,293.6,294.11
He,he,294.63,294.78
has,,,
done,,,
it,it,294.98,295.07
about,about,295.07,295.28
every,every,295.28,295.51
candidate,,,
in,in,296.059999,296.179999
this,this,296.179999,296.379999
race,race,296.38,296.6
So,so,296.61,296.72
if,,,
there,,,
is,,,
anyone,anyone,296.94,297.29
who,who,297.29,297.35
has,,,
ever,ever,297.45,297.67
deserved,deserved,297.67,298.08000000000004
to,to,298.09,298.17999999999995
be,be,298.179999,298.329999
attacked,attacked,298.33,298.64
that,that,298.65,298.82
way,way,298.82,299.08
it,it,299.09,299.22999999999996
has,,,
been,been,299.27,299.43
Donald,donald,299.44,299.73
Trump,trump,299.74,300.05
for,for,300.25,300.37
the,the,300.37,300.45
way,,,
he,,,
has,,,
treated,treated,300.77,301.03
people,people,301.92999999999995,301.97999999999996
in,in,301.97999999999996,302.0
the,the,302.0,302.04999999999995
campaign,,,
Now,now,303.12,303.28000000000003
that,that,303.28,303.53
said,said,303.53,303.88
I,i,304.76,304.90999999999997
would,would,304.91,305.06
much,much,305.07,305.3
prefer,prefer,305.299999,305.609999
to,to,305.609999,305.679999
have,have,305.690001,305.860001
a,a,305.859999,305.919999
policy,policy,305.92,306.38
debate,debate,306.4,306.69
I,i,306.7,306.81
hope,hope,306.81,307.01
that's,that's,307.01,307.18
what,what,307.18,307.29
we,,,
will,will,307.29,307.42
have,have,307.44,307.64
here,here,307.64,307.76
tonight,tonight,307.76,308.19
Let's,let's,308.41,308.65000000000003
have,have,308.65,308.84
a,a,308.84,308.90999999999997
policy,policy,308.91,309.37
debate,debate,309.37,309.53000000000003
And,,,
we,we,309.58,309.7
will,will,309.7,309.90999999999997
let's,,,
talk,,,
about,about,310.15,310.33
Donald,donald,310.33,310.62
Trump's,trump's,310.62,310.85
strategy,strategy,310.86,311.43
and,and,311.65,311.81
my,my,311.81,312.02
strategy,strategy,312.02,312.59
and,and,312.74,312.95
Ted's,ted's,312.95,313.17
strategy,strategy,313.17,313.84000000000003
and,and,313.99,314.12
John,john,314.12,314.36
Kasich's,<unk>,314.66,314.77000000000004
strategy,strategy,314.78,315.26
when,when,315.26,315.42
it,it,315.42,315.48
comes,comes,315.48,315.71000000000004
to,to,315.71,315.83
ISIS,isis,315.83,316.31
And,and,316.48,316.64000000000004
on,on,316.639999,316.769999
health,health,316.77,317.03
care,care,317.03,317.22999999999996
and,and,317.23,317.29
on,,,
the,the,317.389999,317.469999
important,important,317.469999,317.84999899999997
issues,issues,317.849999,318.129999
facing,facing,318.13,318.46999999999997
this,this,318.469999,318.60999899999996
country,country,318.61,319.07
But,but,319.23,319.39000000000004
let's,let's,319.389999,319.569999
be,be,319.57,319.73
honest,honest,319.73,320.07
too,too,320.07,320.21999999999997
about,about,320.219999,320.49999899999995
all,all,320.5,320.63
this,this,320.63,321.08
The,the,321.139999,321.28999899999997
media,media,321.29,321.62
has,has,321.63,321.78
given,given,321.78,322.01
these,these,322.01,322.17
personal,personal,322.190001,322.580001
attacks,attacks,322.58,322.94
that,that,322.940001,323.080001
Donald,donald,323.08,323.37
Trump,trump,323.369999,323.619999
has,has,323.619999,323.739999
made,made,323.74,324.03000000000003
an,an,324.18,324.31
incredible,incredible,324.31,324.81
amount,amount,324.82,325.01
of,of,325.01,325.11
coverage,coverage,325.12,325.63
Let's,let's,325.81,326.05
start,start,326.05,326.34000000000003
talking,talking,326.34,326.73999999999995
again,again,326.77,327.09999999999997
about,about,327.1,327.31
the,the,327.31,327.43
issues,issues,327.43,327.73
that,,,
matter,matter,327.79,328.08000000000004
to,to,328.08,328.09999999999997
this,this,328.1,328.27000000000004
country,country,328.27,328.58
I'm,i'm,328.58,328.71999999999997
ready,ready,328.72,328.89000000000004
to,to,328.89,329.0
do,do,329.01,329.15999999999997
that,that,329.16,329.35
starting,starting,329.35,329.68
right,right,329.68,329.87
here,here,329.87,330.16
right,right,330.35,330.57000000000005
now,now,330.57,330.76
tonight,tonight,330.76,331.09
Mr,mr,332.46,332.51
Trump,trump,332.51,332.56
your,your,332.56,332.73
response,,,
Well,well,334.77,335.09999999999997
I,i,339.11,339.35
also,also,339.349999,339.88999900000005
happened,happened,339.889999,340.239999
to,to,340.24,340.33
call,,,
him,him,340.57,340.74
a,a,340.74,340.81
lightweight,lightweight,340.809999,341.429999
OK,ok,341.49,341.93
And,and,341.93,342.11
I,i,342.109999,342.189999
have,have,342.23,342.44
said,said,342.440001,342.680001
that,that,342.72,342.96000000000004
So,so,342.96,343.23999999999995
I,i,343.41,343.6
would,would,343.6,343.82000000000005
like,like,343.82,344.0
to,to,344.01,344.15999999999997
take,take,344.16,344.41
that,that,344.41,344.58000000000004
back,back,344.59,344.84999999999997
He,he,344.85,344.95000000000005
is,is,344.95,345.07
really,really,345.07,345.33
not,not,345.33,345.53999999999996
that,that,345.54,345.75
much,much,345.75,346.0
of,of,346.0,346.13
a,a,346.13,346.19
lightweight,lightweight,346.19,346.68
And,and,347.04,347.38
as,as,347.4,347.59999999999997
far,far,347.6,347.88
as,as,347.88,348.02
and,,,
I,,,
have,have,348.23,348.42
to,to,348.42,348.54
say,say,348.54,348.8
this,this,348.8,349.17
I,i,349.22,349.35
have,have,349.35,349.57000000000005
to,to,349.57,349.7
say,say,349.7,349.97999999999996
this,this,349.98,350.43
He,he,351.09,351.28
hit,hit,351.28,351.47999999999996
