Please,please,0.92,1.2000000000000002
that,that,111.04,111.22000000000001
rigged,rigged,111.53000000000002,111.57000000000001
economy,economy,111.57000000000001,112.28000000000002
is,is,112.81,113.04
a,a,113.04,113.17
corrupt,corrupt,113.35,113.71
campaign,campaign,114.11,114.83
finance,finance,114.86,115.4
system,system,115.4,115.96000000000001
undermining,undermining,116.4,117.16000000000001
American,american,117.34,117.86
democracy,democracy,117.86,118.45
where,where,118.67,118.91
billionaire,billionaire,118.94,119.7
Wall,wall,120.2,120.51
Street,street,120.53999999999999,120.82
corporate,corporate,120.86,121.24
America,america,121.24,121.75999999999999
can,can,122.15,122.36
contribute,contribute,122.36,123.0
unlimited,unlimited,123.17,123.77
sums,sums,123.78999999999999,124.22999999999999
of,of,124.41,124.50999999999999
money,money,124.58,124.99
into,into,125.879999,126.249999
super,super,126.25,126.65
PACs,<unk>,126.96000000000001,127.06
and,and,127.62,127.84
into,into,127.84,128.31
candidates,candidates,128.46,129.09
Our,our,130.28,130.61
job,job,130.61,131.06
together,together,131.17,131.55999999999997
is,is,132.95,133.26
to,to,133.26,133.45
end,end,133.45,133.86999999999998
a,a,133.9,134.0
rigged,rigged,134.0,134.31
economy,economy,134.309999,134.959999
create,create,135.0,135.33
an,an,135.33,135.45000000000002
economy,economy,135.45,136.0
that,that,136.0,136.07
works,works,136.11,136.45000000000002
for,for,136.45,136.57
all,all,136.69,137.05
and,and,137.28,137.52
absolutely,absolutely,137.53,138.37
overturn,overturn,138.559999,139.379999
Citizens,citizens,139.38,139.97
United,united,139.969999,140.469999
One,one,140.75,141.08
person,person,141.099999,141.699999
one,one,141.86,142.18
vote,vote,142.18,142.54000000000002
That's,that's,142.82,143.1
what,what,143.1,143.26999999999998
American,american,143.27,143.74
democracy,democracy,143.74,144.42000000000002
is,is,144.58,144.73000000000002
about,about,144.73000000000002,145.01000000000002
Thank,thank,146.10000000000002,146.28000000000003
you,you,146.28000000000003,146.34
Senator,senator,146.34,146.64000000000001
Secretary,secretary,146.66000000000003,147.04000000000002
Clinton,clinton,147.04000000000002,147.29000000000002
Well,well,149.11,149.36
I'm,i'm,149.36,149.52
happy,happy,149.52,149.85000000000002
to,to,149.85,149.94
be,be,149.95,150.11999999999998
here,here,150.12,150.29
in,in,150.29,150.35
New,new,150.37,150.53
Hampshire,hampshire,150.54,151.1
for,for,151.11,151.63000000000002
this,this,151.66,151.92
debate,debate,151.92,152.29999999999998
as,as,152.49,152.78
we,we,152.78,153.07
move,move,153.429999,153.739999
toward,toward,153.74,154.17000000000002
the,the,154.179999,154.279999
primary,primary,154.28,154.82
on,on,154.82,154.95999999999998
Tuesday,tuesday,154.96,155.57000000000002
I,i,156.509999,156.64999899999998
believe,believe,156.65,157.17000000000002
that,that,157.179999,157.44999900000002
America,america,157.45,158.01999999999998
has,has,158.03,158.51
the,the,158.53,158.67
opportunity,opportunity,158.67,159.5
to,to,159.96,160.13
once,once,160.129999,160.399999
again,again,160.4,161.06
live,live,161.51,161.79
by,by,161.799999,161.999999
our,our,162.0,162.16
values,values,162.16,162.82
live,live,162.89,163.11999999999998
up,up,163.12,163.26
to,to,163.35,163.57999999999998
our,our,163.58,163.75
values,values,163.75,164.32
in,in,164.38,164.48
the,the,164.49,164.61
21st,<unk>,164.61,164.89000000000001
century,century,165.13,165.71
but,but,166.59,166.76
I,i,166.76,166.87
think,think,166.9,167.12
that,that,167.12,167.15
America,america,167.3,167.86
can,can,167.89,168.07
only,only,168.1,168.78
do,do,168.82,169.06
that,that,169.06,169.41
if,if,169.5,169.69
Americans,americans,169.69,170.35999999999999
can,can,170.36,170.55
succeed,succeed,170.55,171.12
And,and,171.78,171.94
there,there,171.94,172.1
are,are,172.099999,172.169999
lots,lots,172.17,172.48999999999998
of,of,172.49,172.61
reasons,reasons,172.61,173.25
why,why,173.27,173.70000000000002
Americans,americans,173.71,174.27
today,today,174.27,174.82000000000002
are,are,174.83,175.0
feeling,feeling,175.009999,175.539999
left,left,175.549999,175.999999
out,out,176.0,176.28
and,and,176.28,176.42
left,left,176.42,176.64
behind,behind,176.67,177.39999999999998
Yes,yes,177.82,178.13
of,of,178.129999,178.229999
course,course,178.26,178.69
the,the,178.719999,178.82999900000002
economy,economy,178.82999999999998,179.57
has,has,179.629999,179.849999
not,not,179.879999,180.109999
been,been,180.109999,180.27999899999998
working,working,180.28,180.68
for,for,180.68,180.81
most,most,180.81,181.1
Americans,americans,181.1,181.73999999999998
Yes,yes,182.08,182.37
of,of,182.37,182.51
course,course,182.52,183.12
we,we,183.18,183.34
have,have,183.34,183.51
special,special,183.51,183.94
interests,interests,183.94,184.43
that,that,184.43,184.64000000000001
are,are,184.64,184.88
unfortunately,unfortunately,185.14,186.29
doing,doing,186.6,187.01
too,too,187.01,187.22
much,much,187.22,187.64
to,to,187.64,187.80999999999997
rig,rig,187.81,188.09
the,the,188.11,188.26000000000002
game,game,188.26,188.73
But,but,189.19,189.35999999999999
there's,there's,189.36,189.56
also,also,189.559999,189.969999
the,the,189.969999,190.07999900000002
continuing,continuing,190.08,190.72
challenges,challenges,190.719999,191.339999
of,,,
racism,racism,191.53,192.26
of,of,192.33,192.54000000000002
sexism,sexism,192.54,193.29999999999998
of,of,193.34,193.47
discrimination,discrimination,193.469999,194.319999
against,against,194.32,194.57999999999998
the,the,194.599999,194.73999899999998
LGBT,<unk>,194.74,195.37
community,community,195.41,195.99
of,of,196.32,196.48999999999998
the,the,196.49,196.58
way,way,196.57999999999998,196.85999999999999
that,that,196.859999,196.979999
we,we,197.0,197.22
treat,treat,197.219999,197.609999
people,people,197.609999,198.14999899999998
as,as,198.42000000000002,198.59
opposed,opposed,198.59,199.09
to,to,199.11,199.23000000000002
how,how,199.23,199.56
we,we,199.57,199.76999999999998
want,want,199.77,200.07000000000002
to,to,200.08,200.21
be,be,200.22,200.38
treated,treated,200.38,200.88
I,i,201.78,201.97
believe,believe,201.97,202.44
that,that,202.45,202.58999999999997
we,we,202.6,202.79
can,can,202.79,203.13
get,get,203.14,203.32
back,back,203.32,203.57
on,on,203.57,203.65
the,the,203.65,203.75
right,right,203.75,203.97
track,track,203.98,204.48
I,i,205.11,205.35000000000002
want,want,205.35,205.57
to,to,205.57,205.66
imagine,imagine,205.67,206.10999999999999
a,a,206.11,206.17000000000002
country,country,206.17,206.6
where,where,206.599999,206.76999899999998
people's,people's,206.77,207.14000000000001
wages,wages,207.139999,207.659999
reflect,reflect,207.66,208.04
their,their,208.04,208.17999999999998
hard,hard,208.19,208.46
work,work,208.46,208.87
where,where,209.4,209.63
we,we,209.63,209.76999999999998
have,have,209.77,210.03
healthcare,healthcare,210.03,210.51
for,for,210.509999,210.64999899999998
everyone,everyone,210.65,211.24
and,and,211.259999,211.45999899999998
where,where,211.46,211.55
every,every,211.549999,211.719999
child,child,211.719999,212.019999
gets,gets,212.049999,212.249999
to,to,212.25,212.35
live,live,212.349999,212.579999
up,up,212.58,212.72
to,to,212.74,212.87
his,his,212.87,213.11
or,or,213.11,213.16000000000003
her,her,213.16,213.34
potential,potential,213.339999,214.009999
I'm,i'm,214.57,214.78
fighting,fighting,214.809999,215.32999900000002
for,for,215.34,215.58
people,people,215.57999999999998,216.13
who,who,216.49,216.78
cannot,cannot,216.83,217.4
wait,wait,217.44,217.88
for,for,217.89,218.04999999999998
those,those,218.05,218.26000000000002
changes,changes,218.27,218.92000000000002
and,and,218.98,219.16
I'm,i'm,219.16,219.23
not,not,219.24,219.5
making,making,219.51,219.88
promises,promises,219.88,220.63
that,that,220.71,220.9
I,i,220.9,221.01000000000002
cannot,cannot,221.03,221.45
keep,keep,221.45,221.76
All,all,222.27,222.39000000000001
right,right,222.39,222.60999999999999
Let's,let's,223.01,223.23
get,get,223.23,223.35999999999999
started,started,223.36,223.71
Secretary,secretary,224.2,224.54
Clinton,clinton,224.54,224.84
last,last,224.84,225.19
night,night,225.19,225.5
you,you,225.5,225.74
cited,cited,225.74,226.07000000000002
the,the,226.08,226.19000000000003
Concord,concord,226.2,226.51999999999998
Monitor,monitor,226.52,226.93
when,when,227.29,227.42999999999998
you,you,227.429999,227.57999900000002
said,said,227.58,227.93
of,of,227.94,228.23
Senator,senator,228.23,228.54
Sanders,sanders,228.54,229.01
that,that,229.009999,229.14999899999998
quote,quote,229.15,229.44
It's,it's,229.83,230.05
very,very,230.049999,230.41999900000002
hard,hard,230.42,230.67999999999998
to,to,230.679999,230.809999
see,see,230.809999,231.199999
how,how,231.2,231.42999999999998
any,any,231.46,231.72
of,of,231.719999,231.799999
his,his,231.799999,231.91999900000002
proposals,proposals,231.92,232.61999999999998
could,could,232.639999,232.859999
ever,ever,232.91,233.32
be,be,233.379999,233.719999
achievable,achievable,233.75,234.38
So,so,234.389999,234.54999899999999
please,please,234.55,234.87
tell,tell,234.87,235.04
us,us,235.04,235.2
why,why,235.2,235.57999999999998
you,you,236.58999999999997,236.83999999999997
think,think,237.01,237.37
if,if,237.39,237.57
he's,he's,237.57,237.73
elected,elected,237.74,238.22
president,president,238.22,238.7
on,on,238.74,238.91
a,a,238.91,238.96
platform,platform,238.96,239.74
of,of,240.18,240.34
promising,promising,240.37,240.85
things,things,240.85,241.09
like,like,241.09,241.26
free,free,241.26,241.5
public,public,241.5,241.78
college,college,241.79,242.13
and,and,242.13,242.25
universal,universal,242.25,242.63
healthcare,healthcare,242.63,243.13
that,that,243.44,243.60999999999999
he,he,243.61,243.73000000000002
cannot,cannot,243.73,244.29
achieve,achieve,244.46,244.87
those,those,244.929999,245.149999
things,things,245.15,245.56
Well,well,245.95,246.19
let,let,246.21,246.38
me,me,246.38,246.5
start,start,246.5,246.8
by,by,246.799999,246.939999
saying,saying,246.94,247.31
that,that,247.34,247.62
Senator,senator,247.63,247.9
Sanders,sanders,247.9,248.34
and,,,
I,i,248.469999,248.679999
share,share,248.71,249.29000000000002
some,some,249.29,249.48
very,very,249.48,249.76
big,big,249.759999,250.069999
progressive,progressive,250.07999999999998,250.57999999999998
goals,goals,250.609999,251.069999
I've,i've,251.49,251.70000000000002
been,been,251.699999,252.04999899999999
fighting,fighting,252.07,252.51
for,for,252.51,252.62
universal,universal,252.62,253.14000000000001
healthcare,healthcare,253.14,253.66
for,for,253.67,253.79999999999998
many,many,253.8,254.04000000000002
years,years,254.04,254.60999999999999
and,and,254.66,255.15
we're,we're,255.43,255.64000000000001
now,now,255.64,255.91
on,,,
the,the,255.99,256.1
path,path,256.1,256.47
to,to,256.48,256.61
achieving,achieving,256.61,257.09000000000003
it,it,257.09,257.28999999999996
I,i,257.81,257.98
don't,don't,258.0,258.22
want,want,258.22,258.39000000000004
us,us,258.39,258.5
to,to,258.51,258.63
start,start,258.63,258.95
over,over,258.95,259.21999999999997
again,again,259.22,259.64000000000004
I,i,259.74,259.90000000000003
think,think,259.93,260.15000000000003
that,that,260.15,260.37
would,would,260.37,260.53000000000003
be,be,260.53,260.78999999999996
a,a,260.84,261.15999999999997
great,great,261.17,261.64000000000004
mistake,mistake,261.719999,262.36999899999995
to,to,262.67,262.85
once,once,262.849999,263.14999900000004
again,again,263.15,263.66999999999996
plunge,plunge,263.78,264.17999999999995
our,our,264.179999,264.329999
country,country,264.33,264.85999999999996
into,into,264.87,265.11
a,a,265.11,265.17
contentious,contentious,265.17,265.78000000000003
debate,debate,265.78,266.30999999999995
about,about,266.679999,267.109999
whether,whether,267.389999,267.90999899999997
we,we,267.99,268.19
should,should,268.190001,268.400001
have,have,268.41,268.84000000000003
and,and,268.92,269.16
what,what,269.16,269.37
kind,kind,269.389999,269.889999
of,of,269.9,270.06
system,system,270.059999,270.46999900000003
we,we,270.47,270.59000000000003
should,should,270.59,270.76
have,have,270.77,271.02
for,for,271.04,271.21000000000004
healthcare,healthcare,271.21,271.78
I,i,272.03,272.10999999999996
want,want,272.11,272.25
to,to,272.25,272.35
build,build,272.36,272.72
on,on,272.72,272.82000000000005
the,the,272.82,272.90999999999997
progress,progress,272.91,273.42
we've,we've,273.42,273.62
made,made,273.62,273.94
got,got,273.94,274.09
from,from,274.09,274.25
90,<unk>,274.25,274.56
percent,percent,274.56,274.95
coverage,coverage,274.95,275.4
to,to,275.56,275.72
100,<unk>,275.76,276.02
percent,percent,276.02,276.41999999999996
coverage,coverage,276.42,276.82
And,and,277.0,277.18
I,i,277.18,277.3
don't,don't,277.33,277.68
want,want,277.68,277.96
to,to,277.97,278.11
rip,rip,278.11,278.39
away,away,278.389999,278.679999
the,the,278.679999,278.789999
security,security,278.8,279.32
that,that,279.32,279.46
people,people,279.46,279.77
finally,finally,279.77,280.18
have,have,280.179999,280.569999
18,<unk>,281.11,281.31
million,million,281.33,281.65999999999997
people,people,281.66,282.0
now,now,282.0,282.25
have,have,282.25,282.4
healthcare,healthcare,282.4,283.03
preexisting,preexisting,283.41,284.20000000000005
conditions,conditions,284.2,284.78
are,are,284.78,284.85999999999996
no,no,284.86,285.03000000000003
longer,longer,285.03,285.45
a,a,285.45,285.57
bar,bar,285.589999,286.069999
So,so,286.389999,286.589999
we,we,286.59,286.83
have,have,286.83,287.21
a,a,287.459999,287.589999
difference,difference,287.59,288.15
I,i,288.57,288.68
also,also,288.69,289.01
believe,believe,289.02,289.34
in,in,289.34,289.44
affordable,affordable,289.44,289.88
college,college,289.88,290.51
but,but,290.79,291.08000000000004
I,i,291.08,291.16999999999996
don't,don't,291.19,291.44
believe,believe,291.44,291.91
in,in,292.0,292.17
free,free,292.17,292.42
college,college,292.42,293.0
because,because,293.3,293.7
every,every,293.77,294.09
expert,expert,294.09,294.54999999999995
that,that,294.6,294.81
I,i,294.81,295.05
have,have,295.1,295.34000000000003
talked,talked,295.35,295.62
to,to,295.63,295.93
says,says,296.059999,296.389999
look,look,296.389999,296.609999
how,how,296.62,296.84000000000003
will,will,296.84,297.0
you,you,297.0,297.19
ever,ever,297.19,297.45
control,control,297.45,297.82
the,the,297.82,297.90999999999997
costs,costs,297.91,298.34000000000003
What,what,298.36,298.53000000000003
I,i,298.53,298.61999999999995
want,want,298.62,298.83
to,to,298.83,298.88
do,do,298.88,299.06
is,is,299.059999,299.189999
make,make,299.19,299.36
sure,sure,299.36,299.53000000000003
middle,middle,299.53,299.80999999999995
class,class,299.809999,300.109999
kids,kids,300.15,300.44
not,not,300.44,300.65
Donald,donald,300.66,301.0
Trump's,trump's,301.009999,301.379999
kids,kids,301.4,301.81
get,get,302.099999,302.349999
to,to,302.349999,302.489999
be,be,302.49,302.66
able,able,302.66,302.92
to,to,302.95,303.07
afford,afford,303.07,303.51
college,college,303.509999,304.049999
I,i,304.51,304.65999999999997
want,want,304.66,304.85
to,to,304.85,304.91
get,get,304.91,305.06
the,the,305.059999,305.139999
economy,economy,305.139999,305.699999
going,going,305.699999,305.97999899999996
again,again,305.98,306.3
It's,it's,306.299999,306.439999
not,not,306.47,306.69000000000005
just,just,306.690001,306.930001
enough,enough,306.93,307.22
about,about,307.22,307.55
what,what,307.77,308.13
we're,we're,308.14,308.4
against,against,308.4,308.97999999999996
as,as,308.98,309.1
important,important,309.1,309.5
as,as,309.5,309.66
that,that,309.66,309.85
is,is,309.85,310.18
I,i,310.69,310.84
have,have,310.84,311.03999999999996
a,,,
plan,plan,311.26,311.67
to,to,311.7,311.86
create,create,311.86,312.36
new,new,312.51,312.71999999999997
jobs,jobs,312.73,313.17
manufacturing,manufacturing,313.19,314.18
infrastructure,infrastructure,314.21,315.25
clean,clean,315.42,315.83000000000004
energy,energy,315.849999,316.38999900000005
jobs,jobs,316.389999,316.859999
that,that,316.87,317.04
will,will,317.059999,317.329999
make,make,317.33,317.58
us,us,317.58,317.72999999999996
the,the,317.73,317.84000000000003
21st,<unk>,317.84,318.14
century,century,318.36,318.89
clean,clean,319.139999,319.389999
energy,energy,319.389999,319.769999
super,super,319.77,320.14
power,power,320.139999,320.549999
I,i,320.74,320.91
also,also,320.91,321.26000000000005
want,want,321.259999,321.449999
to,to,321.45,321.52
make,make,321.52,321.74
sure,sure,321.74,321.99
small,small,321.99,322.33
businesses,businesses,322.34,322.98999999999995
can,can,322.99,323.14
start,start,323.139999,323.529999
and,and,323.539999,323.739999
grow,grow,323.74,323.99
again,again,323.99,324.41
And,and,324.73,324.84000000000003
of,of,324.84,324.95
course,course,324.97,325.49
I,i,325.6,325.75
believe,believe,325.75,326.19
in,in,326.21,326.41999999999996
raising,raising,326.6,327.06
the,the,327.06,327.14
minimum,minimum,327.14,327.49
wage,wage,327.49,327.82
and,and,327.82,327.93
equal,equal,327.95,328.26
pay,pay,328.26,328.55
for,for,328.56,328.73
work,work,328.73,329.08000000000004
But,but,329.92,330.13
the,the,330.32,330.34
numbers,numbers,330.34,330.88
just,just,330.88,331.1
don't,don't,331.1,331.41
add,add,331.41,331.65000000000003
up,up,331.65,331.88
from,from,331.89,332.2
what,what,332.2,332.42
Senator,senator,332.42,332.76
Sanders,sanders,332.76,333.24
has,has,333.24,333.45
been,been,333.45,333.65999999999997
proposing,proposing,333.66,334.34000000000003
That's,that's,334.53,334.78999999999996
why,why,334.79,335.0
all,all,335.09,335.44
of,of,335.44,335.53
the,the,335.53,335.64
independent,independent,335.639999,336.149999
experts,experts,336.2,336.71
all,all,336.71,337.0
of,of,337.0,337.09
the,the,337.09,337.17999999999995
editorial,editorial,337.179999,337.749999
boards,boards,337.75,338.15
that,that,338.15,338.28999999999996
have,,,
vetted,<unk>,338.60999999999996,338.89
both,both,339.089999,339.379999
of,of,339.38,339.49
us,us,339.49,339.75
have,have,339.75,339.97
concluded,concluded,339.969999,340.639999
that,that,340.99,341.24
it,it,341.279999,341.469999
is,is,341.46999900000003,341.63999900000005
just,just,341.639999,342.019999
not,not,342.02,342.31
achievable,achievable,342.33,343.07
Let's,let's,343.36,343.71000000000004
go,go,343.71,343.85999999999996
down,,,
a,,,
path,path,344.2,344.63
where,where,344.67,344.87
we,we,344.87,344.98
can,can,344.98,345.17
actually,actually,345.2,345.72999999999996
tell,tell,345.73,346.05
people,people,346.05,346.54
what,what,346.63,346.90999999999997
we,we,346.91,347.09000000000003
will,will,347.09,347.4
do,do,347.4,347.78
A,a,348.1,348.23
progressive,progressive,348.23,349.04
is,is,349.11,349.28000000000003
someone,someone,349.28,349.58
who,who,349.58,349.66999999999996
makes,makes,349.67,349.98
progress,progress,349.99,350.55
That's,that's,350.599999,350.94999900000005
what,what,350.95,351.12
I,i,351.12,351.37
intend,intend,351.44,351.83
to,to,351.83,351.91999999999996
do,do,351.92,352.12
Thank,,,
you,,,
Secretary,secretary,352.349999,352.64999900000004
Senator,senator,352.67,352.90000000000003
Sanders,sanders,352.9,353.34
so,so,353.79,354.02000000000004
just,just,354.03,354.22999999999996
explain,explain,354.23,354.79
how,how,354.82,355.18
you,you,355.2,355.42
spent,spent,355.42,355.72
nearly,nearly,355.75,356.03
two,two,356.03,356.15999999999997
decades,decades,356.16,356.49
in,in,356.49,356.62
Congress,congress,356.62,356.98
and,and,356.98,357.1
haven't,haven't,357.099999,357.32999900000004
gotten,gotten,357.33,357.53999999999996
any,any,357.54,357.72
of,of,357.719999,357.79999899999996
these,these,357.799999,357.949999
things,things,357.95,358.18
passed,passed,358.18,358.54
Why,why,358.539999,358.729999
do,,,
you,you,358.73,358.84000000000003
think,think,358.84,359.10999999999996
as,as,359.109999,359.27999900000003
president,president,359.279999,359.59999899999997
you'll,you'll,360.07,360.27
be,be,360.27,360.44
able,able,360.440001,360.620001
to,to,360.62,360.75
achieve,achieve,360.75,361.07
big,big,361.14,361.5
big,big,362.1,362.27000000000004
new,new,362.33,362.60999999999996
programs,programs,362.63,362.96999999999997
like,,,
this,,,
Well,,,
I,,,
haven't,haven't,363.14,363.40999999999997
quite,quite,363.41,363.70000000000005
run,run,363.7,363.96
for,for,363.96,364.10999999999996
president,president,364.11,364.62
before,before,364.63,365.09
laughter,laughter,366.47999999999996,366.65
and,and,367.48999999999995,367.59
applause,applause,368.22999999999996,368.29999999999995
Let's,let's,373.02,373.24
deal,deal,373.24,373.54
with,with,373.54,373.73
some,some,373.73,373.94
of,of,373.94,374.01
the,the,374.03,374.11999999999995
comments,comments,374.12,374.68
that,that,374.71,374.89
Secretary,secretary,374.889999,375.47999899999996
Clinton,clinton,375.61,375.89
made,made,375.9,376.15
And,and,376.18,376.35
by,by,376.51000000000005,376.53000000000003
the,the,376.53000000000003,376.63
way,way,376.63,376.8
you,you,377.549999,377.659999
know,know,377.66,377.83000000000004
sometimes,sometimes,377.95000000000005,378.41
there's,there's,378.41,378.45000000000005
a,a,378.619999,378.639999
lot,lot,378.639999,378.829999
of,,,
drama,drama,378.87,379.24
here,here,379.24,379.46000000000004
I,i,379.47,379.48
have,have,380.3,380.36
known,known,380.36,380.42
Secretary,secretary,380.59,381.08
Clinton,clinton,381.08,381.37
for,for,381.37,381.5
25,<unk>,381.5,381.73
years,,,
and,,,
respect,respect,382.47,382.86
her,,,
very,very,382.99,383.24
much,much,383.24,383.57
Here,here,385.91,386.33000000000004
is,is,386.33,386.78
the,the,387.04,387.21000000000004
issue,issue,387.21,387.52
Every,every,388.889999,389.34999899999997
major,major,389.349999,389.81999900000005
country,country,389.849999,390.32999900000004
on,on,390.34,390.5
earth,earth,390.559999,390.769999
whether,whether,391.96,392.28
it's,it's,392.28,392.42999999999995
the,the,392.429999,392.539999
U,u,392.54,392.73
K,k,392.809999,393.119999
whether,whether,393.12,393.43
it's,it's,393.429999,393.579999
France,france,393.589999,394.029999
whether,whether,394.059999,394.339999
it's,it's,394.34,394.48999999999995
Canada,canada,394.49,394.90000000000003
has,has,394.940001,395.370001
managed,managed,395.389999,395.90999899999997
to,to,395.91,395.98
provide,provide,395.98,396.5
healthcare,healthcare,396.68,397.29
to,,,
all,all,397.61,398.02000000000004
people,people,398.03,398.53999999999996
as,as,398.54,398.86
a,a,398.88,399.12
right,right,399.12,399.57
and,and,400.67,400.88
they,they,400.88,401.01
are,are,401.01,401.08
spending,spending,401.13,401.79
significantly,significantly,401.79,402.76000000000005
less,less,402.76,403.08
per,per,403.27,403.44
capita,capita,403.44,403.91
on,on,403.91,404.1
health,health,404.11,404.35
care,care,404.349999,404.609999
than,than,404.79,404.99
we,we,404.99,405.15000000000003
are,are,405.15,405.22999999999996
So,so,406.03,406.26
I,i,406.26,406.43
